playerid,year,ppa,sha
tuckejo01,1989,6,
brookbo01,1989,1,2
ramagro01,1987,19,2
playfla01,1988,,1
pavesji01,1987,1,
laughcr01,1987,3,
maclebr01,1988,8,
donnemi01,1987,2,
carsoji01,1989,5,
carsoli01,1987,1,1
murphla01,1990,19,
loisecl01,1990,1,1
ciccadi01,1988,10,1
robergo01,1987,3,
hullbr01,1987,10,
hunteda01,1987,1,4
paslagr01,1990,3,1
sheehne01,1987,1,
huberwi01,1987,14,
iafraal01,1990,11,1
creigad01,1988,7,
quinnda01,1989,15,1
charbjo01,1988,1,
ysebapa01,1990,4,1
petitmi01,1987,9,1
murphla01,1988,22,
gartnmi01,1988,9,
hunteda01,1988,,1
gartnmi01,1989,14,1
cyrpa01,1987,1,
lawtobr01,1989,1,
makelmi01,1989,1,
wellsja01,1989,3,2
samueul01,1990,,2
kaspest01,1988,6,2
manthmo01,1987,15,1
larsore01,1988,14,
allismi01,1987,5,
grahadi01,1987,7,1
adamsgr01,1989,1,
tuckejo01,1990,1,
jonssto01,1988,24,
wilsoca01,1990,4,
broteaa01,1989,3,
proppbr01,1989,9,
rousebo01,1988,,1
butchga01,1990,3,2
johanca01,1988,7,
simpscr01,1987,10,1
manthmo01,1988,9,
crossdo01,1990,21,
skrikpe01,1990,5,
pederma01,1990,7,
ruffli01,1988,1,
mckegto01,1989,3,
cullejo01,1990,29,
zezelpe01,1990,5,1
sanipev01,1989,2,
bullami01,1988,13,
lawlepa01,1987,3,
carpebo01,1988,4,
coxecr01,1987,1,
vaiveri01,1988,15,
actonke01,1988,,1
hardyma01,1988,5,
dineego01,1987,2,
mcbeawa01,1988,1,
ledyagr01,1987,5,
bennibr01,1989,5,
konrost01,1988,1,1
klimape01,1989,11,
nylunga01,1988,1,
josepch01,1987,6,
halwado01,1988,1,
poulida02,1989,1,1
hrdinji01,1990,4,
dahlqch01,1990,,1
chrisda01,1989,7,
libaig01,1988,6,
linseke01,1989,8,
tantito01,1990,5,
gingrga01,1987,9,
broteaa01,1990,1,
archida01,1989,4,
joycebo01,1989,3,
picarro02,1989,1,1
tantito01,1989,9,
frycemi01,1988,3,
hardyma01,1987,10,1
petitmi01,1990,16,
momesse01,1990,1,
mcdonhu01,1989,1,
ledyagr01,1988,6,
duguaro01,1987,2,
sandsto01,1989,20,
mcintjo01,1990,,2
kennede01,1988,,2
lemiejo01,1989,1,1
macivno01,1988,19,
