playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
makiwa01,,,Wayne,Maki,,Wayne,,72,185,L,13497,3338,makiwa01,1967,1972,,,L,1944,11,10,Canada,ON,Sault Ste. Marie,1974,5,1,,,
mecja01,,,Jaroslav,Mec,,,,,,,,40820,mecja01,,,1977,1977,C,,,,,,,,,,,,
macphbu01,,,Bud,MacPherson,,James Albert,,76,200,L,13482,3301,macphbu01,1948,1956,,,D,1927,3,31,Canada,AB,Edmonton,1988,,,,,
nordgni01,,,Niklas,Nordgren,,,,71,185,R,16426,36964,nordgni01,2005,2005,,,L,1979,6,28,Sweden,,Ornskoldsvik,,,,,,
murdobo01,murdobo01c,,Bob,Murdoch,,Robert John,Mud,72,200,R,13802,3847,murdobo01,1970,1981,,,D,1946,11,20,Canada,ON,Kirkland Lake,,,,,,
bougije01,,,Jean,Bougie,,Jean,,,,,,,,,,,,,,,,,,,,,,,,
henrybu01,,,Burke,Henry,,,,75,206,L,17790,28610,henrybu01,2002,2003,,,D,1979,1,21,Canada,MB,Ste. Rose,,,,,,
,,huttobo01h,Bowse,Hutton,,John Bower,,,,,P196210,,huttobo01,,,,,G,1877,10,24,Canada,ON,Ottawa,1962,10,27,,,
riendvi01,,,Vincent,Riendeau,,Vincent,,70,185,L,18370,753,riendvi01,1987,1994,,,G,1966,4,20,Canada,QC,St. Hyacinthe,,,,,,
niinija01,,,Janne,Niinimaa,,Janne Henrik,,73,220,L,14895,3973,niinija01,1996,2006,,,D,1975,5,22,Finland,,Raahe,,,,,,
halela01,,,Larry,Hale,,Larry James,Stoney,73,180,L,12814,2092,halela01,1968,1971,1972,1977,D,1941,10,9,Canada,BC,Summerland,,,,,,
jantuma01,,,Marko,Jantunen,,Marko,,70,185,L,10707,22581,jantuma01,1996,1996,,,R,1971,2,14,Finland,,Lahti,,,,,,
tebbugr01,,,Greg,Tebbutt,,Gregory,,75,215,L,14518,7422,tebbugr01,1979,1983,1978,1978,D,1957,5,11,Canada,BC,North Vancouver,,,,,,
,mauripa01c,,Paul,Maurice,,Paul,,,,,,38124,mauripa99c,,,,,,1967,1,30,Canada,ON,Sault Ste. Marie,,,,,,
