name,id,award,year,lgid,note
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Ron DeGregorio,,Patrick,2002,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Cammi Granato,,Patrick,2006,NHL,
Dave Andrews,,Patrick,2009,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
John MacInnes,,Patrick,1985,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Ray Miron,,Patrick,2003,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Bruce McNall,,Patrick,1992,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Larry Pleau,pleaula01,Patrick,2001,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
George Gund,,Patrick,1995,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Jack Parker,,Patrick,2009,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Art Berglund,,Patrick,1991,NHL,
Robert Ridder,,Patrick,1993,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Red Berenson,berenre01,Patrick,2005,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Gary Bettman,,Patrick,2000,NHL,
Jim Devellano,,Patrick,2008,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Lou Vairo,,Patrick,1999,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Brian Burke,,Patrick,2007,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Donald Clark,,Patrick,1974,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Mike Emrick,,Patrick,2003,NHL,
John Mayasich,,Patrick,1997,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Mark Messier,messima01,Patrick,2008,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
David Poile,,Patrick,2000,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Stan Fischler,,Patrick,2006,NHL,
