year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1990,DSF,G,LAK,NHL,VAN,NHL,4,2,0,26,16,
2002,CQF,E,DAL,NHL,EDM,NHL,4,2,0,20,11,
1984,DSF,H,WIN,NHL,CAL,NHL,3,1,0,15,13,
1996,CQF,A,NJD,NHL,MTL,NHL,4,1,0,22,11,
1969,QF,C,STL,NHL,MNS,NHL,4,2,0,20,16,
1976,ACF,,QUN,WHA,WIJ,WHA,4,3,0,31,28,
1991,DSF,E,DET,NHL,MNS,NHL,4,3,0,23,19,
1997,CF,N,DET,NHL,DAL,NHL,4,2,0,15,11,
2000,CSF,J,PIT,NHL,BUF,NHL,4,3,0,17,17,
1917,F,,TOA,NHL,MTL,NHL,1,1,0,10,7,TG
1960,SF,A,CHI,NHL,MTL,NHL,4,2,0,16,15,
1957,SF,B,BOS,NHL,NYR,NHL,4,2,0,28,16,
1967,SF,F,STL,NHL,MNS,NHL,4,3,0,18,22,
1982,CF,N,EDM,NHL,CHI,NHL,4,0,0,25,11,
1986,CF,N,EDM,NHL,DET,NHL,4,1,0,16,10,
1982,DSF,H,CAL,NHL,VAN,NHL,3,1,0,17,14,
1999,SCF,O,NJD,NHL,DAL,NHL,4,2,0,15,9,
1982,DSF,F,MNS,NHL,TOR,NHL,3,1,0,18,18,
1975,Pre,,NEW,WHA,CLC,WHA,3,0,0,14,6,
2001,CF,N,DET,NHL,COL,NHL,4,3,0,22,13,
1988,CF,N,CAL,NHL,CHI,NHL,4,1,0,15,8,
1942,SF,A,DET,NHL,TOR,NHL,4,2,0,20,17,
1964,SCF,C,MTL,NHL,CHI,NHL,4,3,0,18,12,
2001,CSF,K,DET,NHL,STL,NHL,4,1,0,14,11,
1951,SF,B,MTL,NHL,BOS,NHL,4,3,0,18,12,
1952,SCF,C,MTL,NHL,BOS,NHL,4,1,0,16,9,
1944,SF,A,TOR,NHL,MTL,NHL,4,2,0,15,21,
1933,SF,D,CHI,NHL,MTM,NHL,2,0,0,6,2,TG
1992,DSF,A,BUF,NHL,BOS,NHL,4,0,0,19,12,
1989,DSF,H,EDM,NHL,WIN,NHL,4,3,0,24,22,
1973,DSF,,MFS,WHA,EDO,WHA,4,1,0,22,14,
1981,DF,J,CHI,NHL,STL,NHL,4,2,0,23,19,
2009,CF,N,CHI,NHL,SJS,NHL,4,0,0,13,7,
1975,QF,,HOU,WHA,SDM,WHA,4,2,0,26,19,
1988,DSF,H,LAK,NHL,EDM,NHL,4,3,0,25,20,
2007,CQF,A,MTL,NHL,BOS,NHL,4,3,0,19,15,
2009,CQF,F,CHI,NHL,NAS,NHL,4,2,0,17,15,
