playerid,year,stint,tmid,s,g,gdg
goligal01,2008,1,PIT,2,1,1
burroal01,2007,1,VAN,1,0,0
verstkr01,2011,1,FLO,1,8,0
voracja01,2010,1,CBS,3,0,0
mcammde01,2005,1,STL,6,1,0
kotalal01,2006,1,BUF,7,5,4
perezal01,2005,1,MTL,3,0,0
savarma01,2006,1,BOS,6,1,0
oreilca01,2011,3,PIT,0,1,0
paveljo01,2011,1,SJS,4,10,2
burnsbr01,2009,1,MIN,3,1,1
filppva01,2006,1,DET,2,0,0
edleral01,2011,1,VAN,4,8,2
kopitan01,2008,1,LAK,7,2,0
wolskwo01,2007,1,COL,8,4,1
ashamar01,2005,1,NYI,1,0,0
hagmani01,2011,2,AND,1,1,1
tangual01,2005,1,COL,6,2,1
whitnra01,2005,1,CAR,5,4,0
willije01,2008,1,TOR,1,1,0
deshada01,2010,1,MTL,2,1,0
hrdinja01,2005,1,CBS,2,0,0
bouwmja01,2006,1,FLO,1,0,0
dawesni01,2010,2,MTL,1,1,0
horcosh01,2007,1,EDM,7,5,3
samsose01,2010,1,CAR,2,1,1
yipbr01,2009,1,COL,1,0,0
nasluma02,2005,1,VAN,7,2,1
clowery01,2011,1,SJS,5,11,4
stillco01,2008,1,FLO,5,1,0
satanmi01,2006,1,NYI,13,5,2
phanedi01,2006,1,CAL,2,0,0
parkri01,2008,1,NYI,2,1,1
backsni02,2007,1,WAS,2,1,0
kubinpa01,2005,1,TBL,1,0,0
rydermi01,2009,1,BOS,10,2,1
hortona01,2009,1,FLO,8,2,1
lecavvi01,2009,1,TBL,8,1,1
downist01,2010,1,TBL,1,0,0
littlbr01,2010,1,ATL,10,3,0
metrogl01,2007,1,BOS,1,0,0
frattma01,2011,1,TOR,1,2,0
prospva01,2011,1,CBS,0,1,0
michami01,2005,1,SJS,2,1,0
forsbpe01,2006,1,PHI,5,1,1
demitpa01,2008,1,VAN,7,3,1
staaler01,2010,1,CAR,1,0,0
ennisty01,2010,1,BUF,4,3,2
sturmma01,2005,2,BOS,4,0,0
giontbr01,2011,1,MTL,2,4,1
pisanfe01,2007,1,EDM,3,2,2
raymoma01,2011,1,VAN,2,9,2
widemde01,2007,1,BOS,1,0,0
widemde01,2006,1,STL,1,0,0
berglpa01,2010,1,STL,3,0,0
mcleoco01,2007,1,COL,1,1,1
latengu01,2009,2,MIN,5,1,1
perryco01,2009,1,AND,13,3,0
legwada01,2008,1,NAS,3,1,1
pyattta01,2007,1,VAN,8,1,1
boothda01,2008,1,FLO,2,0,0
vermean01,2005,1,OTT,1,0,0
weissst01,2007,1,FLO,6,1,1
gocma01,2010,1,NAS,6,2,2
tambeje01,2010,1,VAN,5,2,1
pominja01,2008,1,BUF,5,2,1
recchma01,2005,1,PIT,3,0,0
stillco01,2010,1,FLO,2,0,0
molleos01,2009,1,LAK,1,0,0
brylise01,2005,1,NJD,3,1,1
vanekth01,2010,1,BUF,6,5,1
seguity01,2010,1,BOS,8,4,1
bertuto01,2009,1,DET,8,4,2
eliaspa01,2008,1,NJD,7,3,1
filppva01,2011,1,DET,1,3,1
franzjo01,2007,1,DET,1,1,1
brunnfa01,2008,1,DAL,4,1,0
clearda01,2007,1,DET,1,0,0
