year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1944,NHL,MTL,21,2,2.0,,17,6,2.0,,,,,,1,0,0,,8,4,1,,7,0,1,,10.0,1.0,0.0,,7.0,0.0,2.0,,5,3,0,,,,,
1988,NHL,CHI,16,14,10.0,,11,27,2.0,,,,,,3,9,1,,3,7,3,,4,8,0,,6.0,5.0,3.0,,6.0,3.0,3.0,,4,8,2,,1,1,0,
1950,NHL,CHI,8,22,5.0,,5,25,5.0,,,,,,2,3,2,,7,5,1,,2,8,4,,0.0,12.0,2.0,,2.0,8.0,1.0,,0,11,0,,,,,
1970,NHL,NYR,30,2,7.0,,19,16,4.0,,,,,,6,2,1,,7,3,3,,11,2,2,,6.0,3.0,4.0,,9.0,4.0,0.0,,9,3,1,,1,1,0,
1994,NHL,CAL,15,7,2.0,,9,10,5.0,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,8.0,4.0,2.0,,6,7,2,,7,4,2,
1990,NHL,VAN,18,17,5.0,,10,26,4.0,,,,,,6,6,0,,6,6,2,,5,9,1,,2.0,9.0,2.0,,5.0,6.0,2.0,,4,7,2,,,,,
1981,NHL,BUF,23,8,9.0,,16,18,6.0,,,,,,5,3,3,,7,2,4,,8,5,1,,9.0,4.0,1.0,,4.0,5.0,3.0,,5,6,3,,1,1,0,
2006,NHL,CBS,18,19,,4,15,23,,3,,,,,3,5,,1,3,10,,1,9,5,,2,6.0,6.0,,1,3.0,7.0,,2,8,6,,0,1,3,,0
1978,NHL,VAN,15,18,7.0,,10,24,6.0,,,,,,4,5,1,,5,8,1,,4,8,1,,4.0,6.0,4.0,,2.0,6.0,3.0,,5,9,1,,1,0,2,
1994,NHL,DAL,9,10,5.0,,8,13,3.0,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,3.0,8.0,2.0,,6,5,2,,6,7,3,
1983,NHL,PIT,7,29,4.0,,9,29,2.0,,,,,,3,9,0,,3,7,3,,3,8,2,,1.0,11.0,0.0,,3.0,10.0,1.0,,3,12,0,,0,1,0,
1948,NHL,MTL,19,8,3.0,,9,15,6.0,,,,,,2,2,3,,4,4,1,,5,5,1,,7.0,6.0,1.0,,4.0,5.0,1.0,,6,1,2,,,,,
1999,NHL,EDM,18,11,9.0,3,14,15,7.0,5,,,,,4,3,2,2,2,5,4,1,6,4,3,2,5.0,3.0,4.0,2,8.0,2.0,2.0,1,4,7,1,0,3,2,0,0
1984,NHL,PHI,32,4,4.0,,21,16,3.0,,,,,,6,2,2,,8,2,2,,7,6,1,,8.0,4.0,1.0,,8.0,3.0,1.0,,13,3,0,,3,0,0,
1973,WHA,LAS,17,22,0.0,,8,31,0.0,,,,,,3,7,0,,6,9,0,,4,8,0,,7.0,7.0,0.0,,1.0,10.0,0.0,,3,12,0,,1,0,0,
2003,NHL,TOR,22,14,3.0,2,23,10,7.0,1,,,,,4,3,2,1,8,3,3,1,9,1,2,1,8.0,6.0,1.0,0,6.0,6.0,1.0,0,8,5,1,0,2,0,0,0
2011,NHL,FLO,21,9,,11,17,17,,7,,,,,6,4,,1,7,3,,3,7,5,,3,2.0,3.0,,4,8.0,5.0,,1,7,5,,4,1,1,,2
1928,NHL,MTL,12,4,6.0,,10,3,9.0,,,,,,,,,,2,2,2,,5,3,1,,5.0,1.0,7.0,,5.0,1.0,4.0,,5,0,1,,,,,
2007,NHL,NJD,25,14,,2,21,15,,5,,,,,4,6,,1,9,4,,1,8,4,,1,7.0,5.0,,0,9.0,3.0,,3,6,6,,1,3,1,,0
2009,NHL,SJS,27,6,,8,24,14,,3,,,,,9,4,,1,9,2,,3,8,2,,3,10.0,2.0,,2,4.0,3.0,,0,7,7,,1,4,0,,1
1964,NHL,MTL,20,8,7.0,,16,15,4.0,,,,,,4,0,3,,4,6,2,,9,2,2,,8.0,5.0,0.0,,4.0,6.0,3.0,,7,4,1,,,,,
1975,NHL,MNS,15,22,3.0,,5,31,4.0,,,,,,2,7,0,,3,9,0,,7,6,2,,4.0,7.0,2.0,,2.0,12.0,0.0,,2,11,2,,0,1,1,
2007,NHL,DET,29,9,,3,25,12,,4,,,,,10,2,,1,7,4,,1,12,2,,1,9.0,2.0,,1,4.0,8.0,,2,10,2,,1,2,1,,0
1983,NHL,NJD,10,28,2.0,,7,28,5.0,,,,,,1,10,0,,2,10,0,,4,9,2,,3.0,7.0,3.0,,3.0,9.0,1.0,,4,10,1,,0,1,0,
1941,NHL,CHI,15,8,1.0,,7,15,2.0,,,,,,,,,,5,4,1,,4,4,2,,6.0,4.0,0.0,,6.0,6.0,0.0,,1,5,0,,,,,
1998,NHL,BOS,22,10,9.0,,17,20,4.0,,,,,,4,5,2,,6,2,3,,6,6,1,,4.0,6.0,2.0,,5.0,5.0,2.0,,7,4,3,,7,2,0,
1973,NHL,TOR,21,11,7.0,,14,16,9.0,,,,,,5,3,2,,6,4,3,,6,6,2,,6.0,4.0,2.0,,5.0,4.0,3.0,,5,5,4,,2,1,0,
1976,NHL,PIT,22,12,6.0,,12,21,7.0,,,,,,2,6,4,,6,5,1,,7,5,1,,7.0,4.0,2.0,,5.0,5.0,4.0,,5,8,1,,2,0,0,
1972,WHA,PHB,24,15,0.0,,14,25,0.0,,,,,,1,8,0,,4,8,0,,9,8,0,,8.0,4.0,0.0,,7.0,6.0,0.0,,8,6,0,,1,0,0,
1976,NHL,TOR,18,13,9.0,,15,19,6.0,,,,,,3,5,3,,8,4,1,,6,6,2,,7.0,5.0,1.0,,5.0,6.0,2.0,,4,5,5,,0,1,1,
1975,WHA,EDO,20,17,3.0,,7,32,2.0,,,,,,4,6,2,,6,8,0,,5,9,0,,3.0,8.0,1.0,,4.0,8.0,2.0,,4,9,0,,1,1,0,
