playerid,year,stint,tmid,w,l,sa,ga
lundqhe01,2008,1,NYR,9,4,40,10
rolosdw01,2006,1,EDM,3,2,21,6
labarja01,2011,1,PHO,0,2,11,7
montoal01,2011,1,NYI,2,2,13,5
halakja01,2008,1,MTL,2,1,7,2
niittan01,2005,1,PHI,3,4,24,10
danisya01,2008,1,NYI,0,2,5,3
bacasja01,2006,1,STL,1,1,6,2
pavelon01,2011,1,WPG,3,3,20,8
priceca01,2011,1,MTL,5,8,40,14
fleurma01,2009,1,PIT,6,2,23,6
garonma01,2010,1,CBS,1,3,12,4
fleurma01,2010,1,PIT,8,2,38,6
howarji01,2010,1,DET,3,2,17,2
johnsbr02,2005,1,WAS,3,1,13,2
bironma01,2007,1,PHI,2,6,20,13
quickjo01,2008,1,LAK,4,1,14,4
norrefr01,2006,1,CBS,3,3,22,8
dubnyde01,2009,1,EDM,2,1,11,3
hedbejo01,2010,1,NJD,2,1,11,3
lalimpa01,2007,1,CHI,3,0,9,2
macdojo01,2010,1,DET,1,2,9,2
garonma01,2009,1,CBS,2,3,18,8
toivoha01,2007,1,STL,1,2,9,2
lalimpa01,2005,1,STL,0,2,5,3
lehtoka01,2005,1,ATL,5,0,20,3
tellqmi01,2008,1,PHO,1,0,8,1
luongro01,2009,1,VAN,2,3,14,5
clemmsc01,2009,1,FLO,2,1,11,1
fleurma01,2011,1,PIT,9,2,39,9
raycran01,2006,1,TOR,3,6,32,13
hardijo01,2011,1,MIN,5,3,23,5
hasekdo01,2006,1,DET,1,5,16,8
leighmi01,2009,2,PHI,1,0,2,0
khabini01,2007,1,CHI,2,4,19,7
auldal01,2010,1,MTL,0,1,4,1
dipieri01,2007,1,NYI,3,2,21,6
millery01,2008,1,BUF,8,2,40,9
rasktu01,2009,1,BOS,5,4,33,10
irvinle01,2011,1,CAL,0,1,4,2
karlshe01,2010,1,CAL,1,3,11,5
ellisda01,2010,1,TBL,2,3,24,6
bouchbr01,2009,1,PHI,1,2,7,4
nabokev01,2007,1,SJS,6,6,40,18
noronmi01,2005,1,BUF,0,0,1,1
turcoma01,2010,1,CHI,2,2,13,7
osgooch01,2006,1,DET,1,2,14,6
dunhami01,2005,1,ATL,0,2,4,3
halakja01,2011,1,STL,3,7,32,9
valiqst01,2006,1,NYR,1,0,4,2
ersbeer01,2007,1,LAK,1,1,10,2
gustajo01,2011,1,TOR,1,3,11,4
leclapa01,2007,1,CBS,3,4,23,10
brodema01,2008,1,NJD,2,1,10,3
leclapa01,2008,1,CBS,0,1,3,2
brustba01,2006,1,LAK,1,1,5,1
thomati01,2006,1,BOS,8,2,46,8
backsni01,2010,1,MIN,1,4,17,8
gerbema01,2010,1,EDM,1,0,4,1
theodjo01,2010,1,MIN,2,1,15,7
halakja01,2007,1,MTL,0,1,3,1
macdojo01,2011,1,DET,1,1,9,3
thibajo01,2005,1,PIT,1,1,12,3
sanfocu01,2007,1,VAN,0,1,4,2
niittan01,2010,1,SJS,2,0,4,0
millery01,2007,1,BUF,4,7,33,14
khabini01,2006,1,CHI,4,4,33,11
theodjo01,2008,1,WAS,4,4,22,6
priceca01,2009,1,MTL,2,3,17,5
peterju01,2010,1,CAR,0,1,2,2
gigueje01,2009,1,AND,1,2,8,4
turcoma01,2005,1,DAL,8,1,24,6
niittan01,2006,1,PHI,1,4,23,6
ellisda01,2007,1,NAS,2,1,9,4
fernama01,2006,1,MIN,7,1,32,9
cloutda01,2005,1,VAN,0,1,2,2
huetcr01,2007,1,MTL,2,3,13,5
crawfco01,2005,1,CHI,0,1,3,2
ersbeer01,2009,1,LAK,1,2,16,7
lundqhe01,2007,1,NYR,6,7,42,13
thibajo01,2006,1,PIT,1,1,5,3
bryzgil01,2008,1,PHO,2,3,20,10
ellisda01,2009,1,NAS,2,1,10,2
smithmi02,2010,1,TBL,1,0,4,0
drouije01,2009,1,EDM,4,3,37,11
dunhami01,2006,1,NYI,1,1,8,3
garonma01,2006,1,LAK,1,3,18,7
reimeja01,2010,1,TOR,1,3,11,3
nabokev01,2009,1,SJS,6,6,50,13
eschero01,2006,1,PHI,0,1,2,2
varlasi01,2009,1,WAS,3,4,33,9
clemmsc01,2005,1,NJD,1,1,7,3
aubinje01,2007,1,LAK,1,1,4,2
macdojo01,2006,1,DET,0,1,7,3
caronse01,2005,1,PIT,0,3,10,6
greisth01,2009,1,SJS,1,0,6,0
brodema01,2009,1,NJD,6,4,31,9
niittan01,2009,1,TBL,3,4,23,5
budajpe01,2007,1,COL,1,2,9,4
rinnepe01,2010,1,NAS,6,4,34,7
gerbema01,2006,1,OTT,1,2,10,3
