playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
adamsja01,1920,VML,PCHA,C,5,2,1,3,6
walkeja01,1913,TBS,NHA,L,3,1,0,1,3
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
marshja02,1913,TBS,NHA,D,3,1,0,1,2
trappbo01,1922,EDE,WCHL,D,2,0,0,0,2
pitredi01,1916,MOC,NHA,R,4,5,0,5,6
cotchch01,1923,VAM,PCHA,L,1,0,0,0,0
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
noblere01,1925,MTM,NHL,D,4,0,0,0,4
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
lindsbe01,1912,VA1,PCHA,G,3,0,0,0,0
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
rothssa01,1925,MTM,NHL,F,4,0,0,0,0
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
malonjo01,1912,QU1,NHA,C,3,2,0,2,2
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
rickero01,1918,SEA,PCHA,D,5,1,2,3,0
taylocy01,1917,VML,PCHA,L,5,9,0,9,15
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
cookll01,1920,VML,PCHA,D,5,2,0,2,20
lindsbe01,1913,VA1,PCHA,G,3,0,0,0,0
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
malleke01,1914,VML,PCHA,C,3,0,0,0,0
manthsy01,1923,MTL,NHL,D,4,0,0,0,0
bouchbi01,1924,MTL,NHL,R,4,1,1,2,13
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
lehmahu01,1920,VML,PCHA,G,5,0,0,0,0
cookll01,1921,VML,PCHA,D,5,1,0,1,6
skinnal01,1922,VAM,PCHA,R,3,1,1,2,6
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
lavioja01,1916,MOC,NHA,L,4,1,2,3,9
gerared01,1921,TRS,NHL,D,1,0,0,0,0
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
smithto01,1916,MOC,NHA,C,4,2,0,2,3
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
andrell01,1921,TRS,NHL,F,5,2,0,2,3
gerared01,1920,OTS,NHL,D,5,0,0,0,44
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
holwaal01,1925,MTM,NHL,D,2,0,0,0,0
rickero01,1916,SEA,PCHA,D,4,0,1,1,23
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
holmeha01,1916,SEA,PCHA,G,4,0,0,0,0
merriho01,1914,OT1,NHA,D,3,0,0,0,0
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
mackami01,1914,VML,PCHA,L,3,4,2,6,6
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
oatmaru01,1925,VIC,WCHL,R,4,0,0,0,10
marksja01,1912,QU1,NHA,R,3,2,0,2,2
lehmahu01,1914,VML,PCHA,G,3,0,0,0,0
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
gerared01,1914,OT1,NHA,L,3,1,2,3,14
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
mcnamge02,1913,TBS,NHA,D,3,2,0,2,4
helmaha01,1922,OTS,NHL,D,2,0,0,0,0
coutubi01,1916,MOC,NHA,D,4,0,0,0,36
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
patrifr01,1914,VML,PCHA,D,3,2,1,3,6
camerbi01,1923,MTL,NHL,R,4,0,0,0,0
corbebe01,1916,MOC,NHA,D,4,2,1,3,3
stanlba01,1917,VML,PCHA,R,5,2,0,2,6
gerared01,1922,OTS,NHL,D,6,1,0,1,4
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
dennecy01,1922,OTS,NHL,L,6,1,1,2,8
wilsocu01,1918,SEA,PCHA,R,5,1,3,4,6
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
adamsbi01,1920,VML,PCHA,R,4,0,0,0,0
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
stuarbi01,1921,TRS,NHL,D,5,0,2,2,6
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
phillme01,1925,MTM,NHL,F,4,1,1,2,0
