year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2008,NHL,DET,23,15,8,0,76,48,226,2,23,97,1,19,71,1
1978,NHL,LAK,2,0,2,0,2,9,45,0,2,10,0,3,8,0
1973,WHA,MFS,11,6,5,0,39,40,,,,,,,,
1982,NHL,BUF,10,6,4,0,31,35,208,2,7,36,2,5,41,0
1958,NHL,BOS,7,3,4,0,21,20,113,,,,,,,
1978,NHL,TOR,6,2,4,0,19,24,192,0,3,19,0,9,30,1
1982,NHL,CAL,9,4,5,0,30,49,317,2,9,45,5,8,43,2
1994,NHL,CHI,16,9,7,0,45,39,203,0,9,68,1,11,75,1
2008,NHL,PHI,6,2,4,0,16,18,116,0,4,30,0,4,32,1
1975,WHA,SDM,11,5,6,0,36,39,,,,,,,,
1922,NHL,OTS,2,1,1,0,3,2,8,,,,,,,
1964,NHL,DET,7,3,4,0,19,23,124,,,,,,,
2003,NHL,TBL,23,16,7,0,60,43,387,4,21,100,3,11,76,2
1954,NHL,DET,11,8,3,0,41,26,143,,,,,,,
1975,NHL,NYI,13,7,6,0,43,39,247,0,9,49,2,7,60,1
1964,NHL,TOR,6,2,4,0,14,17,136,,,,,,,
1987,NHL,CAL,9,4,5,0,41,36,310,2,12,60,,14,65,4
2010,NHL,SJS,18,9,9,0,51,58,276,6,14,73,0,18,76,0
1979,NHL,STL,3,0,3,0,4,12,35,0,1,9,0,3,8,0
1967,NHL,MTL,13,12,1,0,48,25,150,,10,,2,6,,3
1982,NHL,CHI,13,7,6,0,49,51,269,4,12,60,2,17,62,2
1970,NHL,MNS,12,6,6,0,35,42,195,,11,,1,9,,0
1980,NHL,PHI,12,6,6,0,48,39,415,10,11,37,0,14,61,2
2005,NHL,TBL,5,1,4,0,13,23,125,2,4,31,1,8,24,0
1986,NHL,NYR,6,2,4,0,13,22,172,0,4,35,2,3,32,0
1921,PCHA,SEA,2,0,2,0,0,2,,,,,,,,
1999,NHL,SJS,12,5,7,0,27,37,164,2,10,63,2,13,61,2
1973,WHA,CLC,5,1,4,0,9,18,,,,,,,,
1943,NHL,TOR,5,1,4,0,6,23,48,,,,,,,
1966,NHL,NYR,4,0,4,0,8,14,58,,,,,,,
1977,WHA,NEW,14,8,6,0,56,47,,,,,,,,
1993,NHL,PIT,6,2,4,0,12,20,140,2,2,27,2,3,30,0
1989,NHL,CAL,6,2,4,0,24,29,149,6,2,33,1,10,46,2
1938,NHL,NYR,7,3,4,0,12,14,74,,,,,,,
1986,NHL,PHI,26,15,11,0,85,73,499,8,19,93,3,22,93,5
1960,NHL,CHI,12,8,4,0,35,27,162,,,,,,,
1937,NHL,NYR,3,1,2,0,7,8,24,,,,,,,
2008,NHL,VAN,10,6,4,0,30,28,191,0,11,44,1,9,51,0
1926,NHL,CHI,2,0,1,1,5,10,30,,,,,,,
1994,NHL,PHI,15,10,5,0,50,43,186,2,9,70,1,15,66,3
1988,NHL,EDM,7,3,4,0,20,25,161,2,6,32,,11,36,1
1953,NHL,BOS,4,0,4,0,4,16,54,,,,,,,
1925,NHL,MTM,4,2,0,2,8,5,40,,,,,,,
1987,NHL,WAS,14,7,7,0,54,50,529,0,14,99,,13,77,4
1947,NHL,BOS,5,1,4,0,13,20,39,,,,,,,
1971,NHL,PIT,4,0,4,0,8,14,71,,1,,1,0,,1
1994,NHL,WAS,7,3,4,0,26,29,213,4,6,44,1,10,42,1
1987,NHL,LAK,5,1,4,0,18,30,178,4,8,38,,8,34,0
1940,NHL,CHI,5,2,3,0,10,12,62,,,,,,,
2002,NHL,DAL,12,6,6,0,34,25,176,8,10,58,2,5,50,1
1979,NHL,MNS,15,8,7,0,49,56,206,0,17,86,4,17,56,3
1950,NHL,BOS,6,1,4,1,5,17,72,,,,,,,
1980,NHL,NYI,18,15,3,0,97,48,310,0,31,80,1,19,96,9
1953,NHL,DET,12,8,4,0,29,20,120,,,,,,,
1939,NHL,TOR,10,6,4,0,21,19,123,,,,,,,
1990,NHL,CHI,6,2,4,0,16,23,278,4,6,31,0,15,54,0
1924,WCHL,SAS,2,0,1,1,4,6,,,,,,,,
1936,NHL,NYR,9,6,3,0,18,10,68,,,,,,,
1977,NHL,BOS,15,10,5,0,53,42,286,4,11,42,0,11,54,0
1939,NHL,BOS,6,2,4,0,9,15,22,,,,,,,
2007,NHL,MTL,12,5,7,0,33,35,133,2,8,55,2,7,44,1
1969,NHL,PIT,10,6,4,0,23,25,211,,4,,2,9,,0
1974,NHL,STL,2,0,2,0,6,9,56,2,2,6,1,3,10,0
1985,NHL,STL,19,10,9,0,64,70,579,0,13,91,3,26,96,3
1937,NHL,NYA,6,3,3,0,13,12,42,,,,,,,
1958,NHL,CHI,6,2,4,0,16,21,93,,,,,,,
1952,NHL,BOS,11,5,6,0,30,37,109,,,,,,,
1996,NHL,CHI,6,2,4,0,14,28,160,0,1,27,0,12,45,2
1982,NHL,EDM,16,11,5,0,80,50,372,0,14,72,2,18,74,10
2007,NHL,MIN,6,2,4,0,12,17,141,2,3,21,1,6,30,2
1974,NHL,CHI,8,3,5,0,22,35,142,0,5,36,1,9,35,0
1983,NHL,DET,4,1,3,0,12,13,131,0,4,25,1,5,17,1
1974,WHA,CLC,5,1,4,0,14,24,,,,,,,,
1992,NHL,BOS,4,0,4,0,12,19,56,0,4,22,1,5,19,1
2011,NHL,CHI,6,2,4,0,12,17,89,0,1,19,0,4,19,0
1985,NHL,EDM,10,6,4,0,41,30,321,6,8,39,2,8,51,4
1986,NHL,QUE,13,7,6,0,48,45,504,2,15,70,2,11,63,1
1943,NHL,MTL,9,8,1,0,39,14,102,,,,,,,
2006,NHL,AND,21,16,5,0,58,45,371,6,16,105,3,16,121,2
2001,NHL,VAN,6,2,4,0,16,22,62,0,4,27,3,7,25,0
1987,NHL,NYI,6,2,4,0,18,23,250,0,5,38,,10,43,3
1930,NHL,BOS,5,2,3,0,13,13,66,,,,,,,
1974,NHL,PHI,17,12,5,0,53,34,335,0,11,65,0,14,89,1
