playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
mioed01,1980,1,EDM,NHL,43,2393,16,15,9,4,0,155,,,,,,,,,,
balesmi01,1994,1,OTT,NHL,1,3,0,0,0,0,0,0,1,,,,,,,,,
edwardo01,1977,1,BUF,NHL,72,4209,38,16,17,3,5,185,,8,482,3,5,,0,0,22,
valiqst01,2008,1,NYR,NHL,15,823,5,5,2,2,1,39,421,2,40,0,0,,0,0,0,9
abrahch01,1975,1,NEW,WHA,41,2385,18,18,2,1,2,136,1221,1,1,0,0,,0,0,0,
masonst01,2009,1,CBS,NHL,58,3201,20,26,9,2,5,163,1653,,,,,,,,,
richtmi01,1994,1,NYR,NHL,35,1993,14,17,2,2,2,97,884,7,384,2,5,,1,0,23,189
brodatu01,1939,1,TOR,NHL,47,2900,25,17,5,,4,108,,10,657,6,4,,,1,19,
bromlga01,1976,1,CAC,WHA,28,1237,6,9,2,2,0,79,623,,,,,,,,,
millejo01,1928,1,PIP,NHL,44,2780,9,27,8,,11,80,,,,,,,,,,
hardijo01,2009,1,MIN,NHL,25,1300,9,12,0,3,1,66,692,,,,,,,,,
cartely01,1971,1,CLF,NHL,15,721,4,7,0,1,0,50,,,,,,,,,,
hackeje01,1998,2,MTL,NHL,53,3091,24,20,9,2,5,117,1360,,,,,,,,,
sandsmi01,1986,1,MNS,NHL,3,163,0,2,0,1,0,12,104,,,,,,,,,
leighmi01,2006,2,PHI,NHL,4,195,2,2,0,0,0,12,102,,,,,,,,,
edwardo01,1984,1,CAL,NHL,34,1691,11,15,2,1,1,115,858,,,,,,,,,
healygl01,1989,1,NYI,NHL,39,2197,12,19,6,6,2,128,1210,4,166,1,2,,0,0,9,79
broderi01,1975,1,QUN,WHA,69,3967,44,21,2,1,2,244,2216,5,299,1,4,,1,0,22,
parenbe01,1970,2,TOR,NHL,18,1040,7,7,3,1,0,46,,4,235,2,2,,0,0,9,
chevral01,1990,1,DET,NHL,3,108,0,2,0,0,0,11,55,,,,,,,,,
lumleha01,1946,1,DET,NHL,52,3120,22,20,10,,3,159,,,,,,,,,,
cloutja01,1992,1,QUE,NHL,3,154,0,2,1,2,0,10,65,,,,,,,,,
lehmahu01,1918,1,VML,PCHA,20,1277,12,8,0,,1,55,,2,120,1,1,0,,0,7,
stanied01,1984,1,HAR,NHL,1,20,0,0,0,0,0,1,10,,,,,,,,,
sullida01,1973,1,VAB,WHA,1,60,0,1,0,0,0,7,38,,,,,,,,,
scrivbe01,2011,1,TOR,NHL,12,672,4,5,2,4,0,35,359,,,,,,,,,
irbear01,2001,1,CAR,NHL,51,2974,20,19,11,3,3,126,1282,18,1078,10,8,,1,1,30,480
smithmi02,2007,2,TBL,NHL,13,774,3,10,0,5,1,36,338,,,,,,,,,
riendvi01,1988,1,STL,NHL,32,1842,11,15,5,4,0,108,836,,,,,,,,,
dejorde01,1962,1,CHI,NHL,5,290,2,1,2,,0,12,,,,,,,,,,
bromlga01,1973,1,BUF,NHL,12,598,3,5,3,0,0,33,,,,,,,,,,
whitmka01,1990,1,HAR,NHL,18,850,3,9,3,0,0,52,379,,,,,,,,,
mcdufpe01,1975,1,DET,NHL,4,240,0,3,1,0,0,22,,,,,,,,,,
lindsbe01,1910,1,REN,NHA,16,960,8,8,0,,0,101,,,,,,,,,,
wortero01,1927,1,PIP,NHL,44,2740,19,17,8,,11,76,,2,120,1,1,0,,0,6,
smithga01,1965,1,TOR,NHL,3,118,0,2,0,0,0,7,,,,,,,,,,
millery01,2005,1,BUF,NHL,48,2862,30,14,3,3,1,124,1440,18,1123,11,7,,1,1,48,522
brodema01,1993,1,NJD,NHL,47,2625,27,11,8,0,3,105,1238,17,1171,8,9,,2,1,38,531
poulike01,2010,1,NYI,NHL,10,491,4,2,1,0,0,20,262,,,,,,,,,
stewach01,1926,1,BOS,NHL,21,1303,9,11,1,,2,49,,,,,,,,,,
bouchda01,1973,1,ATF,NHL,46,2660,19,18,8,3,5,123,,1,60,0,1,,0,0,4,
drapeto01,1988,1,WIN,NHL,2,120,1,1,0,0,0,12,66,,,,,,,,,
saloto01,2003,1,EDM,NHL,44,2487,17,18,6,1,3,107,1024,,,,,,,,,
richate01,1975,1,DET,NHL,1,60,0,1,0,0,0,7,,,,,,,,,,
khudoan01,2011,1,BOS,NHL,1,60,1,0,0,0,0,1,45,,,,,,,,,
reeseje01,1995,1,HAR,NHL,7,275,2,3,0,0,1,14,170,,,,,,,,,
desjage01,1973,1,NYI,NHL,36,1945,9,17,6,1,0,101,,,,,,,,,,
raynech01,1940,1,NYA,NHL,12,773,2,7,3,,0,44,,,,,,,,,,
wortero01,1929,2,NYA,NHL,36,2270,11,21,4,,2,135,,,,,,,,,,
lumleha01,1955,1,TOR,NHL,59,3527,21,28,10,,3,159,,5,304,1,4,,,1,14,
mummeha01,1919,1,QUB,NHL,3,142,1,1,0,,0,18,,,,,,,,,,
fuhrgr01,1986,1,EDM,NHL,44,2388,22,13,3,1,0,137,1149,19,1148,14,5,,2,0,47,511
denisma01,1998,1,COL,NHL,4,217,1,1,1,0,0,9,110,,,,,,,,,
pettiji01,1976,1,BOS,NHL,1,60,1,0,0,0,0,3,,,,,,,,,,
benedcl01,1928,1,MTM,NHL,37,2300,14,16,7,,11,57,,,,,,,,,,
soetado01,1985,1,MTL,NHL,23,1215,11,7,2,1,3,56,533,,,,,,,,,
jenseal01,1980,1,DET,NHL,1,60,0,1,0,0,0,7,,,,,,,,,,
chabolo01,1935,1,MTM,NHL,16,1010,8,3,5,,2,35,,3,297,0,3,,,0,6,
duffupa01,1996,1,PHO,NHL,1,29,0,0,0,0,0,1,8,,,,,,,,,
villegi01,1968,1,NYR,NHL,4,240,2,1,1,0,0,9,,1,60,0,1,,0,0,4,
woodwa01,1976,1,BIR,WHA,23,1132,7,12,0,3,0,78,669,,,,,,,,,
esposto01,1976,1,CHI,NHL,69,4067,25,36,8,5,2,234,,2,120,0,2,,1,0,6,
haywabr01,1983,1,WIN,NHL,28,1530,7,18,2,1,0,124,860,,,,,,,,,
chabofr01,1993,1,MTL,NHL,1,60,0,1,0,0,0,5,24,,,,,,,,,
kiddtr01,2001,1,FLO,NHL,33,1683,4,16,5,4,1,90,857,,,,,,,,,
binklle01,1973,1,TOT,WHA,27,1412,14,9,1,1,1,77,776,5,182,2,2,,0,0,18,101
osgooch01,1998,1,DET,NHL,63,3691,34,25,4,4,3,149,1654,6,358,4,2,,0,1,14,172
hackeje01,1991,1,SJS,NHL,42,2314,11,27,1,1,0,148,1366,,,,,,,,,
fowlehe01,1919,1,VA2,PCHA,22,1351,10,12,0,,1,71,,,,,,,,,,
