coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
lalonne01c,1926,NYA,NHL,1,,44,17,25,2,,,,
kingda01c,1993,CAL,NHL,1,,84,42,29,13,7,3,4,0
berrybo01c,1980,LAK,NHL,1,,80,43,24,13,4,1,3,0
wilsoro02c,2009,TOR,NHL,1,,82,30,38,14,,,,
bowmasc01c,1977,MTL,NHL,1,,80,59,10,11,15,12,3,0
pagepi01c,1988,MNS,NHL,1,,80,27,37,16,5,1,4,0
patrimu01c,1959,NYR,NHL,2,,2,0,1,1,,,,
stasivi01c,1972,VAN,NHL,1,,78,22,47,9,,,,
gillda01c,1927,OTS,NHL,1,,44,20,14,10,2,0,2,0
murrate01c,1992,WAS,NHL,1,,84,43,34,7,6,2,4,0
keenami01c,1989,CHI,NHL,1,,80,41,33,6,20,10,10,0
suttebr02c,2010,CAL,NHL,1,,82,41,29,12,,,,
schmimi01c,1975,WAS,NHL,1,,36,3,28,5,,,,
dineebi01c,1974,HOU,WHA,1,,78,53,25,0,13,12,1,0
bowmasc01c,1992,PIT,NHL,1,,84,56,21,7,12,7,5,0
bergemi03c,1988,NYR,NHL,1,,78,37,33,8,,,,
rossar01c,1930,BOS,NHL,1,,44,28,10,6,5,2,3,0
whitebi01c,1976,CHI,NHL,2,,46,16,24,6,2,0,2,0
patricr01c,1996,PIT,NHL,2,,20,7,10,3,5,1,4,0
gerared01c,1926,MTM,NHL,1,,44,20,20,4,2,0,1,1
mactacr01c,2000,EDM,NHL,1,,82,39,31,12,6,2,4,0
greenpe01c,1921,OTS,NHL,1,,24,14,8,2,2,0,1,1
johnsed01c,1981,PIT,NHL,1,,80,31,36,13,5,2,3,0
malonph01c,1973,VAN,NHL,2,,37,15,18,4,,,,
adamsja01c,1937,DET,NHL,1,,48,12,25,11,,,,
melroba01c,2008,TBL,NHL,1,,16,5,7,4,,,,
gottsjo01c,1944,CHI,NHL,2,,49,13,29,7,,,,
fergujo01c,1985,WIN,NHL,2,,14,7,6,1,3,0,3,0
lapoiro01c,1988,QUE,NHL,1,,33,11,20,2,,,,
mayorbo01c,1977,SOV,WHA,1,,8,3,4,1,,,,
ingraro01c,1976,SDM,WHA,1,,81,40,37,4,7,3,4,0
renneto01c,1996,VAN,NHL,1,,82,35,40,7,,,,
nolante01c,2007,NYI,NHL,3,,71,28,34,9,,,,
kellyre01c,1976,TOR,NHL,1,,80,33,32,15,9,4,5,0
bouchgu01c,2010,TBL,NHL,1,,82,46,25,11,18,11,7,0
gorinbu01c,1999,NYI,NHL,1,,82,24,49,9,,,,
mcvieto01c,1983,NJD,NHL,2,,60,15,38,7,,,,
murphmi01c,1997,TOR,NHL,1,,82,30,43,9,,,,
lemaija01c,2010,NJD,NHL,2,,49,29,17,3,,,,
dayha01c,1943,TOR,NHL,1,,50,23,23,4,5,1,4,0
irvindi01c,1953,MTL,NHL,1,,70,35,24,11,11,7,4,0
mcguipe01c,1993,HAR,NHL,2,,67,23,37,7,,,,
beverni01c,1995,TOR,NHL,2,,17,9,6,2,6,2,4,0
ruffli01c,2011,BUF,NHL,1,,82,39,32,11,,,,
babcomi01c,2003,ANA,NHL,1,,82,29,43,10,,,,
