playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
smithho01,1928,1,MTM,NHL,C,41,10,9,19,120,,,,,,,,,,,,,,,,,,,,
petroro02,2002,1,NYR,NHL,L,66,5,9,14,77,-12,2,1,1,0,1,0,65,,,,,,,,,,,,
priceca01,2007,1,MTL,NHL,G,41,0,2,2,0,0,0,1,0,0,0,,0,11,0,0,0,2,0,0,0,0,0,0,0
gilbest01,1974,1,CLF,NHL,L,15,1,4,5,2,-8,1,,0,,0,0,26,,,,,,,,,,,,
nilanch01,1988,1,NYR,NHL,R,38,7,7,14,177,-8,0,0,0,0,1,0,39,4,0,1,1,28,-2,0,0,0,0,0,8
huntema01,1985,1,STL,NHL,R,78,44,30,74,171,15,11,,2,,3,1,204,19,7,7,14,48,-7,2,,0,,1,41
seiliri01,1978,1,BUF,NHL,R,78,20,22,42,56,15,2,,0,,4,0,136,3,0,1,1,2,,0,,0,,0,
helmda01,2009,1,DET,NHL,C,75,11,13,24,18,-2,0,0,3,0,3,,165,12,1,0,1,4,-4,0,0,0,0,0,16
cartean01,2003,1,NYR,NHL,R,43,10,7,17,14,-12,4,2,1,0,2,0,63,,,,,,,,,,,,
schaejo01,1959,1,NYR,NHL,G,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
kingdj01,2008,1,STL,NHL,L,1,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,
scudero01,2010,1,LAK,NHL,D,82,2,13,15,16,1,0,0,0,0,1,,46,6,0,2,2,0,-1,0,0,0,0,0,3
arnotja01,2002,1,DAL,NHL,C,72,23,24,47,51,9,7,6,0,0,6,1,169,11,3,2,5,6,-2,1,2,0,0,0,18
gallido01,1945,1,BOS,NHL,C,50,17,23,40,18,,,,,,,,,10,2,4,6,2,,,,,,,
robitmi01,1969,1,NYR,NHL,D,4,0,0,0,8,0,0,,0,,0,0,2,,,,,,,,,,,,
levinal01,1935,1,CHI,NHL,D,48,1,7,8,69,,,,,,,,,2,0,1,1,0,,,,,,,
selwobr01,1979,1,LAK,NHL,D,63,1,13,14,82,-14,1,,0,,0,0,78,1,0,0,0,0,,0,,0,,0,
babewa01,1990,1,MNS,NHL,L,1,0,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
ramagro01,1992,2,MTL,NHL,D,8,0,1,1,8,-3,0,0,0,0,0,0,16,7,0,0,0,4,-3,0,0,0,0,0,8
stanlda01,1985,1,PHI,NHL,D,33,0,2,2,69,-5,0,,0,,0,0,7,1,0,0,0,2,0,0,,0,,0,1
zigommi01,2007,1,PHO,NHL,C,33,2,1,3,6,-7,0,0,0,0,0,,35,,,,,,,,,,,,
kennefo01,1959,1,DET,NHL,C,17,1,2,3,8,,,,,,,,,,,,,,,,,,,,
actonke01,1989,1,PHI,NHL,C,69,13,14,27,80,-2,0,0,2,0,0,0,94,,,,,,,,,,,,
smithho01,1927,1,MTM,NHL,C,34,14,5,19,72,,,,,,,,,9,2,1,3,23,,,,,,,
quinnpa01,1968,1,TOR,NHL,D,40,2,7,9,95,10,0,,0,,1,0,42,4,0,0,0,13,,0,,0,,0,
gorgejo01,2006,1,SJS,NHL,D,47,1,3,4,26,-3,0,2,0,0,0,,37,,,,,,,,,,,,
mironbo01,1996,1,EDM,NHL,D,55,6,26,32,85,2,2,16,0,0,1,0,147,12,2,8,10,16,-6,2,3,0,2,0,31
papinju01,2001,1,STL,NHL,C,1,0,0,0,0,-2,0,0,0,0,0,0,0,,,,,,,,,,,,
nolanow01,1991,1,QUE,NHL,R,75,42,31,73,183,-9,17,7,0,0,0,1,190,,,,,,,,,,,,
watteti01,1983,1,WIN,NHL,D,74,3,20,23,169,7,1,,0,,1,0,66,3,1,0,1,2,-6,0,,0,,0,6
mannibr01,2011,1,PHI,NHL,D,4,0,0,0,0,1,0,0,0,0,0,,6,,,,,,,,,,,,
mcewemi01,1984,1,WAS,NHL,D,56,11,27,38,42,22,4,,0,,3,0,151,5,0,1,1,4,-1,0,,0,,0,11
couturo01,1930,1,CHI,NHL,R,44,8,11,19,30,,,,,,,,,9,0,3,3,2,,,,,,,
hoglujo01,1996,1,CAL,NHL,L,68,19,16,35,12,-4,3,11,0,0,6,1,189,,,,,,,,,,,,
mccusre01,1924,1,REG,WCHL,G,28,0,0,0,0,,,,,,,,,,,,,,,,,,,,
jackmba01,2009,1,STL,NHL,D,66,2,15,17,81,3,0,0,1,0,0,,73,,,,,,,,,,,,
campbbr01,1976,2,EDO,WHA,C,66,12,42,54,18,-10,0,,1,,,,149,5,3,1,4,0,-4,,,,,0,
chornma01,1983,2,LAK,NHL,D,71,3,9,12,58,-24,0,,0,,0,0,57,,,,,,,,,,,,
pitredi01,1917,1,MTL,NHL,R,20,17,6,23,29,,,,,,5,,,2,0,1,1,13,,,,,,,
bannidr01,1997,2,ANA,NHL,D,27,0,6,6,47,-2,0,0,0,0,0,0,23,,,,,,,,,,,,
schmimi01,1945,1,BOS,NHL,C,48,13,18,31,21,,,,,,,,,10,3,5,8,2,,,,,,,
jerwafr01,1934,1,BOS,NHL,C,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,
