year,hofid,name,category
1991,bossymi01h,Mike Bossy,Player
1991,bowmasc01h,Scotty Bowman,Builder
1962,huttobo01h,Bowse Hutton,Player
1974,ivanto01h,Tommy Ivan,Builder
1966,lachel01h,Elmer Lach,Player
1962,smithfr01h,Frank Smith,Builder
1947,northwi01h,William Northey,Builder
1995,sabetgu01h,Gunther Sabetzki,Builder
1994,oneilbr01h,Brian O'Neill,Builder
1980,patrily01h,Lynn Patrick,Player
1982,ullmano01h,Norm Ullman,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1962,obrieja01h,Ambrose O'Brien,Builder
1971,wirtzar01h,Arthur Wirtz,Builder
1969,abelsi01h,Sid Abel,Player
2003,fuhrgr01h,Grant Fuhr,Player
1967,brodatu01h,Turk Broda,Player
1958,lehmahu01h,Hugh Lehman,Player
1962,hoopeto01h,Tom Hooper,Player
1974,vossca01h,Carl Voss,Builder
2008,andergl01h,Glenn Anderson,Player
1992,allenke01h,Keith Allen,Builder
1961,rankifr01h,Frank Rankin,Player
1992,johnsbo02h,Bob Johnson,Builder
1967,storere01h,Red Storey,Referee/Linesman
1945,allanmo01h,Montagu Allan,Builder
1950,davidal01h,Scotty Davidson,Player
1961,lesuepe01h,Percy LeSueur,Player
1962,darraja01h,Jack Darragh,Player
1963,hewitbo01h,Bobby Hewitson,Referee/Linesman
1992,dumarwo01h,Woody Dumart,Player
1962,camerha01h,Harry Cameron,Player
1985,olmstbe01h,Bert Olmstead,Player
1961,appssy01h,Syl Apps,Player
1952,goheemo01h,Moose Goheen,Player
1977,hortoti01h,Tim Horton,Player
2001,hawerda01h,Dale Hawerchuk,Player
1993,lapoigu01h,Guy Lapointe,Player
1962,ahearfr01h,Frank Ahearn,Builder
1962,lavioja01h,Jack Laviolette,Player
1961,dayha01h,Hap Day,Player
1945,gardich01h,Charlie Gardiner,Player
1958,hayge01h,George Hay,Player
1987,giacoed01h,Ed Giacomin,Player
1975,hallgl01h,Glenn Hall,Player
1947,roberjo02h,John Robertson,Builder
1988,oconnbu01h,Buddy O'Connor,Player
1987,clarkbo01h,Bobby Clarke,Player
1965,lockhth01h,Tommy Lockhart,Builder
1965,russebl01h,Blair Russell,Player
1963,dandule01h,Leo Dandurand,Builder
1964,chadwbi01h,Bill Chadwick,Referee/Linesman
1970,johnsto01h,Tom Johnson,Player
1962,maxwest01h,Steamer Maxwell,Player
1995,robinla01h,Larry Robinson,Player
1965,benedcl01h,Clint Benedict,Player
2011,howema01h,Mark Howe,Player
1962,watsoha01h,Harry Watson,Player
1965,mosiebi01h,Bill Mosienko,Player
1974,coultar01h,Art Coulter,Player
1978,plantja01h,Jacques Plante,Player
2006,hotchha01h,Harley Hotchkiss,Builder
1998,goulemi01h,Michel Goulet,Player
1988,snideed01h,Edward Snider,Builder
1952,boondi01h,Dickie Boon,Player
1978,bathgan01h,Andy Bathgate,Player
2009,robitlu01h,Luc Robitaille,Player
1952,stewane01h,Nels Stewart,Player
1947,shoreed01h,Eddie Shore,Player
1958,clancki01h,King Clancy,Player
2003,ilitcmi01h,Mike Illitch,Builder
1998,conacro01h,Roy Conacher,Player
1997,trottbr01h,Bryan Trottier,Player
1960,selkefr01h,Frank Selke,Builder
1973,udvarfr01h,Frank Udvari,Referee/Linesman
1971,jacksbu01h,Busher Jackson,Player
1962,pitredi01h,Didier Pitre,Player
1988,esposto01h,Tony Esposito,Player
2001,kurrija01h,Jari Kurri,Player
1960,bouchge01h,Georges Boucher,Player
1963,mclaufr01h,Frederic McLaughlin,Builder
1994,conacli01h,Lionel Conacher,Player
1961,ionmi01h,Mickey Ion,Referee/Linesman
1989,lewishe01h,Herbie Lewis,Player
1982,gilbero01h,Rod Gilbert,Player
1969,hextabr01h,Bryan Hextall,Player
1985,cheevge01h,Gerry Cheevers,Player
1990,poilebu01h,Bud Poile,Builder
2007,gregoji01h,Jim Gregory,Builder
