year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1997,NHL,VAN,VAN,WC,PC,7,,82,25,43,14.0,,64,,,224,273,Vancouver Canucks,2166,18,48,373,12,77,432,19
1985,NHL,QUE,COL,WA,AD,1,DSF,80,43,31,6.0,,92,,,330,289,Quebec Nordiques,1847,28,99,423,20,71,379,11
2008,NHL,NJD,NJD,EC,AT,1,CQF,82,51,27,,4,106,6,2,244,209,New Jersey Devils,1058,20,58,307,4,65,324,12
2001,NHL,CAL,CAL,WC,NW,4,,82,32,35,12.0,3,79,,,201,220,Calgary Flames,1586,12,55,364,5,66,356,10
1962,NHL,TOR,TOR,,,1,SC,70,35,23,12.0,,82,,,221,180,Toronto Maple Leafs,816,,,,,,,
2007,NHL,DET,DET,WC,CE,1,SC,82,54,21,,7,115,5,5,257,184,Detroit Red Wings,937,4,81,391,7,57,357,5
1987,NHL,DET,DET,CC,NO,1,CF,80,41,28,11.0,,93,,,322,269,Detroit Red Wings,2391,22,72,383,8,73,453,20
1978,NHL,BUF,BUF,WA,AD,2,PRE,80,36,28,16.0,,88,,,280,263,Buffalo Sabres,1026,16,55,267,4,55,258,9
1966,NHL,BOS,BOS,,,6,,70,17,43,10.0,,44,,,182,253,Boston Bruins,764,,34,250,9,53,240,4
1969,NHL,TOR,TOR,,ED,6,,76,29,34,13.0,,71,,,222,242,Toronto Maple Leafs,898,12,49,242,7,60,269,5
1973,WHA,QUN,COL,,EW,5,,78,38,36,4.0,,80,,,306,280,Quebec Nordiques,909,18,61,280,6,44,194,1
1992,NHL,VAN,VAN,CC,SM,1,DF,84,46,29,9.0,,101,,,346,278,Vancouver Canucks,2326,18,79,457,11,97,452,18
2011,NHL,DET,DET,WC,CE,3,CQF,82,48,28,,6,102,9,3,248,203,Detroit Red Wings,699,24,48,298,11,50,274,2
1996,NHL,ANA,ANA,WC,PC,2,CSF,82,36,33,13.0,,85,,,245,233,Mighty Ducks of Anaheim,1710,22,56,333,11,62,336,9
1944,NHL,TOR,TOR,,,3,SC,50,24,22,4.0,,52,,,183,161,Toronto Maple Leafs,337,,,,,,,
2000,NHL,BOS,BOS,EC,NE,4,,82,36,30,8.0,8,88,,,227,249,Boston Bruins,1325,18,64,390,7,65,377,8
2002,NHL,LAK,LAK,WC,PC,3,,82,33,37,6.0,6,78,,,203,221,Los Angeles Kings,1146,50,52,354,4,62,371,8
1974,NHL,BOS,BOS,WA,AD,2,PRE,80,40,26,14.0,,94,,,345,245,Boston Bruins,1153,6,86,299,10,59,316,14
2002,NHL,PHI,PHI,EC,AT,2,CSF,82,45,20,13.0,4,107,,,211,166,Philadelphia Flyers,1003,30,47,328,8,50,338,8
1987,NHL,BOS,BOS,WA,AD,2,F,80,44,30,6.0,,94,,,300,251,Boston Bruins,2443,36,74,446,10,70,425,14
1983,NHL,LAK,LAK,CC,SM,5,,80,23,44,13.0,,59,,,309,376,Los Angeles Kings,1265,8,75,360,17,82,294,10
1937,NHL,NYA,BKN,,CA,2,SF,48,19,18,11.0,,49,,,110,111,New York Americans,327,,,,,,,
1963,NHL,DET,DET,,,4,F,70,30,29,11.0,,71,,,191,204,Detroit Red Wings,771,,42,240,5,36,267,2
1978,NHL,COR,NJD,CC,SM,4,,80,15,53,12.0,,42,,,210,331,Colorado Rockies,838,28,60,267,4,62,211,8
1968,NHL,PHI,PHI,,WD,3,QF,76,20,35,21.0,,61,,,174,225,Philadelphia Flyers,954,,40,263,8,44,286,6
1946,NHL,BOS,BOS,,,3,SF,60,26,23,11.0,,63,,,190,175,Boston Bruins,463,,,,,,,
1992,NHL,NYI,NYI,WA,PT,3,CF,84,40,37,7.0,,87,,,335,297,New York Islanders,1701,4,90,416,8,77,375,12
1995,NHL,BUF,BUF,EC,NE,5,,82,33,42,7.0,,73,,,247,262,Buffalo Sabres,2195,14,76,477,12,74,461,10
1921,PCHA,VA2,VIC,,,3,,24,11,12,1.0,,23,,,61,71,Victoria Aristocrats,,,,,,,,
1998,NHL,WAS,WAS,EC,SE,3,,82,31,45,6.0,,68,,,200,218,Washington Capitals,1381,6,52,301,7,55,353,8
