inventory_id,film_id,store_id,last_update
273,61,1,2006-02-15T04:09:17
360,79,1,2006-02-15T04:09:17
363,79,2,2006-02-15T04:09:17
443,98,1,2006-02-15T04:09:17
661,143,1,2006-02-15T04:09:17
785,172,1,2006-02-15T04:09:17
794,173,2,2006-02-15T04:09:17
819,179,1,2006-02-15T04:09:17
821,179,1,2006-02-15T04:09:17
847,186,1,2006-02-15T04:09:17
848,186,1,2006-02-15T04:09:17
921,204,2,2006-02-15T04:09:17
944,209,1,2006-02-15T04:09:17
977,218,1,2006-02-15T04:09:17
1027,230,1,2006-02-15T04:09:17
1227,272,1,2006-02-15T04:09:17
1229,272,1,2006-02-15T04:09:17
1273,282,1,2006-02-15T04:09:17
1675,366,1,2006-02-15T04:09:17
1677,366,1,2006-02-15T04:09:17
1688,368,1,2006-02-15T04:09:17
1689,368,1,2006-02-15T04:09:17
1744,379,2,2006-02-15T04:09:17
1822,396,2,2006-02-15T04:09:17
