city_id,city,country_id,last_update
25,Angra dos Reis,15,2006-02-15T03:45:25
40,Atlixco,60,2006-02-15T03:45:25
55,Barcelona,104,2006-02-15T03:45:25
82,Bislig,75,2006-02-15T03:45:25
87,Botshabelo,85,2006-02-15T03:45:25
98,Cabuyao,75,2006-02-15T03:45:25
106,Celaya,60,2006-02-15T03:45:25
109,Changzhou,23,2006-02-15T03:45:25
120,Citrus Heights,103,2006-02-15T03:45:25
129,Cuauhtmoc,60,2006-02-15T03:45:25
136,Datong,23,2006-02-15T03:45:25
140,Dayton,103,2006-02-15T03:45:25
143,Dhaka,12,2006-02-15T03:45:25
144,Dhule (Dhulia),44,2006-02-15T03:45:25
159,Enshi,23,2006-02-15T03:45:25
173,Funafuti,99,2006-02-15T03:45:25
203,Higashiosaka,50,2006-02-15T03:45:25
206,Hodeida,107,2006-02-15T03:45:25
216,Idfu,29,2006-02-15T03:45:25
238,Jelets,80,2006-02-15T03:45:25
244,Johannesburg,85,2006-02-15T03:45:25
268,Kimchon,86,2006-02-15T03:45:25
282,Kuching,59,2006-02-15T03:45:25
288,La Paz,60,2006-02-15T03:45:25
299,Leshan,23,2006-02-15T03:45:25
308,Lipetsk,80,2006-02-15T03:45:25
333,Memphis,103,2006-02-15T03:45:25
344,Mosul,47,2006-02-15T03:45:25
360,Namibe,4,2006-02-15T03:45:25
380,Omiya,50,2006-02-15T03:45:25
392,Paarl,85,2006-02-15T03:45:25
400,Patiala,44,2006-02-15T03:45:25
408,Pjatigorsk,80,2006-02-15T03:45:25
409,Plock,76,2006-02-15T03:45:25
414,Portoviejo,28,2006-02-15T03:45:25
428,Rancagua,22,2006-02-15T03:45:25
434,Robamba,28,2006-02-15T03:45:25
441,Saint Louis,103,2006-02-15T03:45:25
442,Saint-Denis,79,2006-02-15T03:45:25
451,San Felipe del Progreso,60,2006-02-15T03:45:25
471,Shenzhen,23,2006-02-15T03:45:25
475,Shivapuri,44,2006-02-15T03:45:25
487,Sogamoso,24,2006-02-15T03:45:25
504,Sultanbeyli,97,2006-02-15T03:45:25
518,Taizz,107,2006-02-15T03:45:25
535,Tianjin,23,2006-02-15T03:45:25
539,Tonghae,86,2006-02-15T03:45:25
543,Toulon,34,2006-02-15T03:45:25
544,Toulouse,34,2006-02-15T03:45:25
552,Ueda,50,2006-02-15T03:45:25
555,Urawa,50,2006-02-15T03:45:25
563,Valle de Santiago,60,2006-02-15T03:45:25
579,Xiangtan,23,2006-02-15T03:45:25
594,Zaoyang,23,2006-02-15T03:45:25
