team_id,team_name
1101,Абилин
1102,ВВС
1103,Акрон
1104,Алабама
1105,Алабама А&М
1106,Алабама-стрит
1107,Альбани (Нью-Йорк)
1108,Алкорн Стрит
1109,Альянт Интл
1110,Американский университет
1111,Аппалачинский университет
1112,Аризона
1113,Аризона СТ
1114,Арк Лил Рок
1115,Арк Пайн-Блфф
1116,Арканзас
1117,Арканзас Стейт
1118,Армстронг-стрит
1119,Армия
1120,Аубurn
1121,Августа
1122,Аустин Пейз
1123,Балл Ст
1124,Бейлор
1125,Белмонт
1126,Бетун-Кукман
1127,Бингемтон
1128,Бирмингем Соу
1129,Боис-Сент
1130,Бостонский колледж
1131,Бостонский университет
1132,Боулинг-Грин
1133,Брэдли
1134,Бруклин
1135,Коричневый
1136,Брэунт
1137,Бэкнелл
1138,Баффало
1139,Бутлер
1140,БЮУ
1141,С Мичигана
1142,"Калифорнийский политехнический университет, Сан-Луис-Обиско"
1143,Калифорния
1144,Кэмпбелл
1145,Канье
1146,Цент-Арканс
1147,Центенари
1148,Центральный Конн
1149,Чарльстон Соу
1150,Шарлотта
1151,Чаттанугу
1152,Чикаго Стрит
1153,Цинциннати
1154,Цитадель
1155,Клемсон
1156,Кливленд Стрит
1157,Прибрежная автомобильная компания
1158,Кол-Чарлестон
1159,Колгейт
1160,Колорадо
1161,Колорадо-стэйт
1162,Колумбия
1163,Коннектикут
1164,Коппин Стрит
1165,Корнелл
1166,Крестон
1167,КС Бакерсфилд
1168,К. С. Фуллертон
1169,ЦС Норртайл-Хиллс
1170,"СА "" Сакраменто"""
1171,Дартмут
1172,Дайсон
1173,Дэйтон
1174,Делавэр
1175,Делавэр-стрит
1176,Денвер
1177,Депaul
1178,Детройт
1179,Дрейк
1180,Дрексел
1181,Дюк
1182,Дюссан
1183,Е Иллинойс
1184,Э Кентукки
1185,Э Мичиган
1186,Вашингтон
1187,Восточная Каролина
1188,Эдвардсвилл
1189,Элон
1190,ЭТУ
1191,Эвансвилл
1192,Ф. Диккинсон
1193,Фейрфилд
1194,ФЛ Атлантик
1195,ФЛ Golf Coast
1196,Флорида
1197,Флорида А&М
1198,Международный аэропорт Флориды
1199,Флорида Стейт
1200,Фордхэм
1201,Фрэнсино Ст.
1202,Фурман
