orderid,productid,unitprice,quantity,discount
10938,43,46.0,24,0.0
10250,41,7.7,10,0.0
10578,57,19.5,6,0.0
10504,61,28.5,25,0.0
10455,39,14.4,20,0.0
10663,40,18.4,30,0.0
10258,5,17.0,65,0.0
10400,35,14.4,35,0.0
10278,73,12.0,25,0.0
11024,26,31.23,12,0.0
10358,36,15.2,20,0.0
10817,40,18.4,60,0.0
10303,68,10.0,15,0.0
10458,56,30.4,15,0.0
10836,22,21.0,52,0.0
10263,16,13.9,60,0.0
11031,1,18.0,45,0.0
10512,24,4.5,10,0.0
10465,24,3.6,25,0.0
10781,56,38.0,20,0.0
10973,26,31.23,5,0.0
10918,1,18.0,60,0.0
10567,51,53.0,3,0.0
10342,31,10.0,56,0.0
10503,65,21.05,20,0.0
10344,8,32.0,70,0.0
10546,62,49.3,40,0.0
10386,24,3.6,15,0.0
10995,51,53.0,20,0.0
10698,65,21.05,65,0.0
10508,39,18.0,10,0.0
10963,60,34.0,2,0.0
10926,19,9.2,7,0.0
10708,5,21.35,4,0.0
10670,75,7.75,25,0.0
10415,17,31.2,2,0.0
10704,24,4.5,35,0.0
10439,64,26.6,6,0.0
10306,54,5.9,5,0.0
10360,38,210.8,10,0.0
10930,21,10.0,36,0.0
10864,67,14.0,15,0.0
10469,16,13.9,35,0.0
10499,49,20.0,25,0.0
10893,30,25.89,35,0.0
10595,69,36.0,65,0.0
10973,75,7.75,10,0.0
11055,25,14.0,15,0.0
10725,55,24.0,6,0.0
10641,2,19.0,50,0.0
10742,72,34.8,35,0.0
11021,2,19.0,11,0.0
10967,49,20.0,40,0.0
10776,51,53.0,120,0.0
10461,30,20.7,28,0.0
10658,21,10.0,60,0.0
10744,40,18.4,50,0.0
10450,54,5.9,6,0.0
10701,76,18.0,35,0.0
11039,28,45.6,20,0.0
10839,58,13.25,30,0.0
10388,53,26.2,40,0.0
10361,60,27.2,55,0.0
10861,33,2.5,35,0.0
10638,65,21.05,21,0.0
10986,11,21.0,30,0.0
11068,43,46.0,36,0.0
10775,67,14.0,3,0.0
10994,59,55.0,18,0.0
10264,41,7.7,25,0.0
10458,43,36.8,20,0.0
10301,40,14.7,10,0.0
10868,35,18.0,30,0.0
10430,59,44.0,70,0.0
10579,15,15.5,10,0.0
11077,3,10.0,4,0.0
10616,70,15.0,15,0.0
10570,56,38.0,60,0.0
10941,68,12.5,80,0.0
10515,9,97.0,16,0.0
10637,11,21.0,10,0.0
10408,54,5.9,6,0.0
10936,36,19.0,30,0.0
11046,32,32.0,15,0.0
10717,54,7.45,15,0.0
11072,41,9.65,40,0.0
10847,71,21.5,55,0.0
11007,42,14.0,14,0.0
10894,69,36.0,50,0.0
10343,76,14.4,15,0.0
10949,10,31.0,30,0.0
10966,56,38.0,12,0.0
10684,60,34.0,30,0.0
10762,47,9.5,30,0.0
11026,51,53.0,10,0.0
10613,75,7.75,40,0.0
10799,24,4.5,20,0.0
10287,34,11.2,20,0.0
10747,69,36.0,30,0.0
10417,77,10.4,35,0.0
10612,76,18.0,80,0.0
10406,28,36.4,42,0.0
10606,55,24.0,20,0.0
10993,41,9.65,35,0.0
10323,15,12.4,5,0.0
