constructorid,constructorref,name,nationality,url
2,bmw_sauber,BMW Sauber,German,http://en.wikipedia.org/wiki/BMW_Sauber
3,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
5,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso
11,honda,Honda,Japanese,http://en.wikipedia.org/wiki/Honda_Racing_F1
12,spyker,Spyker,Dutch,http://en.wikipedia.org/wiki/Spyker_F1
16,bar,BAR,British,http://en.wikipedia.org/wiki/British_American_Racing
17,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
18,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
19,jaguar,Jaguar,British,http://en.wikipedia.org/wiki/Jaguar_Racing
20,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
24,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
28,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti
34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
36,fondmetal,Fondmetal,Italian,http://en.wikipedia.org/wiki/Fondmetal
37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering
38,moda,Andrea Moda,Italian,http://en.wikipedia.org/wiki/Andrea_Moda_Formula
40,lambo,Lambo,Italian,http://en.wikipedia.org/wiki/Modena_(racing_team)
41,leyton,Leyton House,British,http://en.wikipedia.org/wiki/Leyton_House
42,coloni,Coloni,Italian,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems
49,zakspeed,Zakspeed,German,http://en.wikipedia.org/wiki/Zakspeed
50,ram,RAM,British,http://en.wikipedia.org/wiki/RAM_Racing
52,spirit,Spirit,British,http://en.wikipedia.org/wiki/Spirit_(racing_team)
56,fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
61,kauhsen,Kauhsen,German,http://en.wikipedia.org/wiki/Kauhsen
62,rebaque,Rebaque,Mexican,http://en.wikipedia.org/wiki/Rebaque
67,penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing
69,mcguire,McGuire,Australian,http://en.wikipedia.org/wiki/McGuire_(Formula_One)
70,boro,Boro,Dutch,http://en.wikipedia.org/wiki/Boro_(Formula_One)
72,kojima,Kojima,Japanese,http://en.wikipedia.org/wiki/Kojima_Engineering
73,parnelli,Parnelli,American,http://en.wikipedia.org/wiki/Parnelli
77,trojan,Trojan,British,http://en.wikipedia.org/wiki/Trojan_(Racing_team)
79,token,Token,British,http://en.wikipedia.org/wiki/Token_(Racing_team)
80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro
81,tecno,Tecno,Italian,http://en.wikipedia.org/wiki/Tecno
83,politoys,Politoys,British,http://en.wikipedia.org/wiki/Frank_Williams_Racing_Cars
84,connew,Connew,British,http://en.wikipedia.org/wiki/Connew
87,cooper,Cooper,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
89,lds,LDS,South African,http://en.wikipedia.org/wiki/LDS_(automobile)
90,protos,Protos,British,http://en.wikipedia.org/wiki/Protos_(constructor)
92,scirocco,Scirocco,British,http://en.wikipedia.org/wiki/Scirocco-Powell
93,re,RE,Rhodesian,http://en.wikipedia.org/wiki/RE_%28automobile%29
94,brp,BRP,British,http://en.wikipedia.org/wiki/British_Racing_Partnership
97,gilby,Gilby,British,http://en.wikipedia.org/wiki/Gilby
100,enb,ENB,Belgium,http://en.wikipedia.org/wiki/Ecurie_Nationale_Belge
101,jbw,JBW,British,http://en.wikipedia.org/wiki/JBW
102,ferguson,Ferguson,British,http://en.wikipedia.org/wiki/Ferguson_Research_Ltd.
105,maserati,Maserati,Italian,http://en.wikipedia.org/wiki/Maserati
106,scarab,Scarab,American,http://en.wikipedia.org/wiki/Scarab_(constructor)
108,epperly,Epperly,American,http://en.wikipedia.org/wiki/Epperly
109,phillips,Phillips,American,http://en.wikipedia.org/wiki/Phillips_(constructor)
110,lesovsky,Lesovsky,American,http://en.wikipedia.org/wiki/Lesovsky
112,meskowski,Meskowski,American,http://en.wikipedia.org/wiki/Meskowski
119,moore,Moore,American,http://en.wikipedia.org/wiki/Moore_(constructor)
122,sutton,Sutton,American,http://en.wikipedia.org/wiki/Sutton_(constructor)
123,fry,Fry,British,http://en.wikipedia.org/wiki/Fry_(racing_team)
128,gordini,Gordini,French,http://en.wikipedia.org/wiki/Gordini
129,stevens,Stevens,American,http://en.wikipedia.org/wiki/Stevens_(constructor)
132,lancia,Lancia,Italian,http://en.wikipedia.org/wiki/Lancia_in_Formula_One
134,schroeder,Schroeder,American,http://en.wikipedia.org/wiki/Schroeder_(constructor)
136,pankratz,Pankratz,American,http://en.wikipedia.org/wiki/Pankratz
137,arzani-volpini,Arzani-Volpini,Italian,http://en.wikipedia.org/wiki/Arzani-Volpini
138,nichels,Nichels,American,http://en.wikipedia.org/wiki/Nichels
139,bromme,Bromme,American,http://en.wikipedia.org/wiki/Bromme
140,klenk,Klenk,German,http://en.wikipedia.org/wiki/Klenk
141,simca,Simca,French,http://en.wikipedia.org/wiki/Simca
142,turner,Turner,American,http://en.wikipedia.org/wiki/Turner_(constructor)
144,veritas,Veritas,German,http://en.wikipedia.org/wiki/Veritas_(constructor)
149,sherman,Sherman,American,http://en.wikipedia.org/wiki/Sherman_(constructor)
