yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
1947,ВИ,lombavi01,BRO,NL,3,3,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1912,ВИ,marquru01,NY1,NL,2,4,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,1.0,0.0,0.0
1923,ВИ,jonessa01,NYA,AL,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0
2000,НЛДС2,murraca01,SFN,NL,3,5,0,1,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
2002,АЛДС1,fullmbr01,ANA,AL,3,7,1,2,1,0,0,0,0,0.0,1,1,1.0,0.0,0.0,0.0,1.0
2008,НЛДС1,cedenro02,CHN,NL,1,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1981,Аидив,brownbo04,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2000,НЛЦС,whiteri01,NYN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2006,ВИ,verlaju01,DET,AL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1981,НЕДВИЗ,pittmjo01,HOU,NL,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1997,НЛДС2,graffto01,ATL,NL,3,3,0,0,0,0,0,0,0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
1975,ВИ,griffke01,CIN,NL,7,26,4,7,3,1,0,4,2,0.0,4,2,0.0,0.0,0.0,0.0,0.0
2010,ADLS2,thomeji01,MIN,AL,3,10,2,1,0,0,0,0,0,0.0,2,3,0.0,1.0,0.0,0.0,0.0
1996,АЛДС1,candaca01,CLE,AL,2,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1913,ВИ,mccormo01,NY1,NL,2,2,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2002,НЛДС1,hernali01,SFN,NL,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2.0,0.0,0.0
1974,НЛЦС,suttodo01,LAN,NL,2,6,0,2,0,0,0,1,0,0.0,1,2,0.0,0.0,1.0,0.0,0.0
2005,НЛЦС,grudzma01,SLN,NL,6,22,2,5,0,0,0,2,0,0.0,0,3,0.0,1.0,0.0,0.0,0.0
1989,ВИ,leffecr01,SFN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1922,ВИ,hoytwa01,NYA,AL,2,2,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1999,ВИ,curtich01,NYA,AL,3,6,3,2,0,0,2,2,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1980,НЛЦС,smithlo01,PHI,NL,3,5,2,3,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1981,НЛЦС,frymawo01,MON,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1886,ВИ,kellyki01,CHN,NL,6,24,4,5,0,0,1,1,1,,2,2,0.0,,,,
2011,НЛДС2,bloomwi01,ARI,NL,5,22,3,7,0,0,0,1,3,0.0,1,3,,,,,
2003,НЛДС2,ortizru01,ATL,NL,2,5,0,1,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1935,ВИ,carlete01,CHN,NL,1,1,0,0,0,0,0,0,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
1995,НЛДС1,justida01,ATL,NL,4,13,2,3,0,0,0,0,0,0.0,5,2,0.0,0.0,0.0,0.0,0.0
1998,АЛДС1,lewisda01,BOS,AL,4,14,4,5,2,0,0,0,1,0.0,1,3,0.0,1.0,0.0,0.0,0.0
2008,НЛЦС,eyresc01,PHI,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1995,НЛДС1,ruffibr01,COL,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1929,ВИ,blairfo01,CHN,NL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2008,НЛЦС,utleych01,PHI,NL,5,17,4,6,2,0,1,3,0,1.0,6,5,0.0,0.0,0.0,0.0,1.0
1995,ВИ,obriech01,ATL,NL,2,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0
1970,ВИ,drabomo01,BAL,AL,2,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1982,НЛЦС,walkbo01,ATL,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2006,НЛЦС,johnsty01,SLN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2009,ВИ,cabreme01,NYA,AL,4,13,1,2,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
1892,CS,bennech01,BSN,NL,2,7,2,2,0,0,1,1,1,,0,2,0.0,,,,
1961,ВИ,edwarjo01,CIN,NL,3,11,1,4,2,0,0,2,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1958,ВИ,berrayo01,NYA,AL,7,27,3,6,3,0,0,2,0,0.0,1,0,0.0,0.0,0.0,1.0,2.0
1996,ADLS2,gonzare01,TEX,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2008,ADLS2,bartlja01,TBA,AL,4,14,3,4,1,0,0,0,0,0.0,1,3,0.0,0.0,0.0,0.0,1.0
