playerid,yearid,round,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
pennybr01,2003,ВИ,FLO,NL,2,0,2,2,0,0,0,37,15,3,1,5,7,0.0,2.0,0.0,0.0,0.0,0.0,53.0,0,4,0.0,1.0,3.0
feldmsc01,2011,ADLS2,TEX,AL,0,0,1,0,0,0,0,9,2,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0,,,0.0
smoltjo01,1999,НЛДС1,ATL,NL,1,0,1,1,0,0,0,21,6,4,2,3,3,0.0,5.0,0.0,0.0,1.0,0.0,32.0,0,4,1.0,0.0,0.0
lowdegr01,1919,ВИ,CHA,AL,0,0,1,0,0,0,0,3,2,1,0,1,0,0.0,9.0,0.0,0.0,1.0,0.0,7.0,1,1,1.0,0.0,0.0
marquja01,2004,НЛДС1,SLN,NL,0,0,1,1,0,0,0,10,4,3,3,4,0,0.0,8.0,0.0,0.0,0.0,0.0,17.0,0,3,0.0,0.0,1.0
hershor01,1985,НЛЦС,LAN,NL,1,0,2,2,1,0,0,46,17,6,0,6,5,0.0,3.0,0.0,1.0,0.0,0.0,66.0,0,6,0.0,0.0,1.0
drabomo01,1970,ВИ,BAL,AL,0,0,2,0,0,0,0,10,2,1,1,1,1,0.0,2.0,0.0,0.0,0.0,0.0,12.0,1,1,1.0,0.0,0.0
rodrifr03,2002,ВИ,ANA,AL,1,1,4,0,0,0,0,26,6,2,1,1,13,0.0,2.0,0.0,1.0,0.0,0.0,32.0,1,3,0.0,0.0,0.0
kimby01,2001,ВИ,ARI,NL,0,1,2,0,0,0,0,10,6,5,3,1,6,0.0,13.0,0.0,0.0,0.0,0.0,17.0,1,5,0.0,0.0,0.0
carutbo01,1886,ВИ,SL4,AA,2,1,3,3,3,1,0,78,18,7,3,6,12,,2.0,,,,,,0,14,,,
shielsc01,2005,ADLS2,LAA,AL,1,1,4,0,0,0,0,15,4,2,0,3,5,0.0,3.0,0.0,0.0,0.0,0.0,23.0,1,2,0.0,1.0,0.0
forscbo01,1985,ВИ,SLN,NL,0,1,2,1,0,0,0,9,6,4,0,1,3,0.0,12.0,0.0,1.0,0.0,0.0,15.0,0,4,0.0,0.0,1.0
sprinru01,2005,НЛДС2,HOU,NL,0,0,2,0,0,0,0,7,5,1,0,1,1,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0,1,1.0,0.0,1.0
lopezau01,1984,АЛКС,DET,AL,1,0,1,0,0,0,0,9,4,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1,0,0.0,0.0,0.0
byrdpa01,2008,АЛКС,BOS,AL,0,0,1,0,0,0,0,10,5,4,2,0,2,0.0,10.0,0.0,0.0,0.0,0.0,15.0,1,4,0.0,0.0,0.0
swindgr01,2001,ВИ,ARI,NL,0,0,3,0,0,0,0,8,1,0,0,1,2,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2,0,0.0,0.0,0.0
rincoju01,2006,ADLS2,MIN,AL,0,0,2,0,0,0,0,9,1,1,0,0,3,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0,1,0.0,0.0,0.0
morrima01,2005,НЛДС1,SLN,NL,1,0,1,1,0,0,0,18,5,2,0,3,4,0.0,3.0,0.0,0.0,0.0,0.0,26.0,0,2,0.0,0.0,0.0
weaveje01,2009,НЛДС1,LAN,NL,1,0,1,0,0,0,0,4,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
maddugr01,2008,НЛЦС,LAN,NL,0,0,2,0,0,0,0,9,3,0,0,1,3,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0,2,0.0,0.0,1.0
morrima01,2001,НЛДС2,SLN,NL,0,1,2,2,0,0,0,45,13,2,1,5,12,0.0,1.0,0.0,0.0,1.0,0.0,63.0,0,2,2.0,0.0,2.0
balfogr01,2010,АЛДС1,TBA,AL,0,0,3,0,0,0,0,11,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0,0.0,0.0,1.0
wrighja02,2004,НЛДС2,ATL,NL,0,2,2,2,0,0,0,29,14,10,5,1,7,0.0,9.0,0.0,0.0,0.0,0.0,42.0,0,10,0.0,1.0,1.0
overaor01,1908,ВИ,CHN,NL,2,0,3,2,2,1,0,55,7,2,0,7,15,0.0,0.0,0.0,1.0,1.0,0.0,69.0,0,2,1.0,0.0,1.0
urbinug01,2003,НЛДС1,FLO,NL,0,0,3,0,0,0,1,9,4,1,0,1,2,0.0,3.0,1.0,0.0,1.0,0.0,14.0,2,1,0.0,0.0,0.0
riverma01,1998,ВИ,NYA,AL,0,0,3,0,0,0,3,13,5,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3,0,0.0,1.0,1.0
borowjo01,2003,НЛДС2,CHN,NL,0,0,2,0,0,0,1,6,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2,0,0.0,0.0,0.0
brazlal01,1943,ВИ,SLN,NL,0,1,1,1,0,0,0,22,5,3,0,2,4,0.0,3.0,1.0,0.0,0.0,0.0,31.0,0,6,1.0,0.0,1.0
lashefr01,1968,ВИ,DET,AL,0,0,1,0,0,0,0,6,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0.0,0.0,0.0
cicoted01,1919,ВИ,CHA,AL,1,2,3,3,2,0,0,65,19,7,0,5,7,0.0,2.0,0.0,0.0,1.0,0.0,87.0,0,9,1.0,1.0,2.0
rogerke01,1996,АЛКС,NYA,AL,0,0,1,1,0,0,0,9,5,4,1,2,3,0.0,12.0,0.0,1.0,0.0,0.0,16.0,0,4,0.0,1.0,0.0
sabatcc01,2001,АЛДС1,CLE,AL,1,0,1,1,0,0,0,18,6,2,0,5,5,0.0,3.0,1.0,0.0,0.0,0.0,28.0,0,2,0.0,0.0,0.0
rincori01,2003,ADLS2,OAK,AL,0,0,4,0,0,0,0,12,4,2,2,1,3,0.0,4.0,0.0,0.0,0.0,0.0,16.0,1,2,0.0,0.0,1.0
