hofid,yearid,votedby,ballots,needed,votes,inducted,category
torrejo01h,1987,Ассоциация писателей бейсбольных написаний,413.0,310.0,47.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
guidrro01h,2001,Ассоциация писателей бейсбольных написаний,515.0,387.0,27.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
kuennha01h,1984,Ассоциация писателей бейсбольных написаний,403.0,303.0,106.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
colliji01h,1936,Ассоциация писателей бейсбольных написаний,226.0,170.0,58.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
gehrich01h,1948,Ассоциация писателей бейсбольных написаний,121.0,91.0,52.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
gowdyha01h,1954,Ассоциация писателей бейсбольных написаний,252.0,189.0,51.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
hermabi01h,1975,Пленные войны,,,,Да,Игрок
blylebe01h,2008,Ассоциация писателей бейсбольных написаний,543.0,408.0,336.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
saxst01h,2000,Ассоциация писателей бейсбольных написаний,499.0,375.0,2.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
huggimi01h,1948,Ассоциация писателей бейсбольных написаний,121.0,91.0,4.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Менеджер
mcgeewi01h,2006,Ассоциация писателей бейсбольных написаний,520.0,390.0,12.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
chandha99h,1982,Пленные войны,,,,Да,Пионер/Исполнительный
fernato01h,2007,Ассоциация писателей бейсбольных написаний,545.0,409.0,4.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
faberre01h,1962,Ассоциация писателей бейсбольных написаний,160.0,120.0,30.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
nehfar01h,1951,Ассоциация писателей бейсбольных написаний,226.0,170.0,4.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
mattido01h,2005,Ассоциация писателей бейсбольных написаний,516.0,387.0,59.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
schalra01h,1942,Ассоциация писателей бейсбольных написаний,233.0,175.0,53.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
bluegos01h,1954,Ассоциация писателей бейсбольных написаний,252.0,189.0,1.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
berrych02h,1955,Ассоциация писателей бейсбольных написаний,251.0,189.0,1.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
martipe01h,1951,Ассоциация писателей бейсбольных написаний,226.0,170.0,19.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
henrito01h,1964,Ассоциация писателей бейсбольных написаний,201.0,151.0,13.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
raineti01h,2011,Ассоциация писателей бейсбольных написаний,581.0,436.0,218.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
willicy01h,1948,Ассоциация писателей бейсбольных написаний,121.0,91.0,1.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
maglisa01h,1968,Ассоциация писателей бейсбольных написаний,283.0,213.0,11.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
munsoth01h,1992,Ассоциация писателей бейсбольных написаний,430.0,323.0,32.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
cansejo01h,2007,Ассоциация писателей бейсбольных написаний,545.0,409.0,6.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
traynpi01h,1938,Ассоциация писателей бейсбольных написаний,262.0,197.0,3.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
haineje01h,1953,Ассоциация писателей бейсбольных написаний,264.0,198.0,4.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
ramospe01h,1978,Ассоциация писателей бейсбольных написаний,379.0,285.0,0.0,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Игрок
