managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
frazijo01m,1976,NYN,NL,1,162,86,76,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
torrejo01m,1980,NYN,NL,1,162,67,95,5,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
durocle01m,1941,BRO,NL,1,157,100,54,1,Да
lefebji01m,1993,CHN,NL,1,162,84,78,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
sciosmi01m,2004,ANA,AL,1,162,92,70,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
richapa01m,1976,CHA,AL,1,161,64,97,6,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
tinkejo01m,1913,CIN,NL,1,156,64,89,7,Да
manueje01m,2000,CHA,AL,1,162,95,67,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
buckeal99m,1892,PIT,NL,3,66,38,27,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
mcmilro01m,1972,ML4,AL,2,2,1,1,6,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
phillbi02m,1915,NEW,FL,1,53,26,27,5,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
narroje01m,2002,TEX,AL,1,162,72,90,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
stengca01m,1951,NYA,AL,1,154,98,56,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
torrejo01m,1990,SLN,NL,3,58,24,34,6,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
stallge01m,1914,BSN,NL,1,158,94,59,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
trebeto99m,1988,ML4,AL,1,162,87,75,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
stallge01m,1901,DET,AL,1,136,74,61,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
torboje01m,2002,FLO,NL,1,162,79,83,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
francte01m,2011,BOS,AL,1,162,90,72,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
seleefr99m,1898,BSN,NL,1,152,102,47,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
lopezal01m,1962,CHA,AL,1,162,85,77,5,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
chapmja01m,1876,LS1,NL,1,69,30,36,5,Да
giffoji99m,1884,IN2,AA,1,87,25,60,11,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
bochybr01m,2010,SFN,NL,1,162,92,70,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
mcveyca01m,1878,CN1,NL,1,61,37,23,2,Да
rosepe01m,1989,CIN,NL,1,125,59,66,5,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
torrejo01m,1996,NYA,AL,1,162,92,70,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
robinwi01m,1916,BRO,NL,1,156,94,60,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
grammal01m,1976,ML4,AL,1,161,66,95,6,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
pearcdi01m,1872,NY2,NA,1,16,10,6,3,Да
leylaji99m,1992,PIT,NL,1,162,96,66,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
slattja01m,1928,BSN,NL,1,31,11,20,7,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
torrejo01m,1992,SLN,NL,1,162,83,79,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
andersp01m,1995,DET,AL,1,144,60,84,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
sewellu01m,1946,SLA,AL,1,125,53,71,7,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
mackco01m,1911,PHA,AL,1,152,101,50,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
foxch01m,1983,CHN,NL,2,39,17,22,5,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
francte01m,2010,BOS,AL,1,162,89,73,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
comisch01m,1893,CIN,NL,1,131,65,63,6,Да
sharsbi99m,1890,PH4,AA,1,132,54,78,8,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
barnibi01m,1888,BL2,AA,1,139,57,80,5,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
hargrmi01m,1999,CLE,AL,1,162,97,65,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
mauchge01m,1972,MON,NL,1,156,70,86,5,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
mcbridi01m,1874,PH1,NA,1,56,33,23,3,Да
melvibo01m,2004,SEA,AL,1,162,63,99,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
huggimi01m,1924,NYA,AL,1,153,89,63,2,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
pinielo01m,2008,CHN,NL,1,161,97,64,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
harribu01m,1953,WS1,AL,1,152,76,76,5,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
martibi02m,1979,NYA,AL,2,95,55,40,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
cronijo01m,1943,BOS,AL,1,155,68,84,7,Да
terrybi01m,1940,NY1,NL,1,152,72,80,6,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
schoere01m,1965,SLN,NL,1,162,80,81,7,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
gardnbi02m,1983,MIN,AL,1,162,70,92,6,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
leylaji99m,2006,DET,AL,1,162,95,67,2,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
pinielo01m,1991,CIN,NL,1,162,74,88,5,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
murrabi99m,1908,PHI,NL,1,155,83,71,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
loftuto01m,1900,CHN,NL,1,146,65,75,6,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
sewellu01m,1944,SLA,AL,1,154,89,65,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
mauchge01m,1979,MIN,AL,1,162,82,80,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
schmegu99m,1888,CN2,AA,1,137,80,54,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
leylaji99m,2010,DET,AL,1,162,81,81,3,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
altobjo01m,1985,BAL,AL,1,55,29,26,4,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
mauchge01m,1969,MON,NL,1,162,52,110,6,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
mckecbi01m,1932,BSN,NL,1,155,77,77,5,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
scanlmi99m,1884,WSU,UA,1,114,47,65,7,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
whitewi01m,1884,CN2,AA,1,72,44,27,5,Да
mauchge01m,1982,CAL,AL,1,162,93,69,1,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
