playerid,awardid,yearid,lgid,tie,notes
mccovwi01,All-Star Game MVP,1969,ML,,
weisal01,Babe Ruth Award,1969,NL,,Стреловая звезда
cuellmi01,Cy Young Award,1969,AL,Да,
mclaide01,Cy Young Award,1969,AL,Да,
seaveto01,Cy Young Award,1969,NL,,
belanma01,Gold Glove,1969,AL,,Стреловая звезда
blairpa01,Gold Glove,1969,AL,,ОФ
freehbi01,Gold Glove,1969,AL,,С
johnsda02,Gold Glove,1969,AL,,Двое
kaatji01,Gold Glove,1969,AL,,П
pepitjo01,Gold Glove,1969,AL,,1Б
robinbr01,Gold Glove,1969,AL,,3В
stanlmi01,Gold Glove,1969,AL,,ОФ
yastrca01,Gold Glove,1969,AL,,ОФ
benchjo01,Gold Glove,1969,NL,,С
boyercl02,Gold Glove,1969,NL,,3В
clemero01,Gold Glove,1969,NL,,ОФ
floodcu01,Gold Glove,1969,NL,,ОФ
gibsobo01,Gold Glove,1969,NL,,П
kessido01,Gold Glove,1969,NL,,Стреловая звезда
millafe01,Gold Glove,1969,NL,,Двое
parkewe01,Gold Glove,1969,NL,,1Б
rosepe01,Gold Glove,1969,NL,,ОФ
kalinal01,Hutch Award,1969,ML,,
rosepe01,Lou Gehrig Memorial Award,1969,ML,,
killeha01,Most Valuable Player,1969,AL,,
mccovwi01,Most Valuable Player,1969,NL,,
pinielo01,Rookie of the Year,1969,AL,,
sizemte01,Rookie of the Year,1969,NL,,
blairpa01,TSN All-Star,1969,AL,,ОФ
carewro01,TSN All-Star,1969,AL,,Двое
cuellmi01,TSN All-Star,1969,AL,,ЛПХ
freehbi01,TSN All-Star,1969,AL,,С
howarfr01,TSN All-Star,1969,AL,,ОФ
jacksre01,TSN All-Star,1969,AL,,ОФ
killeha01,TSN All-Star,1969,AL,,3В
mclaide01,TSN All-Star,1969,AL,,Правая рука
petrori01,TSN All-Star,1969,AL,,Стреловая звезда
powelbo01,TSN All-Star,1969,AL,,1Б
aaronha01,TSN All-Star,1969,NL,,ОФ
alouma01,TSN All-Star,1969,NL,,ОФ
beckegl01,TSN All-Star,1969,NL,,Двое
benchjo01,TSN All-Star,1969,NL,,С
carltst01,TSN All-Star,1969,NL,,ЛПХ
colemje01,Babe Ruth Award,1950,AL,,Двое
berrayo01,Baseball Magazine All-Star,1950,AL,,С
dimagjo01,Baseball Magazine All-Star,1950,AL,,CF
doerrbo01,Baseball Magazine All-Star,1950,AL,,Двое
dropowa01,Baseball Magazine All-Star,1950,AL,,1Б
houttar01,Baseball Magazine All-Star,1950,AL,,R3
kellge01,Baseball Magazine All-Star,1950,AL,,3В
lemonbo01,Baseball Magazine All-Star,1950,AL,,P2
raschvi01,Baseball Magazine All-Star,1950,AL,,П1
rizzuph01,Baseball Magazine All-Star,1950,AL,,Стреловая звезда
wertzvi01,Baseball Magazine All-Star,1950,AL,,ФМ
willite01,Baseball Magazine All-Star,1950,AL,,LF
berrayo01,Baseball Magazine All-Star,1950,ML,,С
dimagjo01,Baseball Magazine All-Star,1950,ML,,CF
doerrbo01,Baseball Magazine All-Star,1950,ML,,Двое
furilca01,Baseball Magazine All-Star,1950,ML,,ФМ
kellge01,Baseball Magazine All-Star,1950,ML,,3В
kinerra01,Baseball Magazine All-Star,1950,ML,,LF
konstji01,Baseball Magazine All-Star,1950,ML,,R3
musiast01,Baseball Magazine All-Star,1950,ML,,1Б
raschvi01,Baseball Magazine All-Star,1950,ML,,P2
rizzuph01,Baseball Magazine All-Star,1950,ML,,Стреловая звезда
spahnwa01,Baseball Magazine All-Star,1950,ML,,П1
camparo01,Baseball Magazine All-Star,1950,NL,,С
elliobo01,Baseball Magazine All-Star,1950,NL,,3В
furilca01,Baseball Magazine All-Star,1950,NL,,ФМ
hamnegr01,Baseball Magazine All-Star,1950,NL,,Стреловая звезда
jansela01,Baseball Magazine All-Star,1950,NL,,R3
kinerra01,Baseball Magazine All-Star,1950,NL,,LF
konstji01,Baseball Magazine All-Star,1950,NL,,P2
musiast01,Baseball Magazine All-Star,1950,NL,,1Б
robinja02,Baseball Magazine All-Star,1950,NL,,Двое
snidedu01,Baseball Magazine All-Star,1950,NL,,CF
spahnwa01,Baseball Magazine All-Star,1950,NL,,П1
rizzuph01,Most Valuable Player,1950,AL,,
konstji01,Most Valuable Player,1950,NL,,
dropowa01,Rookie of the Year,1950,AL,,
jethrsa01,Rookie of the Year,1950,NL,,
berrayo01,TSN All-Star,1950,ML,,С
dobyla01,TSN All-Star,1950,ML,,ОФ
dropowa01,TSN All-Star,1950,ML,,1Б
kellge01,TSN All-Star,1950,ML,,3В
kinerra01,TSN All-Star,1950,ML,,ОФ
konstji01,TSN All-Star,1950,ML,,П
lemonbo01,TSN All-Star,1950,ML,,П
musiast01,TSN All-Star,1950,ML,,ОФ
raschvi01,TSN All-Star,1950,ML,,П
rizzuph01,TSN All-Star,1950,ML,,Стреловая звезда
robinja02,TSN All-Star,1950,ML,,Двое
rizzuph01,TSN Major League Player of the Year,1950,ML,,
lemonbo01,TSN Pitcher of the Year,1950,AL,,
konstji01,TSN Pitcher of the Year,1950,NL,,
rizzuph01,TSN Player of the Year,1950,AL,,
kinerra01,TSN Player of the Year,1950,NL,,
whitebi03,Gold Glove,1966,NL,,1Б
gonzaju03,Silver Slugger,1993,AL,,ОФ
cochrmi01,Baseball Magazine All-Star,1927,ML,,С
ruthba01,Baseball Magazine All-Star,1932,AL,,ФМ
allenjo02,TSN Major League Player of the Year,1937,ML,,
wanerpa01,Baseball Magazine All-Star,1928,NL,,ОФ
cicoted01,Baseball Magazine All-Star,1917,AL,,P2
gwynnto01,Gold Glove,1986,NL,,ОФ
greenmi01,TSN All-Star,1988,AL,,ОФ
traynpi01,Baseball Magazine All-Star,1932,ML,,3В
glavito02,Silver Slugger,1991,NL,,П
youngdm01,Comeback Player of the Year,2007,NL,,
stewada01,ALCS MVP,1993,AL,,
roushed01,Baseball Magazine All-Star,1918,NL,,ОФ
wilsoha01,Baseball Magazine All-Star,1926,NL,,ОФ
brosisc01,Gold Glove,1999,AL,,3В
higgipi01,TSN All-Star,1934,ML,,3В
murphdw01,Gold Glove,1984,AL,,ОФ
boonebo01,Gold Glove,1979,NL,,С
gehrich01,Baseball Magazine All-Star,1932,ML,,Двое
leecl02,Cy Young Award,2008,AL,,
peterga01,Rookie of the Year,1963,AL,,
