charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
28840,8391,470,10,1999-10-08T10:45:50,4714.0,28391,
576790,7855,484,10,1999-10-01T10:49:32,4362.0,27855,
1960500,5303,483,4,1999-08-20T10:48:15,4974.0,15303,
1208552,8430,495,6,1999-08-16T10:44:16,238.0,18430,
576244,7268,474,4,1999-07-26T10:49:30,3851.0,7268,
534008,8655,487,6,1999-09-04T10:46:14,2690.0,18655,
1670382,9683,460,9,1999-07-19T10:49:02,835.0,9683,
558407,9107,500,6,1999-06-17T10:48:06,3884.0,9107,
1106425,8480,490,3,1999-07-12T10:44:06,1636.0,8480,
28429,6093,496,6,1999-07-20T10:45:48,4618.0,6093,
1407982,7825,445,5,1999-10-06T10:44:13,2733.0,27825,
1910086,8804,498,2,1999-10-02T10:44:22,2610.0,28804,
1669139,9455,489,7,1999-07-29T10:48:56,2629.0,9455,
551984,7605,491,9,1999-08-18T10:47:37,1282.0,17605,
89566,9984,468,6,1999-07-28T10:50:31,4384.0,9984,
707597,8030,460,8,1999-08-22T10:44:11,4384.0,18030,
1984397,8581,431,3,1999-10-07T10:50:08,630.0,28581,
25440,7549,464,2,1999-08-15T10:45:34,4203.0,17549,
1682769,8731,481,6,1999-07-15T10:50:00,3576.0,8731,
711176,9854,396,4,1999-06-20T10:44:27,2105.0,9854,
952667,8020,492,5,1999-09-10T10:47:41,1732.0,18020,
1018536,8898,494,4,1999-07-19T10:45:01,1859.0,8898,
1936126,3248,390,10,1999-07-04T10:46:24,4079.0,3248,
829027,9747,500,5,1999-10-06T10:45:50,547.0,29747,
570125,9049,409,9,1999-08-05T10:49:01,1689.0,9049,
1564418,8864,431,3,1999-08-04T10:48:34,2944.0,8864,
1871781,9553,341,10,1999-10-01T10:49:08,4032.0,29553,
1752202,8444,496,6,1999-10-01T10:47:39,2916.0,28444,
1579729,4159,350,9,1999-09-22T10:49:45,2511.0,24159,
1734185,5173,491,8,1999-07-31T10:46:15,4144.0,5173,
855292,9912,493,8,1999-06-29T10:47:52,4623.0,9912,
1244201,8734,442,5,1999-09-26T10:47:01,1229.0,28734,
1267147,6167,451,8,1999-09-15T10:48:47,726.0,26167,
802009,8123,78,10,1999-06-20T10:43:46,1241.0,8123,
1981320,7767,500,6,1999-09-22T10:49:53,3242.0,27767,
1318753,9745,493,10,1999-09-28T10:45:01,1275.0,29745,
844714,7707,398,7,1999-08-29T10:47:04,3931.0,17707,
709946,9826,397,3,1999-09-13T10:44:21,1502.0,29826,
1103088,9949,480,9,1999-08-09T10:43:51,2160.0,9949,
859024,9993,497,9,1999-07-07T10:48:08,4144.0,9993,
1332968,8276,500,9,1999-06-28T10:46:10,4878.0,8276,
1859701,4583,288,7,1999-06-30T10:48:11,746.0,4583,
1785256,9906,462,6,1999-08-06T10:50:11,645.0,9906,
559204,5185,440,8,1999-08-19T10:48:09,1135.0,15185,
1553930,6593,441,5,1999-08-09T10:47:46,4032.0,6593,
62730,9156,471,9,1999-06-28T10:48:26,2358.0,9156,
1052817,5608,399,2,1999-10-08T10:47:41,378.0,25608,
1945637,9834,424,6,1999-09-07T10:47:08,4515.0,19834,
1477047,8725,500,3,1999-09-04T10:49:33,3843.0,18725,
719125,5294,473,10,1999-09-12T10:45:03,474.0,15294,
622160,5107,481,7,1999-09-30T10:45:17,4488.0,25107,
801501,7646,461,6,1999-08-10T10:43:44,3469.0,7646,
1873731,7613,484,4,1999-08-04T10:49:18,1890.0,7613,
1857987,8840,472,6,1999-09-04T10:48:04,2774.0,18840,
713536,7823,388,5,1999-07-31T10:44:38,3007.0,7823,
636453,9838,339,3,1999-07-26T10:46:26,184.0,9838,
1182909,8811,432,7,1999-06-20T10:50:00,2360.0,8811,
1232427,8754,500,5,1999-07-27T10:46:07,1658.0,8754,
1631512,8678,474,6,1999-08-29T10:46:02,1209.0,18678,
980789,5257,494,10,1999-07-14T10:49:51,3650.0,5257,
1983989,4330,348,8,1999-07-20T10:50:05,1124.0,4330,
683158,5548,434,10,1999-09-11T10:50:01,4210.0,15548,
785345,3152,409,3,1999-09-28T10:50:12,4751.0,23152,
1527601,9476,500,10,1999-08-17T10:45:44,32.0,19476,
1498149,4670,349,4,1999-07-03T10:51:11,23.0,4670,
644746,8232,493,8,1999-08-05T10:47:04,4442.0,8232,
1431740,9774,499,9,1999-08-30T10:46:03,3152.0,19774,
1198460,8268,430,4,1999-09-19T10:51:13,2108.0,28268,
579188,9226,499,8,1999-07-19T10:49:43,3503.0,9226,
61473,6938,469,7,1999-07-28T10:48:20,1234.0,6938,
1264469,4655,497,8,1999-07-13T10:48:34,4087.0,4655,
1850103,9269,488,3,1999-07-28T10:47:29,2477.0,9269,
1010697,4898,383,6,1999-08-03T10:44:25,3797.0,4898,
