statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
3248,3248,1999-08-13T00:00:00,1999-09-02T00:00:00,7083.0,
4330,4330,1999-08-13T00:00:00,1999-09-02T00:00:00,5760.0,
4583,4583,1999-08-13T00:00:00,1999-09-02T00:00:00,15314.0,
4655,4655,1999-08-13T00:00:00,1999-09-02T00:00:00,16304.0,
4670,4670,1999-08-13T00:00:00,1999-09-02T00:00:00,9066.0,
4898,4898,1999-08-13T00:00:00,1999-09-02T00:00:00,12097.0,
5173,5173,1999-08-13T00:00:00,1999-09-02T00:00:00,23262.0,
5257,5257,1999-08-13T00:00:00,1999-09-02T00:00:00,21446.0,
6093,6093,1999-08-13T00:00:00,1999-09-02T00:00:00,14518.0,
6593,6593,1999-08-13T00:00:00,1999-09-02T00:00:00,9058.0,
6938,6938,1999-08-13T00:00:00,1999-09-02T00:00:00,14200.0,
7268,7268,1999-08-13T00:00:00,1999-09-02T00:00:00,28327.0,
7613,7613,1999-08-13T00:00:00,1999-09-02T00:00:00,13303.0,
7646,7646,1999-08-13T00:00:00,1999-09-02T00:00:00,21835.0,
7823,7823,1999-08-13T00:00:00,1999-09-02T00:00:00,21654.0,
8123,8123,1999-08-13T00:00:00,1999-09-02T00:00:00,17638.0,
8232,8232,1999-08-13T00:00:00,1999-09-02T00:00:00,23236.0,
8276,8276,1999-08-13T00:00:00,1999-09-02T00:00:00,34632.0,
8480,8480,1999-08-13T00:00:00,1999-09-02T00:00:00,51267.0,
8731,8731,1999-08-13T00:00:00,1999-09-02T00:00:00,25207.0,
8754,8754,1999-08-13T00:00:00,1999-09-02T00:00:00,33441.0,
8811,8811,1999-08-13T00:00:00,1999-09-02T00:00:00,20557.0,
8864,8864,1999-08-13T00:00:00,1999-09-02T00:00:00,33977.0,
8898,8898,1999-08-13T00:00:00,1999-09-02T00:00:00,63234.0,
9049,9049,1999-08-13T00:00:00,1999-09-02T00:00:00,37219.0,
9107,9107,1999-08-13T00:00:00,1999-09-02T00:00:00,24647.0,
9156,9156,1999-08-13T00:00:00,1999-09-02T00:00:00,31145.0,
9226,9226,1999-08-13T00:00:00,1999-09-02T00:00:00,22735.0,
9269,9269,1999-08-13T00:00:00,1999-09-02T00:00:00,38521.0,
9455,9455,1999-08-13T00:00:00,1999-09-02T00:00:00,23119.0,
9683,9683,1999-08-13T00:00:00,1999-09-02T00:00:00,40735.0,
9838,9838,1999-08-13T00:00:00,1999-09-02T00:00:00,51671.0,
9854,9854,1999-08-13T00:00:00,1999-09-02T00:00:00,41116.0,
9906,9906,1999-08-13T00:00:00,1999-09-02T00:00:00,59220.0,
9912,9912,1999-08-13T00:00:00,1999-09-02T00:00:00,49877.0,
9949,9949,1999-08-13T00:00:00,1999-09-02T00:00:00,51700.0,
9984,9984,1999-08-13T00:00:00,1999-09-02T00:00:00,67051.0,
9993,9993,1999-08-13T00:00:00,1999-09-02T00:00:00,104686.0,
15185,5185,1999-09-13T00:00:00,1999-10-03T00:00:00,3474.0,
15294,5294,1999-09-13T00:00:00,1999-10-03T00:00:00,605.0,
15303,5303,1999-09-13T00:00:00,1999-10-03T00:00:00,6718.0,
15548,5548,1999-09-13T00:00:00,1999-10-03T00:00:00,7365.0,
17549,7549,1999-09-13T00:00:00,1999-10-03T00:00:00,19097.0,
17605,7605,1999-09-13T00:00:00,1999-10-03T00:00:00,17364.0,
17707,7707,1999-09-13T00:00:00,1999-10-03T00:00:00,12117.0,
18020,8020,1999-09-13T00:00:00,1999-10-03T00:00:00,8705.0,
18030,8030,1999-09-13T00:00:00,1999-10-03T00:00:00,18782.0,
18430,8430,1999-09-13T00:00:00,1999-10-03T00:00:00,10450.0,
18655,8655,1999-09-13T00:00:00,1999-10-03T00:00:00,25090.0,
18678,8678,1999-09-13T00:00:00,1999-10-03T00:00:00,12455.0,
18725,8725,1999-09-13T00:00:00,1999-10-03T00:00:00,20115.0,
18840,8840,1999-09-13T00:00:00,1999-10-03T00:00:00,12923.0,
19476,9476,1999-09-13T00:00:00,1999-10-03T00:00:00,17766.0,
19774,9774,1999-09-13T00:00:00,1999-10-03T00:00:00,29290.0,
19834,9834,1999-09-13T00:00:00,1999-10-03T00:00:00,52282.0,
46,46,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
7638,7638,1999-08-13T00:00:00,1999-09-02T00:00:00,9003.0,
4428,4428,1999-08-13T00:00:00,1999-09-02T00:00:00,13867.0,
12637,2637,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
17958,7958,1999-09-13T00:00:00,1999-10-03T00:00:00,7498.0,
14512,4512,1999-09-13T00:00:00,1999-10-03T00:00:00,2024.0,
12691,2691,1999-09-13T00:00:00,1999-10-03T00:00:00,0.0,
