orderid,productid,unitprice,quantity,discount
10862,52,7.0,8,0.0
10885,77,13.0,25,0.0
11017,70,15.0,30,0.0
10407,69,28.8,15,0.0
11064,68,12.5,55,0.0
10335,32,25.6,6,0.0
10675,14,23.25,30,0.0
10841,59,55.0,50,0.0
10536,60,34.0,35,0.0
10728,60,34.0,15,0.0
11039,28,45.6,20,0.0
10319,17,31.2,8,0.0
10966,62,49.3,12,0.0
11066,16,17.45,3,0.0
10363,75,6.2,12,0.0
10298,59,44.0,30,0.0
10793,52,7.0,8,0.0
10680,31,12.5,20,0.0
10868,49,20.0,42,0.0
10272,20,64.8,6,0.0
10845,42,14.0,42,0.0
10819,43,46.0,7,0.0
10703,73,15.0,35,0.0
10714,2,19.0,30,0.0
10572,75,7.75,15,0.0
10296,16,13.9,30,0.0
10852,62,49.3,50,0.0
10479,53,26.2,28,0.0
10690,77,13.0,30,0.0
10348,1,14.4,15,0.0
10529,68,12.5,20,0.0
10717,54,7.45,15,0.0
10775,67,14.0,3,0.0
10563,52,7.0,70,0.0
10565,24,4.5,25,0.0
10872,62,49.3,20,0.0
10603,22,21.0,48,0.0
10319,28,36.4,14,0.0
10975,75,7.75,10,0.0
10284,27,35.1,15,0.0
10456,21,8.0,40,0.0
11034,21,10.0,15,0.0
10732,76,18.0,20,0.0
10924,75,7.75,6,0.0
10751,26,31.23,12,0.0
10621,19,9.2,5,0.0
10949,6,25.0,12,0.0
10364,71,17.2,5,0.0
10869,11,21.0,10,0.0
10568,10,31.0,5,0.0
10520,24,4.5,8,0.0
10372,60,27.2,70,0.0
10638,65,21.05,21,0.0
11077,6,25.0,1,0.0
10387,24,3.6,15,0.0
10964,38,263.5,5,0.0
10466,11,16.8,10,0.0
10857,3,10.0,30,0.0
10446,31,10.0,3,0.0
10574,62,49.3,10,0.0
10854,10,31.0,100,0.0
10388,53,26.2,40,0.0
10874,10,31.0,10,0.0
11008,28,45.6,70,0.0
10465,45,7.6,30,0.0
10597,24,4.5,35,0.0
10669,36,19.0,30,0.0
10353,38,210.8,50,0.0
10561,44,19.45,10,0.0
10580,14,23.25,15,0.0
10572,32,32.0,10,0.0
10325,14,18.6,9,0.0
