team_id,team_name
1101,Абилин Хр
1102,ВВС
1103,Акрон
1104,Алабама
1105,Алабама А&М
1106,Алабама-стрит
1107,"Альбани, Нью-Йорк"
1108,Алкорн-стрит
1109,Альянт Интл
1110,Американский университет
1111,Аппалачский ст
1112,Аризона
1113,Аризона Стэйт
1114,Арк Лил Рок
1115,Арк Пайн-Блфт
1116,Арканзас
1117,Арканзасский государственный университет
1118,Армстронн Стрит
1119,Армия
1120,Аубурн
1121,Августа
1122,Аустин Пэй
1123,Болл-Ст
1124,Бэйлор
1125,Бельмонт
1126,Бетюн-Кукман
1127,Бингэмтон
1128,Бирмингем Со
1129,Боис-Ст
1130,Бостонский колледж
1131,Бостонский университет
1132,Боуринг-Грин
1133,Бради
1134,Бруклин
1135,Коричневый
1136,Брэнит
1137,Бэкналл
1138,Баффало
1139,Бутлер
1140,БЮУ
1141,С Мичигана
1142,Калифорнийский политехнический институт в Сан-Луис-Обиспо
1143,Калифорния
1144,Кэмпбелл
1145,Каниазис
1146,Центр Арканса
1147,Центенноею
1148,Центральный Конн
1149,Чарльстон Со
1150,Шарлотта
1151,Чаттанугa
1152,Чикаго-стрит
1153,Цинциннати
1154,Цитадель
1155,Клемсон
1156,Кливленд-стрит
1157,Костальная машина
1158,Кол-Чарлистон
1159,Колгейт
1160,Кораловый
1161,Колорадо Ст
1162,Колумбия
1163,Коннектикут
1164,Коппин Стрит
1165,Кёрнелл
1166,Крестор
1167,КС Бейкерфилдс
1168,КС Фултон
1169,ЦС Нортридж
1170,САКРАМЕНТО (Калифорния)
1171,Дартмут
1172,Дайсон
1173,Дайтон
1174,Делавэр
1175,Делавэр-стрит
1176,Денвер
1177,Депаул
1178,Детройт
1179,Дрейк
1180,Дрексель
1181,Дюк
1182,Дюссан
1183,Иллинойс
1184,Кентукки
1185,В Мичигане
1186,"Ваша просьба не совсем понятна. Вы хотите перевести фразу ""E Washington"" на русский язык?"
1187,Восточная Каролина
1188,Эдвардсвилл
1189,Илон
1190,ЭТУС
1191,Эвансвилл
1192,Ф. Диксон
1193,Фэйрфилд
1194,ФЛ Атлантик
1195,ФЛ-Гулф-Кост
1196,Флорида
1197,Флорида А&М
1198,Международный аэропорт Флориды
1199,Флорида Сти
1200,Фордхэм
1201,Фрэско Ст
1202,Фурман
1203,Г. Вашингтон
1204,Гاوэн Южный
1205,Гарнер Уэбб
1206,Джордж Mason
1207,Гейтаун
1208,Го́рджиа
1209,Горация Ст.
1210,Технологический институт Джорджии
1211,Гонзага
1212,Грамбинг
1213,Гранд-Каньон
1214,Хэмптон
1215,Хардин-Симмонс
1216,Гарфорд
1217,Гарвард
1218,Гавайи
1219,Высокий пункт
1220,Хофстра
1221,Священный Крест
1222,Хьюстон
1223,Хьюстон Бап
1224,Ховард
1225,Идахо
1226,Стамболистский регион
1227,ИЛ Чикаго
1228,Иллинойс
1229,Иллинойс
1230,Воплощение
1231,Индиана
1232,Индiana Стрит
1233,Иона
1234,Ио́ва
1235,Айова Ст
1236,ФУПТ-ПХВ
1237,Индианский университет в Пурделеу
1238,Джексон-стрит
1239,Джексонвилл
1240,Джексонвилл-стрит
1241,Джеймс Мэдисон
1242,Канзас
1243,Канзас Стэйт
1244,Кенесав
1245,Кент
1246,Кентукки
1247,Лас-Салль
1248,Лафайетт
1249,Ламар
1250,Лехай
1251,Свобода
1252,Липскомб
1253,Долгий пляж Ст
1254,Лонг-Айленд
1255,Долгвуд
1256,Луизиана Тек
1257,Луизвилл
1258,Лой-Мэйн-Маунт
1259,Лойола-Мэриленд
1260,Лойола-Шикаго
1261,ЛСУ
1262,Мэ Лоуэлл
1263,Мэйн
1264,Манхэттен
1265,Марист
1266,Маркет
1267,Маршал
1268,Мэриленд
1269,Массачусетс
1270,улица Макниса
1271,МД Э Шор
1272,Мемфис
1273,Мерсер
1274,"Майами, Флорида"
1275,"Майами, Огайо"
1276,Мичиган
1277,Мичиган Ст
1278,Миннесота
1279,Миссисипи
1280,Миссисипи Стейт
1281,Миссури
1282,Миссури КС
1283,Миссури Стэйт
1284,"Монмут, Нью-Джерси"
1285,Монтана
1286,Монтана Стейт
1287,Морхед-стрит
1288,Морган Ст
1289,Моррис Браун
1290,МС Долина Ст
1291,Монт-Сент-Мэри
1292,МТУ
1293,Мюррей-стрит
1294,Н-Колорадо
1295,Северная Дакота
1296,Ниллиной
1297,Северный Кентукки
1298,Armada
1299,УЧАИТЕЛЬНО-ВОЗРАСТУЩИЙ ОБРАЗОВАНИЕ И ТЕХНИЧЕСКИЙ УЧИТЕЛЬНО-ПРОЕКТНЫЙ ИНСТИТУТ
1300,НЦЦ
1301,НЦСИ
1302,Северо-Восточный Иллинойс
1303,НЕ Омах
1304,Небраска
1305,Невада
1306,Нью-Гэмпшир
1307,Новый Мексико
1308,Нуэво-Мексико Ст
1309,Новый Орлеан
1310,Ниагара
1311,Николс-стрит
1312,НЖИТ
1313,Норфолк-стрит
1314,Северная Каролина
1315,Северная Дакота
1316,Северная Флорида
1317,Северный Техас
1318,Северо-Восточный
1319,Северная Аризона
1320,Северный ИОВ
1321,Северо-Западный
1322,Северо-запад Лос-Анджелеса
1323,Нотр-Дам
1324,Окленд
1325,Огайо
1326,Огайо Ст
1327,Оклахома-Сити
1328,Оклахома
1329,Оклахома Стейт
1330,Старая Доминиканская Республика
1331,Орал Робертс
1332,Орегон
1333,Орегон Стейт
1334,Тихоокеанский
1335,Пенн
1336,Пенсильванский штат
1337,Пеппердайн
1338,Питтсбург
1339,Портленд
1340,Портленд-стрит
1341,Прайри-Вью
1342,Пресвитерианство
1343,Принстон
1344,Провиденс
1345,Пурдью
1346,Квиннипа́к
1347,Рэдфорд
1349,Рис
1350,Ричмонд
1351,Райдер
1352,Роберт Моррис
1353,Рутгерский университет
1354,Южная Каролина
1355,Плоскогобайкалская система
1356,С Иллинойса
1357,Священное Сердце
1358,Сам Хьюстон Стрит
1359,Самфорд
1361,Сан-Диего Стейт
1362,Сан-Франциско
1363,Сан-Хосе-стрит
1364,Сан-Барбара
1365,Сан-Клара
1366,Саванна Стрит
1367,СК Апстейт
1368,Юг Луизианы
1369,Школа штата Миссури-Саут-Эстен
1370,Сиэтл
1371,Сетон-Холл
1372,СФ Остин
1373,Сиена
1374,Ш cole бизнеса С ата и У елко
1375,Южный Алабама
1376,Южная Каролина
1377,Южная Дакота
1378,Южный Флорида
1379,Южный Мисс
1380,Южный Университет
1381,Южная Юта
1382,Сант-Висенте
1383,"Сент-Франсис, Нью-Йорк"
1384,Святой Франциск ПА
1385,Сент-Джонз
1386,"Святого Иосифа, Пенсильвания"
1387,Сент-Луис
1388,"Сент-Мэри, Калифорния"
1389,Сант-Питера
1390,Стэнфорд
1391,Шлем
1392,Стони-Брук
1393,Сиракузы
1394,Там С. Христи
1395,КТУ
1396,Храм
1397,Теннесси
1398,Теннесси Стейт
1399,Теннесси Тек
1400,Техас
1401,Техасский АГI
1402,Техасский университет в Остине
1403,Техасский технологический университет
1404,ТН Мартин
1405,Тольедо
1406,Товсон
1407,Трой
1408,Тулан
1409,Тульса
1410,TX Панамериканский
1411,Юго-Восточная Техас
1412,УАБ
1413,Калифорнийский университет в Дейвисе
1414,УЦ Ирвин
1415,Калифорнийский университет в Риверсайде
1416,УКФ
1417,УКЛА
1418,УЛЛ
1419,УЛМ
1420,УМБЦ
1421,Уनसо Университети Каролины в Эшвилле
1422,УNC Гринсборо
1423,УНВ
1424,УНЛВ
1425,Университет Южной Калифорнии
1426,УТ Арлинтон
1427,УТ Сан-Антонио
1428,Юта
1429,Ута Стейт
1430,Ута-Валли
1431,УТЭП
1432,Утика
1433,Коммонвеллт Вирджинии
1434,Валпараисо
1435,Вандербильт
1436,Вермонт
1437,Виллановона
1438,Вирджиния
1439,Вирджинский технологический институт
1440,ВМИ
1441,Западная Каролина
1442,В Иллинойсе
1443,В Кентукки
1444,Западный Мичиган
1445,Улица Вэслин-стрит
1446,В Техасском АГИ
1447,Вагнер
1448,Вэйк-Форест
1449,Вашингтон
1450,Вашингтон-стрит
1451,Вебер-стрит
1452,Западная Виргиния
1453,ЗИ Грин-Бей
1454,"Милуоки, ВИ"
1455,Уичита-стрит
1456,Виллиам и Мэри
1458,Висконсин
1459,Уоффорд
1460,Уайт Стрит
1461,Вайоминг
1462,Ксавьер
1463,Ял
1464,Джоанс-таун Стрит
