id,lgid,teamid,franchid,name,park
289,NL,TRN,TRT,Тройские троянцы,Клуб Тройных шаров
263,NL,PIT,PIT,Питтсбургские пираты,Парк PNC
51,AL,CHA,CHW,Чикаго Уайт Сокс,Парк &lt; &lt; Саутсайд II &gt; &gt;
193,NL,CIN,CIN,Красные ножки Цинциннати,Кросли Филд
67,AL,DET,DET,&lt; &lt; Тигры Детройта &gt; &gt;,Стадион тигр
138,,FW1,KEK,Форт Уэйн Кекионгас,Гамильтон Филд
249,NL,PHI,PHI,Филадельфия Филадельфия,Бейкер Боул/парк Шиби
210,NL,FLO,FLA,Флорида Марлинс,стадион &quot; Дельфин &quot;
32,AA,SL4,STL,Сент-Луис Браунс,Парк I для спортсменов
74,AL,LAA,ANA,Лос-Анджелесские ангелы Анахейма,Ангельский стадион
90,AL,OAK,OAK,Аклендская атлетика,Оклендская Колизей
298,PL,CHP,CHP,Чикагские пираты,
9,AA,BS2,BRS,Бостонские красные,Улица Конгресса
234,NL,MON,WSN,Монреальские выставки,Джерри Парк
240,NL,NY1,SFG,Нью-Йорк Гиганты,Поло Земля III/Поло Земля IV
70,AL,KCA,KCR,Канзас-Сити Роялс,Муниципальный стадион II
267,NL,SDN,SDP,Сан-Диего Падрес,Парк Петко
247,NL,PHI,PHI,Филадельфия &lt; &lt; Голубой Джейс &gt; &gt;,Парк Шиве
265,NL,PRO,PRO,Провидцы Грей,Мессер-стрит Земля
71,AL,KCA,KCR,Канзас-Сити Роялс,Стадион &lt; &lt; Роялс &gt; &gt;
314,UA,WSU,WNA,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,
115,AL,WS2,TEX,Сенаторы Вашингтона,Стадион Griffith II
169,NL,BRO,LAD,Бруклинский супербас,Эббетс Поле
257,NL,PHN,ATH,Филадельфия Атлетика,Земля Джефферсона
212,NL,FLO,FLA,Флорида Марлинс,Стадион Pro Player
130,,BR1,ECK,Бруклин Экфордс,Союзные земли
88,AL,OAK,OAK,Аклендская атлетика,Сетевые помощники Колизей
192,NL,CHN,CHC,Белые чулки Чикаго,Вестсайдский парк I
271,NL,SFN,SFG,Сан-Франциско Гиганты,Парк слоновой палочки
49,AL,CHA,CHW,Чикаго Уайт Сокс,Парк Комиски
260,NL,PIT,PIT,Питтсбургские пираты,Экспозиционный парк/Форбс Поле
101,AL,TBA,TBD,Тампа-Бей Дьявол-Рэйс,Тропиканское поле
15,AA,CN3,CKK,Убийца Цинциннати Келли,Ист-Энд Парк
207,NL,COL,COL,Колорадо Скалистые горы,Поле ковров
204,NL,CL4,CLV,Кливленд Паук,Парк Национальной лиги
52,AL,CHA,CHW,Чикаго Уайт Сокс,Парк &lt; &lt; Саутсайд II &gt; &gt; / парк &lt; &lt; Комиски &gt; &gt;
199,NL,CIN,CIN,Красные Цинциннати,Парк Лиги II в Цинциннати
46,AL,BOS,BOS,Бостонский ред Сокс,Земля Хантингтон-авеню
135,,CH2,CNA,Белые чулки Чикаго,23-я улица
110,AL,TOR,TOR,Торонтские синие джеи,Скайдом
39,AL,ANA,ANA,Анахеймские ангелы,Международная организация &lt; &lt; Эдисон &gt; &gt;
242,NL,NY1,SFG,Нью-Йорк Готэмс,Поло Земля I
302,PL,PTP,PBB,Питтсбургские бургеры,
9,AA,BS2,BRS,Бостонские красные,Улица Конгресса
303,UA,ALT,ALT,Горный город Альтоона,
301,PL,PHP,PHQ,Филадельфия Атлетика,
33,AA,SR2,SYS,Звезды Сиракуз,Звёздный парк II
193,NL,CIN,CIN,Красные ножки Цинциннати,Кросли Филд
164,NL,BRO,LAD,Бруклинские женихи,Вашингтон Парк III
145,,PH2,PWS,Филадельфия Уайтс,Земля Джефферсона
26,AA,PH4,PHQ,Филадельфия Атлетика,Атлетический парк
77,AL,MIN,MIN,Близнецы из Миннесоты,Столичный стадион
25,AA,PH4,PHA,Филадельфия Атлетика,Парк Окдейл
62,AL,CLE,CLE,Кливленд Напс,&lt; &lt; Парк II Лиги &gt; &gt;
80,AL,MLA,BAL,Милуоки Брюэрс,Земля Ллойда
6,AA,BR3,LAD,Бруклинские женихи,Вашингтон Парк I
182,NL,CHN,CHC,Чикагские кольты,Парк &lt; &lt; Саутсайд I &gt; &gt;
102,AL,TBA,TBD,Tampa Bay Rays,Тропиканское поле
152,,WS4,NAT,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Национальные земли
179,NL,BSN,ATL,Бостонские голуби,South End Groups III
118,FL,BRF,BTT,Бруклинские таблетки,
72,AL,LAA,ANA,Лос-Анджелесские ангелы,Стадион Dodger
210,NL,FLO,FLA,Флорида Марлинс,стадион &quot; Дельфин &quot;
114,AL,WS1,MIN,Сенаторы Вашингтона,Стадион Griffith II
84,AL,NYA,NYY,Нью-Йорк Янкиз,Стадион I Янки
265,NL,PRO,PRO,Провидцы Грей,Мессер-стрит Земля
27,AA,PT1,PIT,Питтсбургские аллегени,Выставочный парк I
304,UA,BLU,BLU,Памятные памятники Балтимора,
100,AL,SLA,BAL,Сент-Луис Браунс,Парк IV для спортсменов
56,AL,CLE,CLE,Индейцы Кливленда,Стадион Кливленда
186,NL,CHN,CHC,Чикаго Кабс,Филд Уригли
141,,MID,MAN,Мидлтаун Мэнсфилдс,Мэнсфилдский клуб
185,NL,CHN,CHC,Чикаго Кабс,Вестсайдский парк II
196,NL,CIN,CIN,Красные Цинциннати,Crosley Field/Riverfront Stadium
47,AL,CAL,ANA,Калифорнийские ангелы,Анахаймский стадион
241,NL,NY1,SFG,Нью-Йорк Гиганты,Поло Земля IV
306,UA,CHU,CPI,Чикаго/Питтсбург (Союзная лига),
10,AA,CL3,CLV,Блюз Кливленда,Парк II Национальной лиги
97,AL,SEA,SEA,Морские пехотинцы Сиэтла,Полевое поле Королевства/ &lt; &lt; Сейфко &gt; &gt;
197,NL,CIN,CIN,Красные Цинциннати,Большой американский парк мячей
5,AA,BR3,LAD,Бруклинские Атлантики,Вашингтон Парк I
109,AL,TOR,TOR,Торонтские синие джеи,Центр Роджерс
61,AL,CLE,CLE,Кливленд Напс,Парк I Лиги
134,,CH1,CNA,Белые чулки Чикаго,Расположена на базах
286,NL,SR1,SYR,Звезды Сиракуз,Парк Ньюэлла
253,NL,PHI,PHI,Филадельфия Филадельфия,Парк Шиве
163,NL,BRO,LAD,Бруклинские женихи,Вашингтон Парк II
234,NL,MON,WSN,Монреальские выставки,Джерри Парк
56,AL,CLE,CLE,Индейцы Кливленда,Стадион Кливленда
312,UA,SPU,STP,Белые капсулы Святого Пола,
287,NL,TRN,TRT,Тройские троянцы,Земля хеймеров
273,NL,SFN,SFG,Сан-Франциско Гиганты,Парк SBC
254,NL,PHI,PHI,Филадельфия Филадельфия,Стадион ветеранов
88,AL,OAK,OAK,Аклендская атлетика,Сетевые помощники Колизей
22,AA,NY4,NYP,Города Нью-Йорка,Поло Земля Я Западный Бриллиант
96,AL,SEA,SEA,Морские пехотинцы Сиэтла,Королевство
279,NL,SLN,STL,Кардиналы Сент-Луиса,Автобусный стадион II
145,,PH2,PWS,Филадельфия Уайтс,Земля Джефферсона
197,NL,CIN,CIN,Красные Цинциннати,Большой американский парк мячей
243,NL,NY3,NYU,Нью-Йорк Взаимная связь,Союзные земли (Бруклин)
130,,BR1,ECK,Бруклин Экфордс,Союзные земли
198,NL,CIN,CIN,Красные Цинциннати,Парк I Лиги в Цинциннати
231,NL,MIL,MIL,Милуоки Брюэрс,Миллер Парк
288,NL,TRN,TRT,Тройские троянцы,Путнам Земля
184,NL,CHN,CHC,Чикагские кольты,Вестсайдский парк II
174,NL,BSN,ATL,Бостонские бунтари,South End Groups III
263,NL,PIT,PIT,Питтсбургские пираты,Парк PNC
36,AA,WS7,WST,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Атлетический парк
23,AA,NY4,NYP,Города Нью-Йорка,Сент-Джордж Крикет Земля
266,NL,SDN,SDP,Сан-Диего Падрес,Стадион Джека Мерфи
116,AL,WS2,TEX,Сенаторы Вашингтона,Стадион R.F.K.
97,AL,SEA,SEA,Морские пехотинцы Сиэтла,Полевое поле Королевства/ &lt; &lt; Сейфко &gt; &gt;
255,NL,PHI,PHI,Филадельфийские квакеры,Филадельфийские бейсбольные земли
15,AA,CN3,CKK,Убийца Цинциннати Келли,Ист-Энд Парк
39,AL,ANA,ANA,Анахеймские ангелы,Международная организация &lt; &lt; Эдисон &gt; &gt;
262,NL,PIT,PIT,Питтсбургские пираты,Стадион Forbes Field/Three Rivers
122,FL,CHF,CHH,Чикагские киты,Филд Уригли
12,AA,CL6,CLS,Колумб Солоны,Парк отдыха II
203,NL,CL4,CLV,Кливленд Паук,Парк I Лиги
264,NL,PIT,PIT,Питтсбургские пираты,Три речного стадиона
104,AL,TEX,TEX,Техасские рейнджеры,Арлингтонский стадион
157,NL,ATL,ATL,Атланты Храбрые храбрые,Стадион округа Атланта-Фултон
280,NL,SLN,STL,Кардиналы Сент-Луиса,Стадион &lt; &lt; Автобус III &gt; &gt;
89,AL,OAK,OAK,Аклендская атлетика,О.ко Колизей
143,,NY2,NNA,Нью-Йорк Взаимная связь,Союзные земли (Бруклин)
63,AL,DET,DET,&lt; &lt; Тигры Детройта &gt; &gt;,Парк Беннетт
210,NL,FLO,FLA,Флорида Марлинс,стадион &quot; Дельфин &quot;
131,,BR2,BRA,Бруклинские Атлантики,Капитолийные земли
226,NL,LS1,LGR,Луисвилл Грейс,Бейсбольный парк Луизвилла
170,NL,BRO,LAD,Бруклинский супербас,Вашингтон Парк III
40,AL,BAL,BAL,Балтимор Ориолс,Памятный стадион
261,NL,PIT,PIT,Питтсбургские пираты,Поле Форбса
80,AL,MLA,BAL,Милуоки Брюэрс,Земля Ллойда
106,AL,TEX,TEX,Техасские рейнджеры,Баллпарк в Арлингтоне
150,,TRO,TRO,Трой Хеймерс,Земля хеймеров
101,AL,TBA,TBD,Тампа-Бей Дьявол-Рэйс,Тропиканское поле
298,PL,CHP,CHP,Чикагские пираты,
7,AA,BR3,LAD,Бруклинские серые,Вашингтон Парк I
162,NL,BRO,LAD,Бруклинские женихи,Восточный парк
199,NL,CIN,CIN,Красные Цинциннати,Парк Лиги II в Цинциннати
304,UA,BLU,BLU,Памятные памятники Балтимора,
146,,PH3,CEN,Столетия Филадельфии,Столетние земли
232,NL,ML1,ATL,Милуоки храбрые храбрые,Окружной стадион
293,NL,WOR,WOR,Вихревые рубиновые ножки,Вихревый парк для вождения
62,AL,CLE,CLE,Кливленд Напс,&lt; &lt; Парк II Лиги &gt; &gt;
258,NL,PIT,PIT,Питтсбургские аллегени,Парк отдыха
46,AL,BOS,BOS,Бостонский ред Сокс,Земля Хантингтон-авеню
312,UA,SPU,STP,Белые капсулы Святого Пола,
