playerid,yearid,stint,glf,gcf,grf
dextech01,1901,1,1.0,9.0,11.0
careyma01,1921,1,0.0,139.0,0.0
mcginti01,1876,1,0.0,6.0,0.0
ennisde01,1953,1,150.0,0.0,0.0
mcquama01,1898,1,1.0,0.0,0.0
mannfr01,1886,1,0.0,115.0,1.0
whiteed01,1955,1,0.0,0.0,2.0
seymocy01,1910,1,0.0,76.0,0.0
lockmwh01,1948,1,53.0,91.0,0.0
chouife01,1914,3,1.0,1.0,0.0
heubege01,1872,1,0.0,5.0,0.0
hendrha01,1930,1,36.0,6.0,0.0
carutbo01,1891,1,1.0,2.0,14.0
mitchmi01,1909,1,0.0,0.0,144.0
muellhe02,1939,1,4.0,0.0,13.0
piersji01,1950,1,0.0,2.0,0.0
gilhofr01,1916,1,0.0,2.0,55.0
hackeji01,1902,1,0.0,0.0,2.0
coreyfr01,1882,1,5.0,10.0,0.0
ryanji01,1888,1,0.0,127.0,1.0
smythre01,1917,1,0.0,2.0,0.0
yorkto01,1873,1,56.0,1.0,0.0
boydbo01,1953,1,15.0,0.0,1.0
weintph01,1937,1,45.0,0.0,2.0
summaho01,1928,1,0.0,0.0,132.0
fostero02,1884,1,0.0,0.0,1.0
fewstch01,1922,1,35.0,4.0,0.0
katolja01,1902,2,2.0,0.0,1.0
careyma01,1927,1,0.0,39.0,108.0
ottme01,1938,1,0.0,0.0,37.0
lockmwh01,1954,1,1.0,1.0,0.0
merklfr01,1915,1,0.0,27.0,5.0
piercgr01,1882,2,0.0,0.0,3.0
dehlmhe01,1875,1,0.0,0.0,2.0
vanhage01,1895,1,0.0,131.0,0.0
slattmi01,1889,1,4.0,7.0,1.0
robinya01,1886,1,0.0,1.0,0.0
bootham01,1876,1,0.0,0.0,3.0
hughebi01,1885,1,0.0,0.0,2.0
johnsbo01,1940,1,116.0,13.0,8.0
becklja01,1896,1,0.0,3.0,0.0
shortch01,1922,1,4.0,16.0,12.0
brownmo01,1907,1,0.0,0.0,1.0
steinha01,1902,1,0.0,0.0,1.0
tobinja01,1926,1,0.0,4.0,3.0
oberbhe01,1883,2,3.0,1.0,0.0
metkoca01,1949,1,9.0,79.0,1.0
gravesi01,1927,1,0.0,5.0,0.0
