driverid,driverref,number,code,forename,surname,dob,nationality,url
3,Росберг,6.0,ROS,Нико,Росберг,1985-06-27,Немецкий,http://en.wikipedia.org/wiki/Nico_Rosberg
13,массаa,19.0,МАС,Фелипе,Масса,1981-04-25,Бразилия,http://en.wikipedia.org/wiki/Felipe_Massa
26,скорость,,ОИН,Скотт,Скорость,1983-01-24,Американцы,http://en.wikipedia.org/wiki/Scott_Speed
51,Уилсон,,,Джастин,Уилсон,1978-07-31,Британские,http://en.wikipedia.org/wiki/Justin_Wilson_(gacing_driver)
71,Дэймон_холм,,,Деймон,Холм,1960-09-17,Британские,http://en.wikipedia.org/wiki/Damon_Hill
77,Бергер,,,Герхард,Бергер,1959-08-27,Австрия,http://en.wikipedia.org/wiki/Gerhard_Berger
85,Монтермини,,,Андреа,Монтермини,1964-05-30,Итальянский,http://en.wikipedia.org/wiki/Andrea_Montermini
102,Сенна,,,Айртон,Сенна,1960-03-21,Бразилия,http://en.wikipedia.org/wiki/Ayrton_Senna
135,Маккарти,,,Перри,Маккарти,1961-03-03,Британские,http://en.wikipedia.org/wiki/Perry_McCarthy
152,Гиакомелли,,,Бруно,Джакомелли,1952-09-10,Итальянский,http://en.wikipedia.org/wiki/Bruno_Giacomelli
162,Рафанель,,,Пьер-Анри,Рафанель,1961-05-27,Французский,http://en.wikipedia.org/wiki/Perent-Henri_Raphanel
167,Кампос,,,Адриан,Кампос,1960-06-17,Испанский,http://en.wikipedia.org/wiki/Adri%C3%A1n_Campos
173,Анджелис,,,Элио,&lt; &lt; Анджелис &gt; &gt;,1958-03-26,Итальянский,http://en.wikipedia.org/wiki/Elio_de_Angelis
182,Славаa,,,Ники,Лауда,1949-02-22,Австрия,http://en.wikipedia.org/wiki/Niki_Lauda
190,corrado_fabi,,,Коррадо,Фаби,1961-04-12,Итальянский,http://en.wikipedia.org/wiki/Corrado_Fabi
193,Салливан,,,Дэнни,Салливан,1950-03-09,Американцы,http://en.wikipedia.org/wiki/Danny_Sullivan
210,Бирн,,,Томми,Бёрн,1958-05-06,Ирландский,http://en.wikipedia.org/wiki/Tommy_Byrne_%28racing_driver%29
224,emerson_titipaldi,,,Эмерсон,Фиттипальди,1946-12-12,Бразилия,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
232,Мерзарио,,,Артуро,Мерзарио,1943-03-11,Итальянский,http://en.wikipedia.org/wiki/Arturo_Merzario
235,инк.,,,Джеки,Иккс,1945-01-01,Бельгийский,http://en.wikipedia.org/wiki/Jacky_Ickx
242,Галика,,,Дивина,Галика,1944-08-13,Британские,http://en.wikipedia.org/wiki/Divina_Galica
247,блекемолен,,,Майкл,Блекемолен,1949-10-02,Датч,http://en.wikipedia.org/wiki/Michael_Bleekemolen
249,Рахал,,,Бобби,Рахал,1953-01-10,Американцы,http://en.wikipedia.org/wiki/Bobby_Rahal
250,темпы,,,Карлос,Пейс,1944-10-06,Бразилия,http://en.wikipedia.org/wiki/Carlos_Pace
251,Ian_sheckter,,,Йен,Проверятель,1947-08-22,Южная Африка,http://en.wikipedia.org/wiki/Ian_Sceckter
252,Прайс,,,Том,Прайс,1949-06-11,Британские,http://en.wikipedia.org/wiki/Tom_Pryce
253,Хоффман,,,Инго,Хоффманн,1953-02-28,Бразилия,http://en.wikipedia.org/wiki/Ingo_Hoffmann
266,Макгуайр,,,Брайан,МакГуайр,1945-12-13,Австралия,http://en.wikipedia.org/wiki/Brian_McGuire
286,коричневый,,,Уорвик,Коричневый,1949-12-24,Австралия,http://en.wikipedia.org/wiki/Warwick_Brown
288,Донохью,,,Марк,Донохью,1937-03-18,Американцы,http://en.wikipedia.org/wiki/mark_Donohue
307,Хэнли,,,Howden,Гэнли,1941-12-24,Новозеландец,http://en.wikipedia.org/wiki/Howden_Ganley
322,Хоббс,,,Дэвид,Хоббс,1939-06-09,Британские,http://en.wikipedia.org/wiki/David_Hobbs_(gacing_driver)
361,храбрость,,,Пирс,Мужество,1942-05-27,Британские,http://en.wikipedia.org/wiki/Piers_Courage
370,эттвуд,,,Ричард,Эттвуд,1940-04-04,Британские,http://en.wikipedia.org/wiki/Richard_Attwood
383,Андерсон,,,Боб,Андерсон,1931-05-19,Британские,http://en.wikipedia.org/wiki/Bob_Anderson_(gacing_driver)
388,Ирвин,,,Крис,Ирвин,1942-06-27,Британские,http://en.wikipedia.org/wiki/Chris_Irwin
394,Багхетти,,,Джанкарло,Багетти,1934-12-25,Итальянский,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
408,магги,,,Тони,Магии,1937-02-09,Южная Африка,http://en.wikipedia.org/wiki/Tony_Maggs
436,Кэмпбелл-Джонс,,,Джон,Кэмпбелл-Джонс,1930-01-21,Британские,http://en.wikipedia.org/wiki/John_Campbell-Jones
475,мх,,,Стерлинг,Мосс,1929-09-17,Британские,http://en.wikipedia.org/wiki/Stirling_Moss
506,полукорд,,,Брюс,Полукорд,1931-05-18,Британские,http://en.wikipedia.org/wiki/Bruce_Halford
533,Бойд,,,Джонни,Бойд,1926-08-19,Американцы,http://en.wikipedia.org/wiki/Johny_Boyd
543,Кабьянка,,,Джулио,Кабьянка,1923-02-19,Итальянский,http://en.wikipedia.org/wiki/Giulio_Cabianca
548,Дрейк,,,Боб,Дрейк,1919-12-14,Американцы,http://en.wikipedia.org/wiki/Bob_Drake_(Формула_One)
551,филиппи,,,Мария,Филиппис,1926-11-11,Итальянский,http://en.wikipedia.org/wiki/Maria_Teresa_de_Filippis
562,Черт побери.,,,Джек,Тёрнер,1920-02-12,Американцы,http://en.wikipedia.org/wiki/Jack_Turner_(водитель)
581,Коллины,,,Питер,Коллинз,1931-11-06,Британские,http://en.wikipedia.org/wiki/Peter_Collins_(gacing_driver)
606,Портаго,,,Альфонсо,Портаго,1928-10-11,Испанский,http://en.wikipedia.org/wiki/Alfonso_de_Portago
613,Тиг,,,Маршалл,Чай,1921-02-22,Американцы,http://en.wikipedia.org/wiki/Marshall_Teague
617,Макдовер,,,Майк,МакДовель,1932-09-13,Британские,http://en.wikipedia.org/wiki/Mike_MacDowel
626,Манзон,,,Роберт,Манзон,1917-04-12,Французский,http://en.wikipedia.org/wiki/Robert_Manzon
635,Хозяин,,,Колин,Чапман,1928-05-19,Британские,http://en.wikipedia.org/wiki/Colin_Chapman
643,Мирс,,,Роберто,Миэры,1924-12-03,Аргентина,http://en.wikipedia.org/wiki/Roberto_Mieres
644,Мантовани,,,Сержиу,Мантовани,1929-05-22,Итальянский,http://en.wikipedia.org/wiki/Sergio_Mantovani
663,Вортон,,,Кен,Уортон,1916-03-21,Британские,http://en.wikipedia.org/wiki/Ken_Wharton
684,Белый дом,,,Билл,Уайтхаус,1909-04-01,Британские,http://en.wikipedia.org/wiki/Bill_Whitehouse
690,нукей,,,Родни,Нуккей,1929-06-26,Британские,http://en.wikipedia.org/wiki/Rodney_Nukkey
700,Шарборо,,,Карл,Скарборо,1914-07-03,Американцы,http://en.wikipedia.org/wiki/Carl_Scarboro
715,bechem,,,Гюнтер,Бехим,1921-12-21,Немецкий,http://en.wikipedia.org/wiki/G%C3-BCnther_Bechem
720,terra,,,Макс.,&lt; &lt; Терра &gt; &gt;,1918-10-06,Швейцария,http://en.wikipedia.org/wiki/Max_de_Terra
724,Ульмены,,,Тони,Ульмены,1906-01-25,Немецкий,http://en.wikipedia.org/wiki/Toni_Ulmen
728,Джеймс,,,Джо,Джеймс,1925-05-23,Американцы,http://en.wikipedia.org/wiki/Joe_James_(gacing_driver)
733,Мельник,,,Чет,Миллер,1902-07-19,Американцы,http://en.wikipedia.org/wiki/Chet_Miller
763,Санеси,,,Консалво,Санеси,1911-03-28,Итальянский,http://en.wikipedia.org/wiki/Consalvo_Sanesi
770,зеленый,,,Сесил,Зеленый,1919-09-30,Американцы,http://en.wikipedia.org/wiki/Cecil_Green
778,Шау_тайлор,,,Брайан,Шоу Тейлор,1915-01-28,Британские,http://en.wikipedia.org/wiki/Brian_Shawe_Taylor
780,Бранка,,,Тони,Бранка,1916-09-15,Швейцария,http://en.wikipedia.org/wiki/Toni_Branca
800,языческие,,,Нелло,Пагани,1911-10-11,Итальянский,http://en.wikipedia.org/wiki/Nello_Pagani
807,Гулькенберг,27.0,HUL,Нико,Гюлькенберг,1987-08-19,Немецкий,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
811,Burlo_senna,,SEN,Бруно,Сенна,1983-10-15,Бразилия,http://en.wikipedia.org/wiki/Bruno_Senna
821,Гутьеррес,21.0,Заткнись.,Эстебан,Гутьеррес,1991-08-05,Мексика,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rres
822,Ботты,77.0,СОТ,Вальттери,Бутылка,1989-08-28,Финский,http://en.wikipedia.org/wiki/Valtteri_Bottas
823,Грань,,ДДГ,Гидо,Ван дер Гарде,1985-04-25,Датч,http://en.wikipedia.org/wiki/Gedo_van_der_Garde
837,Харьянто,88.0,HAR,Рио,Харьянто,1993-01-22,Индонезия,http://en.wikipedia.org/wiki/Rio_Haryanto
838,Вандорн,2.0,VAN,Стоффель,Вандорн,1992-03-26,Бельгийский,http://en.wikipedia.org/wiki/Stoffel_Vandorne
