river,country,province
Март,СК,Словакия
Тигр,Ирак,Аль-Анбар
Джангtse,ТЖ,Шанхай (город)
Парагвай,"Пожалуйста, предоставьте текст для перевода:",Парагвай
Фульда,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Гессен
Река Маккензи,КДН,Северо-Западные территории
Здравствуйте!,МOC,Замбезия
Висла,ПЛ,Гданьск
Ада,я,Ломбардия
Уругвай,Р,Энтре-Риос
Нил,ЭТ,Эль-Бухайра
Рио-Маморе,Добл,Боливия
Дуро,П,Авейру
Раб,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Гёр sopрон
Луапула,ЗРЕ,Шаба/Катанга
Арно,я,Тоскана
Тест,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Кент
Март,А,Нижняя Австрия
Энны,А,Нижняя Австрия
Чатанга,Р,Красноярский край
Арканзас,США,Арканзас
Тибер,я,Лазио
Друг,СУД,Аали и Нил
Жёкульса-а-Фьорлюм,Ось,Исландия
Масс,НЛ,Южная Голландия
Мюррей-Дэрлинг,Австралия,Южная Австралия
Инн,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Бавария
Луапула,Z,Луапула
Гвадиан,П,Порту
Чёрный Дрин,АЛ,Албания
Тест,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Эссекс
Днестр,UA,Одесская
Лена,Р,Республика Саха (Якутия)
Амударья,УЗБ,Каракалапогистон
Бене,ВАН,Нигерия
Карун,Ярко,Хузестан
Ганг,Индия,Западный Бенгал
Худсон-Ривер,США,Нью-Йорк
Кура,АЗ,Азербайджан
Кюмийоки,SF,Уусимаа
Кванго,ЗРЕ,Бандунду
Акагера,Ешь,Мванза
Мур,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Зала
Клараэльв,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Вармеланд
Бусира,ЗРЕ,Экватор
Да,Р,Ростовская область
Ашана,РИ,Индонезия
Маникугакан,КДН,Квебек
Рио Лерма,Мексика,"Мексика, штат"
Амазонка,Б,Пара
Колыма,Р,Республика Саха (Якутия)
Тхёрсва,Ось,Исландия
Рио Магдалена,К,Атлантико
Гвадалахара,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Андалусия
Паациоки,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",Финнмарк
Свир,Р,Ленингтонская область
Рио Сан-Франциско,Б,Алагоас
Уругвай,RUB,Уругвай
Нигер,ВАН,Нигерия
Карасу,ТР,Эrzекан
Бому,АВТ,Центральная Африканская Республика
Юба,Спасибо,Сомали
Днепр,UA,Херсонская
Моравия,SRB,Сербия
Замбеци,МOC,Маница
Лаген,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",Акерснес
Энны,А,Зальцбург
Ква,ЗРЕ,Бандунду
Дуро,П,Порту
Бахр эль-Джебель/Альберт-Нил,СУД,Аали и Нил
Река Мерримак,США,Массачусетс
Река Коннектикут,США,Коннектикут
Белый Дрин,АЛ,Албания
Хванго,ТЖ,Шаньдун
Пой.,я,Эмилия-Романья
Токантинс,Б,Пара
Ривьер-Ришелье,КДН,Квебек
Рон,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.","Провенс, Коста-д'Азур"
Впереди,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Нижняя Саксония
Амазонка,Б,Амапа
Иртыш,Р,Тюменская область
Иравади,МЯ,Янгон
Его,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Выская Нормандия
Марн,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Иль-де-Франс
Нарин,ТАД,Худжанд
Кольорадо,Мексика,Сонора
Гамбия,Ваг,Гамбия
Вурм,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Бавария
Гётэ Аэльв,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Готеборг и Бохус
Гаронна,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Акитен
Шатт-эль-Араб,Ирак,Аль-Анбар
Оранжевый,RSA,Северная область
Бому,ЗРЕ,Экватор
Пру́т,МД,Молдавия
Джейнсьей,Р,Красноярский край
Парагвай,Р,Чако
Саар,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Рейнланд-Пфальц
Дорогая река,Австралия,Новый Южный Уэльс
Нил,ЭТ,Восточный
Рио Сан-Хуан,КР,Алахуэла
Западная Моравия,SRB,Сербия
Ога-река,США,Кентукки
Брахмапутра,БД,Бангладеш
Лех,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Бавария
Теннесси,США,Кентукки
Везер,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Бремен
Нил,ЭТ,Кафр-эль-Шейх
Шилка,Р,Читинская область
Нарв,Р,Псковская область
Ога-река,США,Иллинойс
Одер,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Мекленбург-Передняя Померания
Везер,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Нижняя Саксония
Нил,ЭТ,Эль-Дакахлию
Индус,ПК,Пакистан
Евфрат,Ирак,Аль-Анбар
Тисс,SRB,Сербия
Аммер,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Бавария
Пандш,Афг,Афганистан
Пой.,я,Венето
Гвадиан,П,Авейру
Здравствуйте,МЯ,Понедельник
Колумбийская река,США,Орегон
Гвадиан,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Андалусия
Заир,ЗРЕ,Бас Заир
Парана,Р,Буенос-Айрес
Изер,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Рона-Альпы
Санага,КАМ,Коте/Литорал
Река Святого Лаврентия,КДН,Квебек
Чуапы,ЗРЕ,Экватор
Лулуа,ЗРЕ,Западный Касай
Лимпопо,МOC,Газа
Южная Моравия,SRB,Сербия
Амура,Р,Хабаровский край
Дрин,АЛ,Албания
Ломаами,ЗРЕ,Верхняя Заир
Джангtse,ТЖ,Джянсу
Атбаара,СУД,аш-Шамилях
Альлегени,США,Пенсильвания
Ааре,Ч,АГ
Убанги,ЗРЕ,Экватор
Аргун,Р,Читинская область
Пецфора,Р,Архангельская область
Новый,Р,Ленингтонская область
Шари,ЧХ,Чад
Лукенье,ЗРЕ,Бандунду
Сохранять,SRB,Сербия
Сирдаржа,УЗБ,Ташкент
Иллер,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Баден-Вюртемберг
Об,Р,Тюменская область
Рузиз,ЗРЕ,Киву
Аргун,ТЖ,Хэилянь
Далалев,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Уппсала
Река Детройт,КДН,Онтарио
Саоне,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Рона-Альпы
Люва,ЗРЕ,Шаба/Катанга
Нил,ЭТ,[This is a placeholder for the translation output]
Люкага,ЗРЕ,Шаба/Катанга
Рио Сан-Франциско,Б,Сержипе
Оранжевый,НАМ,Намибия
Рио-Гранде,Мексика,Тамаулипас
Рио-Гранде,США,Техас
Пандш,ТАД,Хатлон
Сенегал,РИМ,Мавритания
Ищим,Р,Тюменская область
Сучона,Р,Вологодская область
Дунай,UA,Одесская
Река Нельсон,КДН,Манитоба
Эльба,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Нижняя Саксония
