country,name,percentage
Ярко,Персидский,58.0
TM,Турецкий,72.0
ГАМ,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",38.3
スロ,Словенский,91.0
LB,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",20.0
SLB,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",1.0
МOC,Португальский,100.0
НЕП,Непали,100.0
НИХ,¡Seguro! Estoy lista para traducir del inglés al ruso. Proporcionarme el texto que deseas traducir.,100.0
Спми,"Я здесь, чтобы помочь с переводом. Какой текст вы хотите перевести?",100.0
К,¡Seguro! Estoy lista para traducir del inglés al ruso. Proporcionarme el texto que deseas traducir.,100.0
C,¡Seguro! Estoy lista para traducir del inglés al ruso. Proporcionarme el texto que deseas traducir.,100.0
Да,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",15.9
ФГУ,"Я здесь, чтобы помочь с переводом. Какой текст вы хотите перевести?",100.0
РМ,"Хорошо, я готова к переводу с английского на русский язык. Пожалуйста, предоставьте текст для перевода.",2.0
ФПΌЛ,"Я здесь, чтобы помочь с переводом. Какой текст вы хотите перевести?",61.1
Мк,Сербский,3.0
НАМ,Африкаанс,60.0
НАМ,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",7.0
ПК,Пашту,8.0
ММ,Бамбара,80.0
КЛ,"Сайган, я можу перевести на sinhalese, но сначала вам нужно объяснить, что вы имеете в виду под ""сайган"". Это название вида животных, или что-то еще? Пожалуйста, предоставьте больше контекста или деталей, чтобы я могла лучше понять ваш запрос и предоставить точный перевод.",74.0
Хонкс,Китайский,95.6
Да,Арабский,100.0
Казахстан,Казах,40.0
Хонкс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",3.2
АЗ,армянский,2.0
П,Португальский,100.0
НАМ,Я не говорю по-немецки. Я могу помочь с переводом с английского на русский язык.,32.0
Р,"Хорошо, я готова к переводу с английского на русский язык. Пожалуйста, предоставьте текст для перевода.",100.0
Ярко,Турецкие,26.0
КЛ,Тамил,18.0
ПК,Брахуи,1.0
В,"Я здесь, чтобы помочь с переводом. Какой текст вы хотите перевести?",32.0
АХएА,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",100.0
Да,Креол,1.6
Ч,Я не говорю по-немецки. Я могу помочь с переводом с английского на русский язык.,65.0
Кайм,¡Seguro! Estoy lista para traducir del inglés al ruso. Proporcionarme el texto que deseas traducir.,3.2
МНГ,Халх Монгол,90.0
Ч,"Я здесь, чтобы помочь с переводом. Какой текст вы хотите перевести?",18.0
В,Я не говорю по-немецки. Я могу помочь с переводом с английского на русский язык.,1.0
