country,name,percentage
Да здравствует Россия!,Карибы,100.0
TM,"Хорошо, я готова к переводу с английского на русский язык. Пожалуйста, предоставьте текст для перевода.",9.8
МД,Украинский,13.8
И,¡Seguro! Estoy lista para traducir del inglés al ruso. Proporcionarme el texto que deseas traducir.,61.0
УЗБ,Казах,4.1
КАМ,Африканский,13.0
КР,Китайский,1.0
РМ,азербайджанский,3.0
Бз,Мая,11.0
АМСА,Тонганский язык,4.0
Р,Татар,3.8
ЧЕЛОВЕК,Европейский Китай,2.0
КГЗ,Киргизский,52.4
КОНС,Албанский,88.0
ХЭЛКС,Африканское происхождение,50.0
МД,moldаванский/румынский,64.5
"Извините, я не понимаю ваш запрос. Можете ли вы повторить ваш запрос на английском языке?",Индийский,5.0
Да,Афроевропеец,15.1
LV,белорусский,4.5
ГНБ,Европейский,1.0
АВТ,Группа,27.0
К,Russian,5.0
СГП,Индийский,6.4
SLB,Китайский,0.3
КАМ,Камеруны-горные бойцы,31.0
БРН,Арабский,10.0
ПР,Азиатский,0.4
СМЕ,Хинди,37.0
Газа,Палестинский араб,99.4
Лаос,Лаос,22.0
"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?",Болгарски,85.3
БРУ,Малай,64.0
БВИР,Чёрный,83.4
ВЛ,Африканский,90.3
Хонкс,Филиппинский,1.6
КГЗ,Узбек,12.9
Р,белорусский,0.8
UA,Украинский,73.0
НЦА,Европейский,34.1
EAK,луа,14.0
ДЗ,Арабско-берберский,99.0
Мएस,Креол,27.0
БРН,Бахрейн,63.0
ТТ,Китайский,1.0
А,Китайский,14.0
МOC,Евро-Африканский,0.2
Ирак,курдский,15.0
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Шотландский,9.6
СК,Украинский,0.3
АВР,Двадцать,1.0
[Джор],Циркассий,1.0
ЭТ,Восточная хамитская,99.0
РАЗДЕЛ ЕЖЕГО ДНЯ,Малай,10.0
Ярко,Турецкий,2.0
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Средиземноморско-нордическая,100.0
ФЛ,Алеманнский,95.0
Ро,Translation: Румынский,89.1
Стоп,Европейцы,100.0
Б,Африканский,44.0
Афг,Таджик,25.0
Да,Афро-китайский,1.2
ТН,Еврейский,1.0
БХТ,Непальский,35.0
К,Кхмерский,90.0
Запад,Еврейский,17.0
ВЭА,Арабский,1.0
ГЛОНАС,Европейский,4.0
Австралия,Кавказский,95.0
Добл,Кечуа,30.0
Р,Молдавский,0.7
ПИТЦ,Бунтуй,100.0
АЛ,Албанский,95.0
А,Слова́ния,0.2
SRB,Серб,82.9
В,Флеминг,55.0
АЗ,армянский,2.3
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Серб,2.0
НЗ,маори,8.9
СН,Фулани,17.0
Резюме,Европейский,1.0
ЗРЕ,Мангбету-Азанде,45.0
Мк,Turkish,4.0
Казахстан,Казах,41.9
"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Литовский,80.1
SRB,"Венгерско-русский перевод:

""Вы не верили в меня.""",3.9
КАМ,Северно-Западный банту,8.0
ЭФИР,Оромо,40.0
Лаос,Лао Сонг Хмонг Яо,9.0
КЛ,Тамил,18.0
Афг,Паштуны,38.0
Q,Индийский,18.0
ОВ,Эстонский,61.5
РИМ,Мау,30.0
Мк,Македонски,65.0
НЛ,Нидерландский,96.0
Сирия,Арабский,90.3
"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?",Рим,2.6
Г,Африканский,99.8
КУТ,Кувейтский,45.0
ПЛ,Украинский,0.6
РЭ,Европейский,5.0
ТТ,Восточно-индийский,40.0
ВЭА,Багису,5.0
РЧ,Индийский,3.0
НЗ,П акификано-островитянин,2.9
ФАЛК,Хорошо! Как я могу помочь сегодня?,31.5
МЯ,Бурман,68.0
ВЭА,ачоли,4.0
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.","Венгерско-русский перевод:

""Вы не верили в меня.""",89.9
ЦИ,Сенуфо,15.0
BA,"Хорошо, я готова к переводу с английского на русский язык. Пожалуйста, предоставьте текст для перевода.",13.2
ПЛ,Польша,97.6
"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",белорусский,1.5
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Словацки,0.8
スロ,Хорват,3.0
[Джор],армянский,1.0
СН,Европейско-леbanонские,1.0
КАМ,Восточный Нигритский,7.0
БЕРМ,Белый,34.1
МНЕ,Албанский,5.0
Анг,Баконго,13.0
ПА,Индийский,6.0
СГП,Малай,14.9
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Я не говорю по-немецки. Я могу помочь с переводом с английского на русский язык.,2.6
Добл,Аймара,25.0
SLB,Европейский,0.8
"Пожалуйста, предоставьте текст для перевода:",Американцы индейского происхождения,5.0
СН,Сера,17.0
Мексика,Америндийский,30.0
МЯ,Индийский,2.0
КР,Китайский,14.0
ВЭА,Карамжонг,12.0
Ял,Еврейский,82.0
Вафу-вафу,Полинезийский,100.0
ЦИ,Бауль,23.0
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Ирландский,2.4
EAK,Камбра,11.0
М,Еврейский,0.2
Казахстан,Татар,2.0
БВИР,Смешанный,5.4
БД,Бенгальский,98.0
КДН,Азиатский,11.5
КАМ,Экваториальные бантусские языки,19.0
HR,Слова́ния,0.5
ММ,Пеухл,17.0
