name,country,population,area,capital,capprov
Торуньские,ПЛ,662600,5348.0,Торунь,Торуньские
Мавритания,РИМ,2336048,,Нуакшот,Мавритания
Кувейт,КУТ,1950047,,Кувейт,Кувейт
Асуан,ЭТ,883000,679.0,Асуан,Асуан
Северный край,КАМ,1855700,34246.0,Маруа,Северный край
Ци́го де Авила,C,353000,6910.0,Ци́го де Авила,Ци́го де Авила
Новая Каледония,НЦА,227436,,Нумэа,Новая Каледония
Республика Карачаево-Черкесия,Р,436300,14100.0,Черкесск,Республика Карачаево-Черкесия
ЗГ,Ч,92392,238.0,Зуг,ЗГ
Желеньогорск,ПЛ,519200,4379.0,Желень-Гора,Желеньогорск
Сохаг,ЭТ,2689000,1547.0,Сохаг,Сохаг
Клудж,Ро,743000,6650.0,Клуж-Напока,Клудж
Гифу,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",2100315,10596.0,Гифу,Гифу
Долина Гламорган,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",119200,337.0,Бари,Долина Гламорган
Андаманские и Ницобарские острова,Индия,280661,8249.0,Порт-Бlair,Андаманские и Ницобарские острова
Нигата,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",2488364,12579.0,Нигата,Нигата
Фукуи,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",826996,4192.0,Фукуи,Фукуи
Дистрикт Колумбия,США,528964,179.0,Вашингтон,Дистрикт Колумбия
Вестфолд,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",191600,,Тоенсберг,Вестфолд
Эссекс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1548800,3672.0,Челмсфорд,Эссекс
Сан-Андрес и Провиденция,К,35818,44.0,Сан-Андрес,Сан-Андрес и Провиденция
Мекленбург-Передняя Померания,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",1832298,23170.0,Шверин,Мекленбург-Передняя Померания
Кирибати,КИР,80919,,Тарава,Кирибати
Махараштра,Индия,78937187,307713.0,Мумбаи,Махараштра
Эрьзюм,ТР,848201,25066.0,Эрьзюм,Эрьзюм
Канарские острова,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1534897,7447.0,Санта-Крус-де-Тенерифе,Канарские острова
Вануат,ВУ,177504,,Порт-Вила,Вануат
Кафр-эль-Шейх,ЭТ,1968000,3437.0,Кафр-эль-Шейх,Кафр-эль-Шейх
Добро пожаловать в Васильев,Ро,468000,5297.0,Добро пожаловать в Васильев,Добро пожаловать в Васильев
Новый Южный Уэльс,Австралия,6115100,801428.0,Сидней,Новый Южный Уэльс
Герендиа,КР,256726,2656.0,Герендиа,Герендиа
Бασиликата,я,611000,9992.0,Потента,Бασиликата
Сахалинская область,Р,647800,87100.0,Южно-Сахалинск,Сахалинская область
Мендоса,Р,1412481,148827.0,Мендоса,Мендоса
Киргизстан,КГЗ,4529648,,Бишкек,Киргизстан
Тет,МOC,734600,100724.0,Тет,Тет
Хертфордшир,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",989500,1634.0,Гертфорд,Хертфордшир
Новосадекское,ПЛ,709500,5576.0,Новый Сач,Новосадекское
Эль-Бухайра,ЭТ,3602000,10130.0,Дамахур,Эль-Бухайра
Лотиан,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",758600,1770.0,Эдинбург,Лотиан
Самаинская область,Р,3311500,53600.0,Самара,Самаинская область
Хуамбо,Анг,1524000,34274.0,Хуамбо,Хуамбо
Абудаби,ОАЭ,670000,67350.0,,
Черниговская,UA,938600,31900.0,Чернигов,Черниговская
Тюрингия,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",2517776,16171.0,Эрфурт,Тюрингия
ВС,Ч,271291,5224.0,Сион,ВС
Таиланд,А,58851357,,Бангкок,Таиланд
Албания,АЛ,3249136,,Тиране,Албания
Кочи,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",816704,7107.0,Кочи,Кочи
Жезказган,Казахстан,484400,312600.0,Жезказган,Жезказган
Сан-Луис,Р,286458,76748.0,Сан-Луис,Сан-Луис
