name,code,capital,province,area,population
Австрия,А,Вена,Вена,83850.0,8023244
Албания,АЛ,Тиране,Албания,28750.0,3249136
Армения,РМ,Ереван,Армения,29800.0,3463574
Азербайджан,АЗ,Баку,Азербайджан,86600.0,7676953
Бельгия,В,Брюссель,Прованс,30510.0,10170241
Болгария,"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?",София,Болгария,110910.0,8612757
Босния и Герцеговина,БИХ,Сараево,Босния и Герцеговина,51233.0,2656240
Беларусь,BA,Минск,Беларусь,207600.0,10415973
Швейцария,Ч,Берн,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",41290.0,7207060
Чехия,CZ,Праг,Пража,78703.0,10321120
Германия,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Берлин,Берлин,356910.0,83536115
Испания,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Мадрид,Мадрид,504750.0,39181114
Эстония,ОВ,Таллинн,Эстония,45100.0,1459428
Франция,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Париж,Иль-де-Франс,547030.0,58317450
Соединенное Королевство,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Лондон,Большой Лондон,244820.0,58489975
Грузия,ГЕ,Тбилиси,Грузия,69700.0,5219810
Греция,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",Афины,Аттика,131940.0,10538594
Венгрия,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Будапешт,Будапешт (город),93030.0,10002541
Хорватия,HR,Загреб,Хорватия,56538.0,5004112
Италия,я,Рим,Лазио,301230.0,57460274
Иран,Ярко,Тегеран,Тегеран,1648000.0,66094264
Ирак,Ирак,Багдад,Багдад,437072.0,21422292
Казахстан,Казахстан,Алматы,Алматы (город),2717300.0,16916463
Косово,КОНС,Причина,Косово,10887.0,1804838
Литва,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",Вильнюс,Литва,65200.0,3646041
Латвия,LV,Рига,Латвия,64100.0,2468982
Молдавия,МД,Кишинёв,Молдавия,33700.0,4463847
Македония,Мк,Скопье,Македония,25333.0,2104035
Монголия,МНГ,Улан-Батор,Монголия,1565000.0,2496617
Норвегия,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",Осло,Осло,324220.0,4383807
Северная Корея,Нет,Пхеньян,Северная Корея,120540.0,23904124
Польша,ПЛ,Варшава,Варшавское,312683.0,38642565
Россия,Р,Москва,Москва,17075200.0,148178487
Румыния,Ро,Бухарест,Бухарест,237500.0,21657162
Швеция,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Стокгольм,Стокгольм,449964.0,8900954
Словакия,СК,Брэтовизля,Словакия,48845.0,5374362
Сирия,Сирия,Дамаск,Сирия,185180.0,15608648
Суринам,СМЕ,Парамарибо,Суринам,163270.0,436418
Сан-Хелена,ХЭЛКС,Джеймстаун,Сан-Хелена,413.0,7637
Доминика,Да здравствует Россия!,Роузо,Доминика,746.0,82926
Острова Вирджиния,ВИРГ,Шарлотта Амали,Острова Вирджиния,352.0,97120
Сент-Винсент и Гренадины,Западная Вирджиния,Кингстаун,Сент-Винсент и Гренадины,389.0,118344
Лаос,Лаос,Вьентьян,Лаос,236800.0,4975772
Таиланд,А,Бангкок,Таиланд,514000.0,58851357
Узбекистан,УЗБ,Ташкент,Ташкент,447400.0,23418381
Свазиленд,Здравствуйте! Как я могу вам помочь?,Мбабане,Свазиленд,17360.0,998730
Никарагуа,НИХ,Манагуа,Никарагуа,129494.0,4272352
Судан,СУД,Хартум,ал-Хартум,2505810.0,31547543
Доминиканская Республика,Дом,Санто-Доминго,Доминиканская Республика,48730.0,8088881
Французская Гранада,ФГУ,Кайен,Французская Гранада,91000.0,151187
Фолклендские острова,ФАЛК,Станли,Фолклендские острова,12173.0,3140
Диджибути,ДЖИ,Диджибути,Диджибути,22000.0,427642
モンテнегро,МНЕ,Подгорица,モンテнегро,14026.0,672180
Марокко,М,Рабат,Марокко,446550.0,29779156
Вануат,ВУ,Порт-Вила,Вануат,14760.0,177504
Непал,НЕП,Катманду,Непал,140800.0,22094033
Гондурас,ХКГ,Тегусигальпа,Франсиско Моразан,112090.0,5605193
Бахрейн,БРН,Манама,Бахрейн,620.0,590042
Бенин,БЕН,Порту-Ново,Бенин,112620.0,5709529
Индия,Индия,Нью-Дели,Дели,3287590.0,952107694
Гвинея,РГ,Конакри,Гвинея,245860.0,7411981
Встреча,Вернуться,Сент-Дени,Встреча,2510.0,679198
Мавритания,РИМ,Нуакшот,Мавритания,1030700.0,2336048
Япония,"""I'm not sure what you mean,"" she replied, her eyes widening slightly at his tone. ""Of course I believe you—I would never doubt your word. But it's just so unexpected."" She paused for a moment, as if gathering her thoughts, before continuing in a softer voice. ""I don't know why he would say such a thing to me out of the blue like that. It's not like him at all.""",Токио,Токио,377835.0,125449703
Китай,ТЖ,Пекин,Пекин (город),9596960.0,1210004956
Мали,ММ,Бамако,Мали,1240000.0,9653261
Ямайка,Да,Кингстон,Ямайка,10991.0,2595275
Чили,РЧ,Сантьяго,Чили,756950.0,14333258
Исландия,Ось,Рикявик,Исландия,103000.0,270292
Венесуэла,В,Каракас,Федеральный округ,912050.0,21983188
Турция,ТР,Анкара,Анкара,780580.0,62484478
Монако,МТП,Монако,Монако,1.9,31719
Афганистан,Афг,Кабул,Афганистан,647500.0,22664136
Ангола,Анг,Луза,Луза,1246700.0,10342899
Австралия,Австралия,Канберра,Австралийский столичный регион,7686850.0,18260863
Бангладеш,БД,Дакка,Бангладеш,144000.0,123062800
Буркина-Фасо,БФ,Уагадугу,Буркина-Фасо,274200.0,10623323
Бутан,БХТ,Тхимфу,Бутан,47000.0,1822625
Бурुंди,БИ,Буюмбура,Бурुंди,27830.0,5943057
Боливия,Добл,Ла-Пас,Боливия,1098580.0,7165257
Бразилия,Б,Бразилиа,Федеральный округ,8511960.0,162661214
Куба,C,Гавана,Гавана,110860.0,10951334
Камерун,КАМ,Яунде,Центр,475440.0,14261557
Канада,КДН,Оттава,Онтарио,9976140.0,28820671
Кот-д'Ивуар,ЦИ,Ямусукро,Кот-д'Ивуар,322460.0,14762445
Шри-Ланка,КЛ,Коломбо,Шри-Ланка,65610.0,18553074
Колумбия,К,Богота,"Сан-Фе-де-Богота, ДС",1138910.0,36813161
Коста-Рика,КР,Сан-Хосе,Сан-Хосе,51100.0,3463083
Дания,ДК,Копенгаген,Дания,43070.0,5249632
