country1,country2,length
РМ,АЗ,787.0
А,Ч,164.0
А,CZ,362.0
А,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",784.0
В,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",167.0
Ч,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",334.0
CZ,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",646.0
"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",ДК,68.0
И,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",65.0
И,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",60.0
В,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",620.0
Ч,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",573.0
"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.","Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",451.0
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.","Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",623.0
А,ФЛ,37.0
Ч,ФЛ,41.0
"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",ГБЗ,1.2
РМ,ГЕ,164.0
АЗ,ГЕ,322.0
АЛ,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",282.0
"Извините, но я не понимаю ваш запрос. Можете ли вы уточнить, что именно вам нужно перевести?","Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски.",494.0
А,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",366.0
БИХ,HR,932.0
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",HR,329.0
А,я,430.0
Ч,я,740.0
"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",я,488.0
Афг,Ярко,936.0
РМ,Ярко,35.0
АЗ,Ярко,611.0
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",В реальной жизни,360.0
Ярко,Ирак,1458.0
АЛ,КОНС,112.0
БИХ,КОНС,225.0
В,Л,148.0
Ирак,СА,814.0
CZ,ПЛ,658.0
Ял,Запад,307.0
я,СМР,39.0
Г,РТ,877.0
Добл,Р,832.0
КР,НИХ,309.0
Р,ТЖ,3645.0
К,Лаос,541.0
Б,ЧЕЛОВЕК,1119.0
М,САВ,443.0
БФ,РТ,126.0
БЕН,БФ,306.0
Мк,SRB,62.0
БФ,ЦИ,584.0
"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,1619.0
Дом,РЭ,275.0
НЕП,ТЖ,1236.0
Добл,Б,3400.0
ГНБ,РГ,386.0
"Добро пожаловать в Cohere! Я ваш верный помощник, готовый помочь с любыми задачами на английском и русском языках. Как я могу вам помочь сегодня?",КРБ,1903.0
"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",SF,729.0
"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",Р,167.0
ГЕ,Р,723.0
ПЭ,РЧ,160.0
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",スロ,102.0
"Я готов приступить к переводу. Пожалуйста, предоставьте текст для перевода.",ЧХ,1175.0
ДЖИ,ЭФИР,337.0
Казахстан,КГЗ,1051.0
Индия,НЕП,1690.0
МЯ,ТЖ,2185.0
Добл,РЧ,861.0
Бз,Мексика,250.0
"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",ПЛ,456.0
АЛ,МНЕ,172.0
ЦИ,LB,716.0
Анг,ЗРЕ,2511.0
[Джор],Сирия,375.0
АВР,ЗРЕ,217.0
Ирак,Сирия,605.0
Ро,UA,531.0
КР,ПА,330.0
ЛАР,ЧХ,1055.0
HR,SRB,241.0
BA,ПЛ,605.0
БЕН,ВАН,773.0
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",UA,103.0
Р,РЧ,5150.0
BA,UA,891.0
ЭТ,Газа,11.0
ЭТ,Ял,255.0
Газа,Ял,51.0
БД,Индия,4053.0
БХТ,Индия,605.0
