river,country,province
Теннесси,США,Северная Каролина
Меконг,К,Камбоджа
Индус,Индия,Джамму и Кашмир
Тисс,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Хадду Байхар
Рейн,Ч,Ш
Миссисипи,США,Айова
Волга,Р,Самаинская область
Энны,А,Зальцбург
Замбеци,МOC,Маница
Джангtse,ТЖ,Чунхэй
Дунай,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Пест
Иордания,Сирия,Сирия
Вольта,БФ,Буркина-Фасо
Санга,КАМ,Эст
Рио Магдалена,К,Бояка
Волга,Р,Республика Татарстан
Брахмапутра,Индия,Ассам
Миссури,США,Северная Дакота
Джангtse,ТЖ,Аnhui
Иртыш,Р,Тюменская область
Южная Моравия,КОНС,Косово
Амура,Р,Амурская область
Аргун,Р,Читинская область
Касаи,ЗРЕ,Шаба/Катанга
Дро,я,Трентино-Альто-Адидже
Тест,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Беркшир
Клараэльв,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",Хедемарк
Днестр,UA,Одесская
Одер,ПЛ,Легницы
Дро,スロ,Словения
Западная Двина,LV,Латвия
Днепр,UA,Киевская
Висла,ПЛ,Келеки
Парана,Б,Гоа
Сирдаржа,УЗБ,Намангань
Меконг,Да,Вьетнам
Амазонка,ПЭ,Куско
Волга,Р,Тверская область
Эльба,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Гамбург
Тест,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Оксфордшир
Ганг,Индия,Бихар
Тест,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Большой Лондон
Кванго,Анг,Малаенже
Амазонка,Б,Амазонка
Санага,КАМ,Центр
Нил,ЭТ,Сохаг
Одер,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Бранденбург
Лаген,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",Хедемарк
Нил,ЭТ,Ель-Каир
Ломаами,ЗРЕ,Верхняя Заир
Лимпопо,RSA,Лимпопо
Здравствуйте,МЯ,Шан
Касаи,Анг,Лунда-Сул
Пой.,я,Пьемонте
Кванго,ЗРЕ,Бандунду
Западная Двина,BA,Беларусь
Бахр эль-Джебель/Альберт-Нил,СУД,Бахр-эль-Газал
Дро,А,Каринтия
Синие Нила,ЭФИР,Эфиопия
Иллер,А,Форарльберг
Шабель,Спасибо,Сомали
Арувими,ЗРЕ,Верхняя Заир
Одер,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Мекленбург-Передняя Померания
Альлегени,США,Нью-Йорк
Евфрат,Сирия,Сирия
Рёсс,Ч,LU
Сирдаржа,Казахстан,Онгтустик Казахстан
Ориноко,К,Вичада
Эльба,CZ,Пража
Рейн,А,Форарльберг
Висла,ПЛ,Белорусе
Сохранять,HR,Хорватия
Гётэ Аэльв,Добро пожаловать в Киберпанк 2077! Как я могу вам помочь?,Готеборг и Бохус
Миссисипи,США,Миннесота
Парагвай,Добл,Боливия
Моравия,SRB,Сербия
Эльба,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Мекленбург-Передняя Померания
Дро,"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Барана
Рейн,НЛ,Гелдерланд
Ааре,Ч,"Привет! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести."
Карасу,ТР,Эrzекан
Днепр,UA,Днипровская
Чёрный Дрин,АЛ,Албания
Фульда,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Гессен
Гломма,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",Хедемарк
Рио Сан-Хуан,КР,Алахуэла
Гломма,"Да, конечно! Я всегда рад помочь. Какой текст вы хотите перевести?",Оестфолд
Миссисипи,США,Луизиана
Амазонка,Б,Пара
Кюмийоки,SF,Микели
Уругвай,Р,Миссии
Убанги,ЗРЕ,Экватор
Нигер,РГ,Гвинея
Олт,Ро,Харгита
Замбеци,Z,Западный
Нил,ЭТ,Эль-Минья
Висла,ПЛ,Сидлецкие
Ваал,RSA,Северная область
Инн,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Бавария
Тисс,UA,Чернивецкая
Впереди,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Нижняя Саксония
Акагера,Ешь,Мванза
Индус,ТЖ,Тибет
Худсон-Ривер,США,Нью-Йорк
Худсон-Ривер,США,Нью-Джерси
Нарин,УЗБ,Ташкент
Парана,Р,Корриентес
Волга,Р,Ярославская область
Бусира,ЗРЕ,Экватор
Рио-Негро,Б,Рамайя
Чуапы,ЗРЕ,Восточный Касай
Везер,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Нижняя Саксония
Сирдаржа,ТАД,Худжанд
Индус,ПК,Пакистан
Кольорадо,США,Кольорадо
Пандш,ТАД,Кульоб
Парана,Р,Энтре-Риос
Заир,ЗРЕ,Верхняя Заир
Эбро,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Риоха
Олт,Ро,Ковашна
Река Святого Лаврентия,КДН,Квебек
Висла,ПЛ,Варшавское
Евфрат,Ирак,Аль-Басра
Раб,А,Стирия
Пандш,ТАД,Бадахшони Куни
Нарв,ОВ,Эстония
Меконг,ТЖ,Юньнань
Амура,Р,Хабаровский край
Лех,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Бавария
Бани,ЦИ,Кот-д'Ивуар
Река Нельсон,КДН,Манитоба
Нил,ЭТ,Кафр-эль-Шейх
Ориноко,В,Гуарико
Ааре,Ч,СО
Рио Сан-Хуан,КР,Герендиа
Амазонка,ПЭ,Укаяли
Ганг,БД,Бангладеш
Одер,CZ,Североморфский
Инн,Ч,"Добро пожаловать в GR! Я готов помочь вам с переводом или ответить на любые вопросы, которые у вас могут возникнуть. Пожалуйста, предоставьте текст, который нужно перевести, и я сделаю это как можно более точно и естественно звучащим по-русски."
Днестр,UA,Винницкая
Дунай,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти.",Бавария
Ура́л,Казахстан,Атырау
Хванго,ТЖ,Неи монгол
Его,"Да, я могу переводить с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",Иль-де-Франс
Вольта,Г,Гана
Рио Магдалена,К,Северная Сантандер
Здравствуйте,ТЖ,Тибет
Тигр,Ирак,Ад Тамим
Заир,ЗРЕ,Экватор
Карун,Ярко,Хузестан
Чёрный Дрин,Мк,Македония
Аргун,ТЖ,Хэилянь
Пру́т,UA,Чернивецкая
Кулио,Анг,Моксико
Иравади,МЯ,Сагаинг
Джангtse,ТЖ,Хунань
