statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
2246,2246,1999-08-13T00:00:00,1999-09-02T00:00:00,4724.0,
3142,3142,1999-08-13T00:00:00,1999-09-02T00:00:00,5288.0,
3834,3834,1999-08-13T00:00:00,1999-09-02T00:00:00,1624.0,
4695,4695,1999-08-13T00:00:00,1999-09-02T00:00:00,4375.0,
4935,4935,1999-08-13T00:00:00,1999-09-02T00:00:00,7750.0,
5900,5900,1999-08-13T00:00:00,1999-09-02T00:00:00,8727.0,
6041,6041,1999-08-13T00:00:00,1999-09-02T00:00:00,14702.0,
6377,6377,1999-08-13T00:00:00,1999-09-02T00:00:00,9090.0,
7610,7610,1999-08-13T00:00:00,1999-09-02T00:00:00,21792.0,
7750,7750,1999-08-13T00:00:00,1999-09-02T00:00:00,8837.0,
8960,8960,1999-08-13T00:00:00,1999-09-02T00:00:00,27639.0,
9305,9305,1999-08-13T00:00:00,1999-09-02T00:00:00,33366.0,
9694,9694,1999-08-13T00:00:00,1999-09-02T00:00:00,15272.0,
11257,1257,1999-09-13T00:00:00,1999-10-03T00:00:00,1770.0,
15555,5555,1999-09-13T00:00:00,1999-10-03T00:00:00,10692.0,
16327,6327,1999-09-13T00:00:00,1999-10-03T00:00:00,7549.0,
16679,6679,1999-09-13T00:00:00,1999-10-03T00:00:00,13038.0,
16807,6807,1999-09-13T00:00:00,1999-10-03T00:00:00,14061.0,
17003,7003,1999-09-13T00:00:00,1999-10-03T00:00:00,5321.0,
19867,9867,1999-09-13T00:00:00,1999-10-03T00:00:00,26175.0,
