corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
1,Corp. Apex Key StonesInc., , ,,,,,2004-10-12T10:41:26,3,
7,Corp. Apex QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
8,Corp. Apex RestaurantsInc., , ,,,,,2004-10-12T10:41:26,1,
14,Corp. Boston NeedleworkInc., , ,,,,,2004-10-12T10:41:26,6,
22,Corp. Computer LightingInc., , ,,,,,2004-10-12T10:41:26,1,
28,Corp. Computer RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
34,Corp. Driven NeedleworkInc., , ,,,,,2004-10-12T10:41:26,1,
39,Corp. Driven Sail MakersInc., , ,,,,,2004-10-12T10:41:26,7,
58,Corp. Famous RestaurantsInc., , ,,,,,2004-10-12T10:41:26,3,
59,Corp. Famous Sail MakersInc., , ,,,,,2004-10-12T10:41:26,7,
72,Corp. Humble LightingInc., , ,,,,,2004-10-12T10:41:26,4,
78,Corp. Humble RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
79,Corp. Humble Sail MakersInc., , ,,,,,2004-10-12T10:41:26,8,
80,Corp. Humble TransitInc., , ,,,,,2004-10-12T10:41:26,6,
83,Corp. Imperial MachineryInc., , ,,,,,2004-10-12T10:41:26,1,
93,Corp. Just MachineryInc., , ,,,,,2004-10-12T10:41:26,4,
95,Corp. Just OperaInc., , ,,,,,2004-10-12T10:41:26,2,
99,Corp. Just Sail MakersInc., , ,,,,,2004-10-12T10:41:26,5,
102,Corp. Apex LightingCo., , ,,,,,2004-10-12T10:41:26,5,
106,Corp. Apex PetroleumCo., , ,,,,,2004-10-12T10:41:26,2,
109,Corp. Apex Sail MakersCo., , ,,,,,2004-10-12T10:41:26,1,
132,Corp. Driven LightingCo., , ,,,,,2004-10-12T10:41:26,8,
146,Corp. Expert PetroleumCo., , ,,,,,2004-10-12T10:41:26,5,
164,Corp. Giant NeedleworkCo., , ,,,,,2004-10-12T10:41:26,8,
169,Corp. Giant Sail MakersCo., , ,,,,,2004-10-12T10:41:26,4,
170,Corp. Giant TransitCo., , ,,,,,2004-10-12T10:41:26,3,
171,Corp. Humble Key StonesCo., , ,,,,,2004-10-12T10:41:26,5,
172,Corp. Humble LightingCo., , ,,,,,2004-10-12T10:41:26,5,
179,Corp. Humble Sail MakersCo., , ,,,,,2004-10-12T10:41:26,8,
183,Corp. Imperial MachineryCo., , ,,,,,2004-10-12T10:41:26,7,
192,Corp. Just LightingCo., , ,,,,,2004-10-12T10:41:26,7,
200,Corp. Just TransitCo., , ,,,,,2004-10-12T10:41:26,4,
201,Corp. Apex Key StonesCorp., , ,,,,,2004-10-12T10:41:26,7,
