constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
5458,176,20,1.0,8,8,0
21652,654,37,45.0,3,3,1
23027,569,182,0.0,18,18,0
26863,982,6,373.0,2,2,4
9539,394,18,0.0,15,15,0
20925,667,89,0.0,10,10,0
22358,600,26,1.0,11,11,0
6161,92,1,4.0,5,5,0
22313,597,6,39.0,2,2,2
26737,969,10,7.0,5,5,0
5534,183,18,0.0,11,11,0
5112,246,27,7.0,6,6,0
4686,277,33,2.0,8,8,0
6025,112,17,11.0,5,5,1
24795,862,10,9.0,8,8,0
1557,168,3,22.0,3,3,0
106,28,1,100.0,2,2,5
22911,563,27,3.0,8,8,0
21711,635,66,9.0,3,3,0
26827,978,10,95.0,4,4,0
22996,568,1,31.0,3,3,2
5641,143,20,0.0,9,9,0
21581,647,85,0.0,10,10,0
6013,111,16,6.0,7,7,0
26197,931,208,16.0,7,7,0
18894,762,170,34.0,1,1,3
23644,538,25,36.0,3,3,1
9514,393,3,45.0,1,1,2
23026,569,70,0.0,16,16,0
24551,842,164,0.0,12,12,0
9408,386,22,37.0,3,3,0
3472,303,27,4.0,8,8,0
5772,155,19,7.0,8,8,0
26577,958,15,0.0,11,11,0
22530,580,57,0.0,17,17,0
23300,553,32,47.0,2,2,4
8485,318,32,3.0,9,9,0
24439,351,131,168.0,4,4,0
22033,605,34,1.0,5,5,0
5990,109,3,14.0,4,4,0
18921,764,66,18.0,3,3,1
7650,322,21,0.0,9,9,0
25868,48,4,38.0,3,3,0
23675,540,27,19.0,5,5,0
25277,892,207,0.0,11,11,0
11213,492,54,1.0,13,13,0
25543,259,6,16.0,2,2,0
24689,853,166,0.0,12,12,0
21921,623,32,19.0,2,2,1
9617,399,33,1.0,11,11,0
714,86,3,59.0,5,5,0
23662,539,1,12.0,8,8,0
24437,351,1,359.0,2,2,5
1633,34,1,145.0,2,2,6
10856,474,37,0.0,14,14,0
19126,755,6,26.0,3,3,1
23600,536,58,6.0,10,10,0
6394,60,4,106.0,1,1,6
25828,44,8,4.0,7,7,0
23568,534,25,25.0,3,3,1
22920,564,37,3.0,8,8,0
8443,316,39,0.0,16,16,0
10221,436,27,0.0,8,8,0
2055,191,1,16.0,1,1,1
9564,396,25,8.0,5,5,0
10169,433,50,0.0,12,12,0
7770,328,32,1.0,10,10,0
7663,323,25,8.0,5,5,0
9486,391,22,2.0,9,9,0
22865,561,58,4.0,4,4,0
24984,870,5,6.0,9,9,0
9368,384,1,157.0,1,1,12
24750,858,3,5.0,9,9,0
4804,286,17,0.0,11,11,0
1558,168,16,12.0,5,5,0
8937,364,25,10.0,5,5,0
26191,931,3,81.0,3,3,0
6132,123,15,19.0,6,6,0
22203,619,34,22.0,4,4,0
5913,134,16,5.0,7,7,0
3248,289,1,6.0,2,2,0
25419,217,15,12.0,7,7,0
9205,374,35,0.0,18,18,0
8593,5,1,13.0,4,4,0
22257,593,64,0.0,11,11,0
21694,634,1,6.0,5,5,0
5541,184,24,12.0,6,6,0
2132,198,25,0.0,10,10,0
5905,134,6,128.0,1,1,9
21555,645,66,1.0,6,6,0
17790,769,105,3.0,5,5,0
10326,442,6,26.5,2,2,1
10380,446,51,6.0,8,8,0
19377,744,66,3.0,5,5,0
26119,917,1,161.0,5,5,0
8868,360,44,0.0,20,20,0
8235,305,40,0.0,6,6,0
26467,950,15,0.0,10,10,0
10866,475,4,22.0,5,5,2
19556,733,32,0.0,10,10,0
26707,966,4,8.0,9,9,0
10803,471,54,4.0,9,9,0
9882,418,32,57.0,3,3,2
10137,431,45,0.0,11,11,0
2110,196,25,0.0,11,11,0
22870,561,204,0.0,10,10,0
