resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
8416,370,145,22,19,6,1.0,1,1,9.0,53,1:35:06.277,5706277.0,,,,,1
850,57,17,3,9,19,,R,20,0.0,12,,,11.0,16.0,1:35.415,194.233,9
20266,797,661,125,36,14,,R,19,0.0,19,,,,,,,7
16093,651,363,6,14,5,7.0,7,7,0.0,59,,,,,,,11
20257,792,633,132,36,12,,R,12,0.0,35,,,,,,,3
12619,521,200,21,30,18,6.0,6,6,1.0,44,,,,,,,11
382,36,24,5,18,19,14.0,14,14,0.0,57,,,44.0,15.0,1:28.282,216.247,11
6465,304,110,25,4,7,,R,19,0.0,29,,,,,,,5
13728,560,182,6,1,2,1.0,1,1,9.0,40,1:45:16.78,6316780.0,,,,,1
4963,249,79,25,3,17,,R,17,0.0,46,,,,,,,20
10907,460,190,45,31,0,,F,28,0.0,0,,,,,,,81
17155,707,385,6,2,5,4.0,4,4,3.0,109,,,,,,,11
10654,451,176,21,17,16,,R,26,0.0,8,,,,,,,10
791,55,21,4,2,2,5.0,5,5,4.0,57,+38.1,5705970.0,53.0,5.0,1:27.561,218.028,1
19775,822,724,144,125,15,8.0,8,8,0.0,16,,,,,,,12
18261,754,500,171,4,8,,R,13,0.0,27,,,,,,,5
19821,824,609,6,8,8,6.0,6,6,0.0,79,,,,,,,11
7542,336,122,41,16,14,,R,19,0.0,46,,,,,,,37
14295,581,250,34,8,2,8.0,8,8,0.0,69,,,,,,,11
21951,891,814,10,14,5,,R,20,0.0,26,,,21.0,19.0,1:54.757,219.719,4
15640,632,224,180,2,5,,R,14,0.0,58,,,,,,,5
15685,634,278,82,20,4,,R,13,0.0,45,,,,,,,24
18528,767,456,87,7,9,4.0,4,4,3.0,74,,,,,,,11
2613,143,23,3,5,2,,R,13,0.0,54,,,,,,,20
13306,545,250,34,8,2,13.0,13,13,0.0,76,,,,,,,12
12590,520,197,25,4,16,3.0,3,3,4.0,67,,,,,,,11
16171,654,320,187,9,21,14.0,14,14,0.0,100,,,,,,,18
16323,663,356,182,28,7,,R,14,0.0,6,,,,,,,44
19972,830,704,154,87,11,,R,12,0.0,17,,,,,,,3
17896,740,418,170,44,12,10.0,10,10,0.0,29,,,,,,,11
2749,149,2,15,16,10,,R,17,0.0,54,,,,,,,30
18037,744,455,172,56,28,,R,30,0.0,1,,,,,,,5
12055,500,200,21,30,19,6.0,6,6,1.0,77,,,,,,,11
5276,262,30,22,5,1,1.0,1,1,10.0,69,1:44:32.1,6272100.0,,,,,1
18802,779,427,6,16,8,,R,12,0.0,23,,,,,,,10
455,39,17,9,15,19,,R,21,0.0,7,,,4.0,21.0,1:26.323,194.131,9
22082,897,819,207,20,19,19.0,19,19,0.0,54,,,50.0,18.0,1:46.432,187.860,11
958,62,31,1,4,11,,R,18,0.0,0,,,,,,,3
6926,318,99,36,14,22,12.0,12,12,0.0,63,,,,,,,12
7576,2,10,7,10,3,3.0,3,3,3.0,31,+23.513,4275605.0,18.0,16.0,1:39.406,200.740,1
6138,293,99,36,15,22,,R,22,0.0,24,,,,,,,5
14268,580,222,25,3,7,7.0,7,7,0.0,74,,,,,,,11
16200,655,289,32,14,8,,R,16,0.0,4,,,,,,,25
11900,494,177,56,20,0,,F,27,0.0,0,,,,,,,81
19547,813,640,105,31,26,,R,19,0.0,34,,,,,,,8
18006,743,490,170,35,0,,W,32,0.0,0,,,,,,,54
15806,639,223,6,5,4,,R,19,0.0,8,,,,,,,5
8830,382,94,18,23,0,,F,28,0.0,0,,,,,,,81
3183,169,35,16,22,16,12.0,12,12,0.0,75,,,,,,,12
1987,113,51,18,18,18,13.0,13,13,0.0,67,,,,,,,12
1264,77,18,16,3,13,10.0,10,10,0.0,59,+1:35.786,5602434.0,20.0,12.0,1:31.955,201.542,1
18529,767,578,6,5,6,5.0,5,5,2.0,74,,,,,,,11
12396,512,222,6,11,5,,R,20,0.0,0,,,,,,,4
4459,227,21,18,21,18,13.0,13,13,0.0,65,,,,,,,12
7520,335,129,45,14,0,,F,27,0.0,0,,,,,,,81
18686,774,554,66,8,8,,R,10,0.0,42,,,,,,,8
18089,747,475,32,28,1,1.0,1,1,8.0,100,2:53:45.5,10425500.0,,,,,1
8245,365,160,45,18,22,,R,24,0.0,20,,,,,,,10
12511,517,199,32,2,10,4.0,4,4,3.0,70,+46.49,6046020.0,,,,,1
14372,584,238,32,5,17,10.0,10,10,0.0,54,+1:36.02,6114860.0,,,,,1
6607,308,142,42,31,0,,F,33,0.0,0,,,,,,,97
7425,332,90,44,33,0,,F,31,0.0,0,,,,,,,97
11458,480,182,1,8,4,3.0,3,3,4.0,80,+1:00.343,5621430.0,,,,,1
22959,949,20,6,5,3,,W,21,0.0,0,,,,0.0,,,5
5405,266,65,32,12,24,,R,19,0.0,34,,,,,,,10
9695,415,77,22,20,2,7.0,7,7,0.0,49,,,,,,,13
15222,616,232,6,4,6,7.0,7,7,0.0,53,,,,,,,11
513,42,26,5,19,20,13.0,13,13,0.0,71,,,66.0,16.0,1:15.092,200.969,12
17352,716,289,66,18,3,,R,20,0.0,0,,,,,,,8
763,53,21,4,2,9,,R,21,0.0,21,,,15.0,17.0,1:34.320,206.564,9
673,49,25,3,17,15,,R,19,0.0,34,,,18.0,18.0,1:51.270,226.605,32
10996,464,137,34,5,4,1.0,1,1,9.0,52,1:23:10.880,4990880.0,,,,,1
2385,132,17,18,23,20,15.0,15,15,0.0,58,,,,,,,12
17613,727,385,6,24,7,,R,13,0.0,36,,,,,,,80
2694,147,55,20,22,11,6.0,6,6,1.0,77,,,,,,,11
11892,494,119,21,29,10,,R,19,0.0,16,,,,,,,22
4916,247,85,30,17,24,,R,18,0.0,21,,,,,,,20
1088,68,29,8,23,19,16.0,16,16,0.0,52,,,42.0,19.0,1:41.847,192.677,14
8316,367,122,37,16,18,,R,17,0.0,30,,,,,,,5
11603,484,218,57,14,0,,W,30,0.0,0,,,,,,,54
4885,246,87,1,7,13,11.0,11,11,0.0,70,,,,,,,12
15647,632,340,200,24,21,,R,21,0.0,30,,,,,,,24
9665,414,95,3,5,4,3.0,3,3,4.0,75,,,,,,,11
578,45,19,8,23,15,12.0,12,12,0.0,59,,,46.0,13.0,1:35.282,194.504,11
5846,283,118,29,9,9,4.0,4,4,3.0,76,,,,,,,11
16126,652,363,6,6,15,,R,16,0.0,14,,,,,,,69
15562,629,341,63,7,22,,R,18,0.0,20,,,,,,,69
17854,738,360,170,26,7,6.0,6,6,1.0,95,,,,,,,15
19065,792,645,105,26,20,,R,9,0.0,54,,,,,,,32
227,28,16,10,20,20,,R,19,0.0,62,,,29.0,19.0,1:23.650,188.542,23
14966,605,290,34,12,13,6.0,6,6,1.0,95,,,,,,,11
10118,431,172,27,26,20,,R,15,0.0,40,,,,,,,5
20970,849,17,9,2,1,3.0,3,3,15.0,52,+16.947,5338143.0,49.0,4.0,1:35.665,221.686,1
3702,193,56,6,4,4,3.0,3,3,4.0,72,+57.745,6573845.0,,,,,1
17103,704,346,181,28,10,13.0,13,13,0.0,55,,,,,,,113
13710,559,119,58,16,13,6.0,6,6,1.0,72,,,,,,,11
17774,734,463,172,30,0,,F,29,0.0,0,,,,,,,81
6832,315,95,3,5,3,,R,20,0.0,22,,,,,,,10
22147,900,20,9,1,12,,R,18,0.0,3,,,26.0,17.0,1:37.064,196.682,5
21430,868,30,131,7,3,7.0,7,7,6.0,52,+29.153,5140441.0,52.0,6.0,1:35.191,222.789,1
20689,352,155,15,23,14,7.0,7,7,6.0,53,+1:04.038,5491361.0,50.0,6.0,1:34.486,221.251,1
14117,574,224,56,30,15,9.0,9,9,0.0,57,,,,,,,12
9760,417,177,1,2,7,,R,19,0.0,41,,,,,,,10
18069,746,427,170,38,8,3.0,3,3,0.0,80,+36.9,8306400.0,,,,,1
375,36,3,3,16,12,7.0,7,7,2.0,57,,,40.0,5.0,1:26.721,220.140,11
2277,127,63,7,24,16,,R,17,0.0,26,,,,,,,6
21982,893,18,1,5,8,7.0,7,7,6.0,61,+1:23.354,7236486.0,46.0,15.0,1:51.740,163.182,1
12709,524,173,58,18,24,,R,18,0.0,33,,,,,,,8
18508,766,479,118,30,1,,R,15,0.0,22,,,,,,,5
16069,17,18,23,22,5,3.0,3,3,6.0,55,+18.467,5661881.0,49.0,6.0,1:40.642,198.668,1
19837,824,664,125,28,2,,R,22,0.0,4,,,,,,,22
1507,89,42,3,8,13,13.0,13,13,0.0,55,,,52.0,9.0,1:34.560,207.525,59
7247,327,139,35,21,24,,R,26,0.0,7,,,,,,,23
9271,398,110,34,8,10,,R,25,0.0,7,,,,,,,22
8800,381,141,25,4,0,,F,29,0.0,0,,,,,,,81
9980,426,123,21,18,12,9.0,9,9,0.0,52,,,,,,,11
