driverstandingsid,raceid,driverid,points,position,positiontext,wins
44874,811,657,9.0,3,3,1
20630,425,163,3.0,13,13,0
4467,200,35,12.0,7,7,0
10415,249,49,7.0,9,9,0
55266,619,333,3.0,15,15,0
23289,497,202,9.0,13,13,0
51437,708,415,0.0,52,52,0
21462,449,176,1.0,20,20,0
44024,831,773,0.0,29,29,0
16464,336,133,2.0,16,16,0
17659,2,16,0.0,12,12,0
64294,355,20,256.0,1,1,5
46867,790,556,0.0,68,68,0
18960,371,90,0.0,35,35,0
50211,754,522,0.0,54,54,0
58358,558,224,11.0,12,12,0
67316,939,815,39.0,9,9,0
64031,348,3,94.0,7,7,0
65233,871,5,0.0,20,20,0
49916,750,530,0.0,48,48,0
55944,604,319,0.0,49,49,0
53145,632,304,1.0,6,6,0
52019,806,647,0.0,65,65,0
57939,549,205,0.0,26,26,0
20803,429,186,0.0,29,29,0
10487,251,91,0.0,30,30,0
11403,142,50,0.0,9,9,0
52949,659,361,6.0,6,6,0
63852,341,10,0.0,24,24,0
9554,282,105,0.0,25,25,0
49378,772,558,0.0,41,41,0
54518,649,358,36.0,1,1,4
11845,128,22,6.0,6,6,0
17637,320,140,0.0,37,37,0
68404,980,838,1.0,18,18,0
57926,549,231,9.0,6,6,0
17512,317,127,0.0,24,24,0
49591,775,547,0.0,38,38,0
10285,244,22,0.0,14,14,0
63701,728,397,0.0,47,47,0
15966,324,94,0.0,14,14,0
13196,69,34,0.0,25,25,0
64826,857,17,221.0,4,4,0
20797,429,137,13.0,7,7,1
29870,17,7,2.0,19,19,0
16050,326,90,0.0,28,28,0
3429,174,60,0.0,21,21,0
4302,192,49,6.0,3,3,0
11904,131,21,6.0,8,8,0
251,30,7,4.0,17,17,0
52677,685,358,3.0,12,12,0
65246,872,8,141.0,3,3,0
21610,453,160,0.0,29,29,0
58206,555,254,1.0,20,20,0
7002,296,104,0.0,22,22,0
12600,99,15,46.0,4,4,1
48618,735,438,0.0,24,24,0
245,30,1,76.0,1,1,4
49635,775,523,0.0,64,64,0
67449,942,18,16.0,16,16,0
51353,706,402,0.0,34,34,0
44836,810,528,0.0,63,63,0
55302,590,308,0.0,16,16,0
12421,123,11,3.0,18,18,0
56803,568,281,0.0,37,37,0
67473,943,830,47.0,10,10,0
13988,52,16,1.0,19,19,0
16272,332,102,72.0,1,1,6
3409,173,63,6.0,11,11,0
19745,397,157,0.0,21,21,0
10781,213,78,1.0,15,15,0
68044,965,807,54.0,9,9,0
49089,768,592,0.0,17,17,0
54478,648,280,7.0,8,8,0
65871,895,1,161.0,4,4,1
57122,575,279,0.0,50,50,0
55108,615,262,0.0,23,23,0
63349,719,289,9.0,1,1,1
55404,594,182,21.0,2,2,1
49504,774,554,9.0,11,11,0
44292,820,526,8.0,4,4,1
68218,972,1,73.0,2,2,1
65013,863,10,0.0,19,19,0
49177,769,537,0.0,60,60,0
19534,389,102,6.0,4,4,0
19021,373,112,0.0,19,19,0
21788,459,152,0.0,20,20,0
66232,263,50,0.0,35,35,0
1434,82,15,31.0,6,6,0
