constructorresultsid,raceid,constructorid,points,status
15541,979,131,27.0,
5321,439,27,1.0,
2436,245,28,0.0,
5425,446,27,0.0,
4177,365,27,0.0,
13877,525,54,0.0,
10764,714,6,9.0,
11798,652,6,9.0,
2168,221,24,0.0,
1731,182,1,10.0,
13779,519,21,0.0,
12946,563,58,0.0,
372,53,4,10.0,
2759,270,6,2.0,
12931,562,57,0.0,
2997,288,17,0.0,
3785,334,18,0.0,
3254,305,32,0.0,
15424,967,3,0.0,
13591,538,57,0.0,
3329,309,34,0.0,
636,77,17,0.0,
13771,519,4,13.0,
15065,931,6,26.0,
2302,233,6,0.0,
844,98,15,0.0,
2688,265,33,1.0,
10614,727,34,6.0,
13486,532,57,0.0,
14561,877,6,24.0,
9872,763,117,0.0,
12597,578,3,0.0,
2017,207,26,0.0,
5866,475,25,0.0,
1330,145,20,0.0,
11882,636,63,0.0,
2706,266,31,0.0,
2355,239,6,6.0,
12075,622,66,0.0,
9893,756,105,0.0,
2644,262,3,8.0,
198,37,2,5.0,
2209,225,25,2.0,
621,76,4,5.0,
4990,416,21,0.0,
15428,968,131,43.0,
14017,346,205,0.0,
687,82,17,0.0,
6141,491,56,0.0,
824,96,17,0.0,
755,89,17,0.0,
1406,152,21,0.0,
3380,312,26,0.0,
13622,540,59,0.0,
10968,707,183,6.0,
4640,391,22,0.0,
3260,305,42,0.0,
1482,159,21,0.0,
1420,153,22,0.0,
5907,477,37,0.0,
15325,958,4,0.0,
766,90,17,0.0,
12831,585,76,0.0,
13706,512,60,0.0,
5706,464,50,0.0,
4242,368,49,0.0,
15140,939,5,6.0,
15282,954,15,0.0,
240,41,1,12.0,D
3097,295,1,10.0,
15532,978,9,22.0,
3449,316,35,0.0,
13468,531,3,0.0,
3059,292,27,0.0,
12403,594,57,0.0,
9875,763,32,0.0,
4219,367,39,0.0,
6321,502,45,0.0,
5648,461,3,1.0,
138,31,4,5.0,
961,110,15,4.0,
13086,572,32,0.0,
4541,385,37,0.0,
2583,257,31,0.0,
1975,204,1,3.0,
3989,356,32,0.0,
11773,649,63,0.0,
5473,449,21,0.0,
12142,628,81,0.0,
13790,520,1,3.0,
15479,973,131,25.0,
14898,908,3,18.0,
10356,732,32,0.0,
2625,260,31,0.0,
1241,137,3,6.0,
14599,880,131,10.0,
1571,167,19,0.0,
12464,599,1,6.0,
3884,7,9,14.0,
2180,222,18,0.0,
13320,555,37,0.0,
1800,188,1,2.0,
13310,554,32,0.0,
10969,707,6,3.0,
14583,878,164,0.0,
973,111,7,0.0,
13625,540,21,0.0,
4012,357,32,0.0,
2206,225,22,6.0,
1295,142,21,0.0,
