constructorid,constructorref,name,nationality,url
1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
3,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
4,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_F1
5,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso
6,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
7,toyota,Toyota,Japanese,http://en.wikipedia.org/wiki/Toyota_Racing
8,super_aguri,Super Aguri,Japanese,http://en.wikipedia.org/wiki/Super_Aguri_F1
9,red_bull,Red Bull,Austrian,http://en.wikipedia.org/wiki/Red_Bull_Racing
10,force_india,Force India,Indian,http://en.wikipedia.org/wiki/Force_India
15,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber
16,bar,BAR,British,http://en.wikipedia.org/wiki/British_American_Racing
18,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
20,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
21,arrows,Arrows,British,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International
22,benetton,Benetton,Italian,http://en.wikipedia.org/wiki/Benetton_Formula
23,brawn,Brawn,British,http://en.wikipedia.org/wiki/Brawn_GP
25,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
27,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
29,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows
30,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
32,team_lotus,Team Lotus,British,http://en.wikipedia.org/wiki/Team_Lotus
34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
35,dallara,Dallara,Italian,http://en.wikipedia.org/wiki/Dallara
36,fondmetal,Fondmetal,Italian,http://en.wikipedia.org/wiki/Fondmetal
37,march,March,British,http://en.wikipedia.org/wiki/March_Engineering
39,ags,AGS,French,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives
41,leyton,Leyton House,British,http://en.wikipedia.org/wiki/Leyton_House
42,coloni,Coloni,Italian,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems
44,eurobrun,Euro Brun,Italian,http://en.wikipedia.org/wiki/Euro_Brun
45,osella,Osella,Italian,http://en.wikipedia.org/wiki/Osella
56,fittipaldi,Fittipaldi,Brazilian,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29
57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
58,shadow,Shadow,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM
82,matra,Matra,French,http://en.wikipedia.org/wiki/Matra
87,cooper,Cooper,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
105,maserati,Maserati,Italian,http://en.wikipedia.org/wiki/Maserati
118,vanwall,Vanwall,British,http://en.wikipedia.org/wiki/Vanwall
125,connaught,Connaught,British,http://en.wikipedia.org/wiki/Connaught_Engineering
131,mercedes,Mercedes,German,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One
132,lancia,Lancia,Italian,http://en.wikipedia.org/wiki/Lancia_in_Formula_One
144,veritas,Veritas,German,http://en.wikipedia.org/wiki/Veritas_(constructor)
154,lago,Talbot-Lago,French,http://en.wikipedia.org/wiki/Talbot-Lago
170,cooper-climax,Cooper-Climax,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
171,cooper-castellotti,Cooper-Castellotti,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
172,lotus-climax,Lotus-Climax,British,http://en.wikipedia.org/wiki/Team_Lotus
180,lotus-ford,Lotus-Ford,British,http://en.wikipedia.org/wiki/Team_Lotus
181,brabham-brm,Brabham-BRM,British,http://en.wikipedia.org/wiki/Brabham
182,brabham-ford,Brabham-Ford,British,http://en.wikipedia.org/wiki/Brabham
187,mclaren-ford,McLaren-Ford,British,http://en.wikipedia.org/wiki/Team_McLaren
200,march-ford,March-Ford,British,http://en.wikipedia.org/wiki/March_Engineering
207,caterham,Caterham,Malaysian,http://en.wikipedia.org/wiki/Caterham_F1
2,bmw_sauber,BMW Sauber,German,http://en.wikipedia.org/wiki/BMW_Sauber
11,honda,Honda,Japanese,http://en.wikipedia.org/wiki/Honda_Racing_F1
12,spyker,Spyker,Dutch,http://en.wikipedia.org/wiki/Spyker_F1
17,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
24,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
31,simtek,Simtek,British,http://en.wikipedia.org/wiki/Simtek
164,hrt,HRT,Spanish,http://en.wikipedia.org/wiki/Hispania_Racing
166,virgin,Virgin,British,http://en.wikipedia.org/wiki/Virgin_Racing
206,marussia,Marussia,Russian,http://en.wikipedia.org/wiki/Marussia_F1
208,lotus_f1,Lotus F1,British,http://en.wikipedia.org/wiki/Lotus_F1
209,manor,Manor Marussia,British,http://en.wikipedia.org/wiki/Manor_Motorsport
