targetid,raceid,driverid,win
47299,782,496,0
12071,139,37,0
57638,540,219,0
52771,687,322,0
49669,775,605,0
3197,164,49,0
63591,726,403,0
58369,558,200,0
18987,372,140,0
65957,899,4,0
46616,787,581,1
16269,331,139,0
50806,712,401,0
51352,706,425,0
12842,54,11,0
68418,981,8,0
3789,73,4,1
62155,759,437,0
48140,740,385,0
49005,766,582,0
10892,217,79,0
65444,877,4,0
20153,410,179,0
47026,777,478,0
50104,753,504,0
62320,762,356,0
1386,80,32,0
13108,66,24,0
21855,461,105,0
52747,687,383,0
19098,375,78,0
67634,951,8,0
66323,265,70,0
3213,165,35,0
64496,846,3,0
46250,795,631,0
63455,722,430,0
64524,847,155,0
54548,650,340,0
58382,558,178,0
48091,739,475,0
49170,769,449,0
18516,364,55,0
12577,98,31,0
304,32,22,0
44361,821,526,0
46966,791,619,0
21777,459,188,0
18676,368,159,0
55587,598,233,0
56328,586,282,0
57887,548,172,0
63970,345,37,0
18200,357,118,0
44677,824,703,0
67145,931,13,0
49613,775,588,0
61952,756,479,0
68311,976,826,0
51108,701,383,0
3844,78,27,0
61998,757,553,0
19213,379,163,0
58410,558,271,0
65082,866,818,0
57812,545,257,0
22800,485,175,0
9415,277,102,0
46114,793,625,0
54944,611,290,0
51187,703,383,0
48909,697,328,0
59280,509,152,0
46774,789,592,0
63856,341,812,0
1200,71,17,0
17613,320,131,0
51894,805,676,0
52968,660,340,0
46320,796,593,0
44968,812,555,0
54376,644,360,0
55460,595,233,0
58673,519,212,0
59163,505,227,0
12236,115,4,0
48319,745,475,0
63834,341,13,0
19029,373,119,0
55445,595,182,0
58474,512,172,1
50159,753,542,0
58142,554,251,0
55937,604,269,0
50340,755,353,0
12869,56,30,1
