raceid,driverid,stop,lap,time,duration,milliseconds
897,807,3,34,18:05:56,16.147,16147
880,818,2,24,17:41:44,24.688,24688
848,30,2,15,14:30:59,30.665,30665
980,840,2,29,14:59:01,23.109,23109
977,1,1,31,14:38:58,20.761,20761
843,10,2,28,15:54:22,21.908,21908
883,813,3,39,16:11:04,22.066,22066
891,17,2,29,15:00:00,23.477,23477
844,18,2,26,15:44:37,22.639,22639
884,821,1,13,14:23:38,22.144,22144
850,3,2,36,15:03:03,20.975,20975
967,20,2,20,14:48:05,33:30.637,2010637
907,825,1,10,14:15:40,21.670,21670
956,835,4,50,15:06:59,22.728,22728
872,819,1,18,14:31:32,24.039,24039
881,821,3,36,17:09:30,22.394,22394
948,832,3,31,17:16:00,22.392,22392
875,818,1,13,15:27:09,20.865,20865
888,822,2,54,15:36:20,45.695,45695
941,817,1,12,14:27:08,29.732,29732
894,813,1,7,15:16:37,23.470,23470
844,2,3,36,16:00:31,20.872,20872
857,18,1,18,15:31:05,21.092,21092
855,17,3,34,16:03:28,21.455,21455
911,20,3,34,15:10:16,23.190,23190
845,808,3,41,15:06:36,21.739,21739
861,5,4,38,18:18:52,23.782,23782
957,830,1,7,13:18:23,31.995,31995
864,13,3,29,14:48:17,19.699,19699
906,8,1,17,14:31:08,23.925,23925
883,822,3,47,16:24:37,23.837,23837
877,3,1,1,17:05:24,29.277,29277
844,1,1,9,15:17:38,20.833,20833
881,20,3,32,17:01:24,21.482,21482
886,822,1,14,14:22:18,22.242,22242
953,830,1,12,14:24:33,25.604,25604
904,813,1,15,14:27:21,27.851,27851
858,815,1,2,17:07:22,24.654,24654
950,837,3,40,15:17:16,24.369,24369
978,807,1,24,13:46:27,30.841,30841
971,13,2,37,19:06:22,24.240,24240
841,153,1,1,17:05:23,26.898,26898
893,821,1,11,20:25:19,29.364,29364
841,16,2,37,18:02:15,23.871,23871
970,815,3,5,14:15:49,17.312,17312
942,826,2,38,15:20:45,25.205,25205
949,825,3,38,19:07:57,24.341,24341
976,20,1,12,17:25:26,20.059,20059
982,839,3,3,20:13:09,24.664,24664
875,807,2,32,16:00:43,20.982,20982
879,817,2,19,14:31:25,21.182,21182
843,155,2,30,15:56:28,21.936,21936
916,821,3,40,15:17:42,24.726,24726
888,824,2,18,14:34:30,20.371,20371
844,3,1,10,15:19:09,22.573,22573
945,829,1,23,17:47:03,22.913,22913
897,18,1,2,17:07:35,27.176,27176
962,8,1,1,20:06:21,24.874,24874
853,10,1,20,14:36:42,25.147,25147
888,8,3,49,15:27:24,19.390,19390
901,20,1,13,16:27:33,24.432,24432
869,807,1,12,14:19:41,18.442,18442
975,836,1,1,14:05:02,51.757,51757
928,828,1,14,14:28:36,23.846,23846
901,20,2,31,17:00:00,24.728,24728
855,20,2,19,15:35:48,21.596,21596
967,1,2,28,15:37:24,24:42.048,1482048
859,17,2,38,14:52:52,20.990,20990
851,1,2,26,14:45:16,20.803,20803
941,831,1,34,15:08:41,30.362,30362
862,155,3,38,16:10:03,21.795,21795
929,20,3,36,19:04:29,33.921,33921
885,820,2,48,15:38:30,19.553,19553
884,818,4,37,15:01:38,29.740,29740
956,825,4,49,15:05:46,27.119,27119
929,807,2,25,18:46:33,24.679,24679
970,839,4,6,14:18:36,17.366,17366
910,13,3,45,15:19:26,22.278,22278
911,154,3,27,14:57:40,24.569,24569
901,18,3,39,17:15:13,25.028,25028
866,818,1,16,14:24:55,22.278,22278
887,16,1,12,13:23:29,24.807,24807
966,821,2,48,14:13:40,23.110,23110
913,828,2,30,21:04:09,30.364,30364
871,5,2,27,15:02:21,21.931,21931
861,39,2,37,18:18:02,27.700,27700
982,836,3,3,20:13:22,27.865,27865
979,828,2,63,15:36:20,24.097,24097
906,4,2,44,15:07:33,23.790,23790
915,807,1,24,15:46:32,30.096,30096
883,823,1,2,15:08:11,28.344,28344
952,828,2,24,14:42:39,23.122,23122
950,821,2,34,15:06:14,22.963,22963
960,831,1,1,14:05:52,26.390,26390
881,817,1,6,16:15:56,22.416,22416
914,1,1,2,15:06:11,18:57.295,1137295
845,808,2,26,14:43:33,24.232,24232
914,822,2,11,15:48:14,24.465,24465
864,807,2,19,14:32:55,20.558,20558
891,821,3,41,15:23:35,17.433,17433
957,13,2,16,13:36:16,29.403,29403
949,825,2,24,18:44:29,24.383,24383
851,814,3,42,15:10:06,20.935,20935
902,825,2,25,18:47:29,24.559,24559
855,153,1,17,15:33:17,21.792,21792
956,821,3,29,14:40:44,18.308,18308
854,1,4,29,21:01:31,30.706,30706
853,817,2,20,14:55:30,30.777,30777
