qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
1225,81,21,4,6,7,1:21.010,,
276,31,4,4,5,8,1:36.297,1:36.518,1:39.751
6181,913,818,5,25,12,1:47.407,1:46.989,
1193,79,2,3,8,15,1:12.430,,
2789,265,44,27,26,12,1:46.185,,
1557,161,15,17,6,11,1:27.164,,
4741,849,808,4,10,14,1:34.428,1:32.734,
1224,81,22,6,2,6,1:20.906,,
4113,91,32,19,15,13,1:35.158,,
2856,268,55,6,27,1,1:23.844,,
2163,230,44,27,9,8,1:22.685,,
2550,255,77,6,28,5,1:39.040,,
347,34,16,10,20,19,1:37.730,,
7337,978,836,15,94,18,1:42.593,,
6241,916,18,1,22,7,1:38.574,1:38.024,1:37.655
1223,81,15,7,16,5,1:20.459,,
5445,880,13,6,4,4,1:44.635,1:36.666,1:28.490
5691,892,815,1,6,8,1:24.635,1:24.592,1:24.502
3593,348,13,6,7,4,1:21.299,1:20.857,1:20.331
247,29,22,11,17,19,1:39.811,,
846,57,24,5,20,16,1:32.651,1:31.728,
2065,225,73,29,16,17,1:20.440,,
6258,917,20,9,1,6,1:11.880,1:11.129,1:10.938
469,40,14,9,14,13,1:17.204,1:16.319,
4347,103,17,19,14,7,1:58.729,,
7305,977,830,9,33,6,1:05.779,1:04.948,1:04.983
3846,112,18,16,17,5,1:18.704,,
1260,83,31,1,10,2,1:20.779,,
4032,121,43,7,21,12,1:22.914,,
6690,948,817,9,3,8,1:26.945,1:25.599,1:25.589
4493,74,21,4,6,13,1:21.708,1:25.002,
6412,931,832,5,55,8,1:17.246,1:16.762,1:16.931
3342,337,808,4,12,17,1:56.167,1:56.619,
5036,862,37,164,22,23,1:40.411,,
3300,16,24,10,21,15,1:24.645,,
251,30,5,1,23,3,1:46.812,1:46.037,1:47.815
6987,962,3,131,6,1,1:45.316,1:43.020,1:42.584
3731,353,810,166,25,22,1:42.325,,
6434,932,815,10,11,10,1:16.827,1:15.974,1:16.338
7098,967,8,6,7,3,1:12.100,1:12.301,1:11.404
1578,173,65,19,8,10,1:37.329,,
4958,859,815,15,17,17,1:14.430,1:14.182,
388,36,24,5,18,20,1:29.267,,
6438,932,4,1,14,14,1:17.012,1:16.276,
1336,86,27,18,21,18,1:49.842,,
2149,229,84,17,12,16,1:22.519,,
585,45,24,5,18,19,1:33.148,,
7342,979,822,131,77,3,1:18.058,1:17.362,1:16.530
821,56,3,3,10,13,1:24.495,1:23.966,
4751,849,817,164,22,24,1:38.059,,
2350,246,85,30,17,21,1:23.466,,
3726,353,67,5,16,17,1:38.621,1:38.594,
2957,271,101,31,31,24,1:41.659,,
2540,254,81,29,9,19,1:18.114,,
1630,176,37,21,14,18,1:20.075,,
509,42,17,9,15,9,1:13.425,1:12.788,1:13.871
5026,862,813,3,18,13,1:36.528,1:36.283,
6337,927,8,6,7,11,1:40.415,1:42.173,
296,32,10,7,12,8,1:45.184,1:44.441,1:46.328
2168,230,50,29,17,13,1:23.371,,
1822,207,21,17,12,14,1:33.552,,
5772,896,20,9,1,1,1:25.943,1:24.568,1:24.119
2677,261,109,22,6,4,1:22.983,,
3073,5,4,4,7,8,1:21.186,1:20.509,1:21.392
741,52,16,12,20,21,1:15.217,,
390,36,27,12,21,22,1:31.932,,
990,64,22,11,11,6,1:15.757,1:14.652,1:14.934
4529,76,13,15,12,11,1:16.218,1:18.902,
3780,355,811,164,21,23,1:45.085,,
5752,895,1,131,10,3,1:32.340,1:31.636,1:31.253
4030,121,35,16,16,10,1:22.717,,
7058,965,20,6,5,6,1:37.151,1:36.462,1:36.358
6427,932,8,6,7,3,1:16.259,1:15.348,1:15.014
7399,981,154,210,8,20,1:43.355,,
6405,931,1,131,44,1,1:16.588,1:15.864,1:15.098
3004,1,16,10,20,19,1:26.742,,
1497,156,4,18,21,17,1:13.991,,
2615,257,105,18,24,22,1:19.517,,
5699,892,814,10,14,16,1:25.009,1:25.077,
5429,879,811,3,19,12,1:15.333,1:14.219,
3767,355,808,4,12,10,1:41.018,1:40.658,1:40.901
7078,966,817,9,3,4,1:19.713,1:19.553,1:19.133
6242,916,825,1,20,8,1:38.557,1:38.047,1:37.706
309,33,1,1,22,1,1:18.071,1:17.462,1:18.404
4587,843,18,1,4,2,1:35.924,1:34.662,1:34.421
3395,339,812,164,20,22,1:56.299,,
4251,98,43,7,16,11,1:11.691,,
3028,3,17,9,14,3,1:35.751,1:35.173,1:36.466
3684,351,811,164,21,23,1:54.174,,
2537,254,69,18,24,16,1:16.887,,
2018,216,22,24,22,12,1:43.272,,
199,27,10,7,12,11,1:15.560,1:15.508,
2300,244,92,30,16,21,1:29.039,,
