raceid,driverid,stop,lap,time,duration,milliseconds
841,18,1,17,17:30:24,16.867,16867
847,155,2,53,16:39:22,24.618,24618
850,30,2,37,15:04:59,20.299,20299
863,17,2,23,15:42:40,22.649,22649
955,13,1,7,17:17:02,19.445,19445
856,20,2,34,16:05:58,20.170,20170
855,20,2,19,15:35:48,21.596,21596
907,155,1,14,14:21:00,22.480,22480
865,13,1,31,14:45:47,24.993,24993
865,1,1,29,14:43:03,25.748,25748
974,815,2,63,15:26:16,25.026,25026
957,154,2,16,13:36:36,30.882,30882
960,20,1,1,14:05:53,22.403,22403
933,831,1,24,14:36:49,22.803,22803
850,10,1,22,14:41:05,22.252,22252
982,838,5,27,21:06:56,36.138,36138
908,4,1,25,14:46:13,34.410,34410
896,815,2,33,15:54:42,24.910,24910
956,828,3,29,14:40:41,19.041,19041
917,815,1,5,14:09:55,23.467,23467
869,13,2,24,14:36:49,19.137,19137
911,154,2,13,14:30:15,22.838,22838
968,20,2,37,18:09:47,21.872,21872
861,13,4,38,18:18:08,26.934,26934
861,18,5,39,18:19:49,23.477,23477
881,813,2,13,16:29:27,32.561,32561
907,8,1,15,14:22:00,21.914,21914
903,820,1,12,15:25:48,23.781,23781
872,5,1,17,14:29:51,22.737,22737
874,818,2,35,16:04:02,21.431,21431
862,155,1,9,15:19:30,21.551,21551
898,814,1,22,13:45:29,24.444,24444
873,155,1,14,20:31:56,30.693,30693
963,832,2,37,16:09:13,24.473,24473
871,10,1,11,14:29:54,22.463,22463
873,155,2,30,21:03:49,30.842,30842
940,154,2,33,14:59:32,24.554,24554
844,17,3,35,15:58:20,20.843,20843
934,826,1,18,13:35:17,28.347,28347
884,821,2,28,14:46:47,19.988,19988
973,13,3,33,14:53:10,23.066,23066
843,24,3,45,16:25:39,23.499,23499
854,17,1,12,20:27:10,30.462,30462
854,3,3,29,21:01:12,30.261,30261
942,813,1,18,14:40:42,27.851,27851
982,839,6,38,21:29:07,29.134,29134
914,8,3,23,16:12:06,32.466,32466
965,828,1,17,14:34:12,25.229,25229
956,837,4,50,15:07:11,25.234,25234
982,807,2,2,20:09:52,25.093,25093
844,30,1,2,15:06:35,30.182,30182
936,3,4,46,15:17:13,17.780,17780
955,1,1,15,17:31:52,20.108,20108
956,4,3,28,14:38:36,16.764,16764
878,13,1,26,13:49:03,21.520,21520
845,13,1,11,14:20:19,20.800,20800
855,4,2,21,15:39:11,21.319,21319
843,5,2,40,16:14:27,21.890,21890
900,825,2,37,18:09:47,22.273,22273
937,154,1,9,14:24:43,23.717,23717
961,831,3,5,14:26:32,36.594,36594
954,831,1,9,14:15:49,23.987,23987
934,13,1,20,13:38:21,29.369,29369
980,828,3,29,14:59:55,23.792,23792
950,20,1,4,14:10:50,30.115,30115
854,815,2,29,21:01:17,33.344,33344
855,1,1,8,15:17:14,21.091,21091
879,13,2,19,14:31:32,21.680,21680
964,831,1,25,14:46:10,25.131,25131
842,17,1,10,16:21:21,22.572,22572
885,815,1,29,14:42:57,24.672,24672
882,822,2,34,16:04:01,22.217,22217
873,155,3,50,21:48:02,36.146,36146
917,1,1,8,14:13:27,23.351,23351
967,815,1,20,14:47:46,33:28.398,2008398
914,820,1,2,15:06:52,18:55.937,1135937
864,154,2,26,14:43:10,21.215,21215
899,823,1,24,14:36:01,23.732,23732
874,20,2,37,16:06:11,20.346,20346
962,1,1,1,20:06:19,24.453,24453
876,13,1,28,15:46:40,21.100,21100
869,39,1,22,14:34:43,19.535,19535
982,807,6,38,21:28:16,1:08.357,68357
849,30,1,9,13:20:38,30.242,30242
914,20,3,29,16:22:58,23.443,23443
