constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
26202,932,15,21.0,6,6,0
5747,153,15,20.0,4,4,0
8348,311,39,0.0,16,16,0
19350,741,101,0.0,9,9,0
9405,386,6,65.0,2,2,1
9639,401,22,22.0,5,5,0
10027,425,18,0.0,15,15,0
10357,444,45,2.0,11,11,0
9038,369,32,9.0,7,7,0
25946,901,10,19.0,5,5,0
25720,271,1,38.0,4,4,0
18868,759,105,0.0,6,6,0
20094,712,176,3.0,6,6,0
10536,455,55,1.0,7,7,0
9633,400,33,2.0,10,10,0
9533,394,49,2.0,9,9,0
6072,117,15,9.0,8,8,0
6509,70,1,110.0,3,3,0
13926,17,9,153.5,2,2,6
23349,555,69,0.0,18,18,0
2566,237,18,0.0,10,10,0
5105,245,18,0.0,10,10,0
19105,753,101,0.0,9,9,0
2557,236,17,15.0,5,5,0
22057,608,63,0.0,10,10,0
20702,696,190,0.0,14,14,0
83,25,8,0.0,11,11,0
10613,460,54,0.0,13,13,0
9355,383,27,0.0,14,14,0
9592,398,32,55.0,2,2,2
6215,97,17,5.0,7,7,0
24832,863,3,18.0,7,7,0
24012,514,4,0.0,12,12,0
694,84,3,52.0,5,5,0
24844,864,3,43.0,6,6,1
25105,877,10,95.0,7,7,0
22414,603,34,26.0,5,5,2
11019,482,4,62.0,3,3,4
1581,170,22,18.0,4,4,0
1461,159,3,7.0,4,4,0
19558,734,66,31.0,1,1,2
9191,374,21,6.0,4,4,0
6137,123,19,18.0,7,7,0
2178,202,21,4.0,7,7,0
10555,456,51,1.0,8,8,0
22799,587,1,41.0,3,3,3
2209,205,25,0.0,11,11,0
2549,236,22,55.0,2,2,0
24374,347,164,0.0,11,11,0
8318,309,27,0.0,11,11,0
26785,974,9,97.0,3,3,0
26099,915,3,216.0,3,3,0
7678,323,39,0.0,17,17,0
130,30,3,17.0,7,7,0
8914,363,37,4.0,10,10,0
11040,483,55,1.0,5,5,0
5677,146,22,1.0,8,8,0
7683,324,3,18.0,2,2,1
25702,270,18,5.0,10,10,0
20924,667,190,0.0,9,9,0
4642,274,3,16.0,2,2,1
2072,193,6,21.0,2,2,1
23478,529,4,0.0,16,16,0
11355,501,1,6.0,8,8,0
24447,351,166,0.0,12,12,0
6441,64,11,37.0,4,4,0
92,26,11,14.0,8,8,0
9478,390,45,0.0,13,13,0
20447,705,172,54.0,1,1,6
21952,625,34,1.0,9,9,0
20411,703,180,0.0,14,14,0
7637,321,32,0.0,14,14,0
21924,623,37,4.0,7,7,0
11085,486,34,25.0,2,2,2
9970,424,6,37.0,1,1,1
9819,413,34,2.0,8,8,0
9522,393,34,4.0,5,5,0
25763,38,9,0.0,6,6,0
2135,199,1,86.0,1,1,5
26766,972,3,18.0,5,5,0
11160,490,6,28.0,3,3,2
23347,555,4,0.0,17,17,0
9780,410,34,2.0,8,8,0
24574,844,15,8.0,6,6,0
5166,250,28,0.0,13,13,0
19920,728,54,0.0,12,12,0
24253,338,15,0.0,9,9,0
2516,233,22,41.0,2,2,0
1540,166,17,11.0,5,5,0
25964,903,131,154.0,1,1,4
24612,848,9,295.0,1,1,6
