raceid,year,round,circuitid,name,date,time,url
25,2008,8,8,French Grand Prix,2008-06-22,12:00:00,http://en.wikipedia.org/wiki/2008_French_Grand_Prix
28,2008,11,11,Hungarian Grand Prix,2008-08-03,12:00:00,http://en.wikipedia.org/wiki/2008_Hungarian_Grand_Prix
31,2008,14,14,Italian Grand Prix,2008-09-14,12:00:00,http://en.wikipedia.org/wiki/2008_Italian_Grand_Prix
36,2007,1,1,Australian Grand Prix,2007-03-18,03:00:00,http://en.wikipedia.org/wiki/2007_Australian_Grand_Prix
39,2007,4,4,Spanish Grand Prix,2007-05-13,12:00:00,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
50,2007,15,16,Japanese Grand Prix,2007-09-30,04:30:00,http://en.wikipedia.org/wiki/2007_Japanese_Grand_Prix
63,2006,11,8,French Grand Prix,2006-07-16,14:00:00,http://en.wikipedia.org/wiki/2006_French_Grand_Prix
95,2004,6,6,Monaco Grand Prix,2004-05-23,,http://en.wikipedia.org/wiki/2004_Monaco_Grand_Prix
115,2003,8,7,Canadian Grand Prix,2003-06-15,,http://en.wikipedia.org/wiki/2003_Canadian_Grand_Prix
161,2000,4,9,British Grand Prix,2000-04-23,,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
220,1997,14,23,Austrian Grand Prix,1997-09-21,,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix
226,1996,3,25,Argentine Grand Prix,1996-04-07,,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix
268,1994,12,14,Italian Grand Prix,1994-09-11,,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix
272,1994,16,29,Australian Grand Prix,1994-11-13,,http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix
279,1993,7,7,Canadian Grand Prix,1993-06-13,,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix
293,1992,5,21,San Marino Grand Prix,1992-05-17,,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
297,1992,9,9,British Grand Prix,1992-07-12,,http://en.wikipedia.org/wiki/1992_British_Grand_Prix
300,1992,12,13,Belgian Grand Prix,1992-08-30,,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix
304,1992,16,29,Australian Grand Prix,1992-11-08,,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix
312,1991,8,9,British Grand Prix,1991-07-14,,http://en.wikipedia.org/wiki/1991_British_Grand_Prix
320,1991,16,29,Australian Grand Prix,1991-11-03,,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix
323,1990,3,21,San Marino Grand Prix,1990-05-13,,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix
324,1990,4,6,Monaco Grand Prix,1990-05-27,,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix
332,1990,12,14,Italian Grand Prix,1990-09-09,,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix
335,1990,15,22,Japanese Grand Prix,1990-10-21,,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix
336,1990,16,29,Australian Grand Prix,1990-11-04,,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix
354,2010,18,18,Brazilian Grand Prix,2010-11-07,16:00:00,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix
382,1988,11,13,Belgian Grand Prix,1988-08-28,,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
