constructorresultsid,raceid,constructorid,points,status
1346,147,6,16.0,
15216,948,1,0.0,
2229,227,1,4.0,
5573,456,51,1.0,
6361,505,54,0.0,
5340,440,50,0.0,
3787,334,34,0.0,
3376,312,18,0.0,
12799,583,32,0.0,
2332,236,27,0.0,
14362,860,10,1.0,
12586,577,37,0.0,
12184,607,25,9.0,
2884,279,29,0.0,
11161,679,184,0.0,
13052,570,1,3.0,
2699,266,22,14.0,
10898,699,66,4.0,
2659,263,6,4.0,
5683,463,27,0.0,
5252,434,34,0.0,
14133,841,15,0.0,
13050,570,27,6.0,
3836,2,9,1.5,
2321,235,6,0.0,
895,103,3,0.0,
2749,269,33,0.0,
3696,329,39,0.0,
13995,344,15,0.0,
14000,345,10,8.0,
3955,14,4,6.0,
3082,294,3,10.0,
11819,653,25,0.0,
2384,241,28,0.0,
6188,494,51,0.0,
3499,319,25,1.0,
2491,250,27,4.0,
2215,225,29,0.0,
1641,173,18,0.0,
4266,370,34,2.0,
10759,713,170,1.0,
13953,341,4,4.0,
384,54,11,6.0,
2366,240,6,6.0,
1233,136,17,1.0,
5244,433,18,0.0,
18,19,11,0.0,
11211,685,191,9.0,
12166,631,1,4.0,
340,50,4,12.0,
2237,227,28,0.0,
4171,365,34,0.0,
1634,173,3,2.0,
14459,868,5,0.0,
15409,966,10,7.0,
3016,289,36,0.0,
1600,170,6,6.0,
2934,283,17,0.0,
3094,294,36,0.0,
3930,11,10,0.0,
12467,599,34,1.0,
2145,219,15,0.0,
11528,657,187,6.0,
1815,189,3,0.0,
3622,325,42,0.0,
2873,278,29,0.0,
1241,137,3,6.0,
550,69,11,5.0,
4364,375,39,0.0,
920,106,16,11.0,
10799,717,170,0.0,
6039,485,56,0.0,
12928,562,1,2.0,
11131,696,183,1.0,
6007,483,21,0.0,
6492,514,58,0.0,
2818,274,26,0.0,
1227,135,16,0.0,
13217,549,32,9.0,
15174,942,209,0.0,
14052,349,3,0.0,
5618,459,54,0.0,
11228,686,167,0.0,
11774,649,82,0.0,
13216,548,37,0.0,
1156,129,1,1.0,
11349,675,191,0.0,
14783,898,9,40.0,
5749,467,53,0.0,
15011,918,5,0.0,
5590,457,21,0.0,
4635,391,3,6.0,
2084,214,6,14.0,
5449,447,45,0.0,
4218,367,48,0.0,
13392,527,1,3.0,
15209,948,6,15.0,
3263,306,3,6.0,
13142,543,63,0.0,
596,73,6,0.0,
1224,135,7,0.0,
13071,571,57,0.0,
578,71,17,0.0,
