year,hofid,name,category
1974,haych01h,Charles Hay,Builder
1984,milfoja01h,Jake Milford,Builder
1990,barbebi01h,Bill Barber,Player
1986,keonda01h,Dave Keon,Player
2006,roypa01h,Patrick Roy,Player
1976,wirtzwi01h,William Wirtz,Builder
1975,hallgl01h,Glenn Hall,Player
1945,bakerho01h,Hobey Baker,Player
2009,hullbr01h,Brett Hull,Player
1947,shoreed01h,Eddie Shore,Player
1991,smithcl01h,Clint Smith,Player
2001,gartnmi01h,Mike Gartner,Player
1962,obrieja01h,Ambrose O'Brien,Builder
1985,ratelje01h,Jean Ratelle,Player
1958,cleghsp01h,Sprague Cleghorn,Player
1962,ahearfr01h,Frank Ahearn,Builder
1992,mathefr01h,Frank Mathers,Builder
1962,ruttaja01h,Jack Ruttan,Player
1975,bucklfr01h,Frank Buckland,Builder
2010,granaca01h,Cammi Granato,Player
1961,richama01h,Maurice Richard,Player
1973,udvarfr01h,Frank Udvari,Referee/Linesman
1988,laflegu01h,Guy Lafleur,Player
2003,lafonpa01h,Pat LaFontaine,Player
1978,pollosa01h,Sam Pollock,Builder
1975,armstge01h,George Armstrong,Player
2011,belfoed01h,Ed Belfour,Player
1962,mcgimbi01h,Billy McGimsie,Player
1947,clappdi01h,Dit Clapper,Player
1982,cournyv01h,Yvan Cournoyer,Player
1984,imlacpu01h,Punch Imlach,Builder
1960,bouchge01h,Georges Boucher,Player
1978,plantja01h,Jacques Plante,Player
1971,sawchte01h,Terry Sawchuk,Player
1962,whitcfr01h,Fred Whitcroft,Player
1980,butteja01h,Jack Butterfield,Builder
1992,johnsbo02h,Bob Johnson,Builder
1962,crawfru01h,Rusty Crawford,Player
1963,dandule01h,Leo Dandurand,Builder
1995,robinla01h,Larry Robinson,Player
1977,delveal01h,Alex Delvecchio,Player
1958,johnsch01h,Ching Johnson,Player
1962,walshma01h,Marty Walsh,Player
1962,broadpu01h,Punch Broadbent,Player
1958,irvindi01h,Dick Irvin,Player
1950,malonjo01h,Joe Malone,Player
2005,kharlva01h,Valeri Kharlamov,Player
1958,fredrfr01h,Frank Fredrickson,Player
1967,colvine01h,Neil Colville,Player
1950,patrifr01h,Frank Patrick,Builder
1996,bauerbo01h,Bobby Bauer,Player
1969,hextabr01h,Bryan Hextall,Player
1950,lalonne01h,Newsy Lalonde,Player
1999,vanhean01h,Andy Van Hellemond,Referee/Linesman
2008,chynoed01h,Ed Chynoweth,Builder
1983,sindeha01h,Harry Sinden,Builder
1958,bouchfr01h,Frank Boucher,Player
1961,halljo01h,Joe Hall,Player
2000,bushwa01h,Walter Bush,Builder
1991,bowmasc01h,Scotty Bowman,Builder
1958,lehmahu01h,Hugh Lehman,Player
1952,stewane01h,Nels Stewart,Player
2009,yzermst01h,Steve Yzerman,Player
1962,smithal03h,Alf Smith,Player
1972,smithho01h,Hooley Smith,Player
1958,clancki01h,King Clancy,Player
1947,robincl01h,Claude Robinson,Builder
1981,stanlal01h,Allan Stanley,Player
1998,goulemi01h,Michel Goulet,Player
1990,flamafe01h,Fern Flaman,Player
1965,benedcl01h,Clint Benedict,Player
1981,ashlejo01h,John Ashley,Referee/Linesman
1979,richahe01h,Henri Richard,Player
1976,rossph01h,Philip Ross,Builder
1995,cookbu01h,Bun Cook,Player
1966,bouchbu01h,Butch Bouchard,Player
1983,drydeke01h,Ken Dryden,Player
1978,tuttwi01h,William Tutt,Builder
2003,kilrebr01h,Brian Kilrea,Builder
1998,stastpe01h,Peter Stastny,Player
2000,savarde01h,Denis Savard,Player
1961,appssy01h,Syl Apps,Player
1952,johnsmo01h,Moose Johnson,Player
1971,weilaco01h,Cooney Weiland,Player
1977,ahearbu01h,Bunny Ahearne,Builder
1977,cattajo01h,Joseph Cattarinich,Builder
1961,schmimi01h,Milt Schmidt,Player
