playerid,year,stint,tmid,w,l,sa,ga
khabini01,2011,1,EDM,0,5,20,12
gigueje01,2009,2,TOR,1,2,8,4
leclapa01,2005,1,CBS,4,2,18,4
fleurma01,2009,1,PIT,6,2,23,6
dipieri01,2009,1,NYI,1,0,8,3
rolosdw01,2010,2,TBL,3,3,24,6
bernijo01,2011,1,LAK,0,1,2,2
conklty01,2008,1,DET,2,2,13,4
wardca01,2011,1,CAR,1,4,14,6
gigueje01,2007,1,AND,6,5,30,10
gigueje01,2006,1,AND,4,6,39,13
bouchbr01,2010,1,PHI,2,3,20,8
dubiewa01,2009,1,MIN,1,0,2,0
thomati01,2011,1,BOS,7,1,26,6
raycran01,2007,1,TOR,0,1,6,2
thomati01,2008,1,BOS,4,4,28,9
brodema01,2010,1,NJD,1,1,9,2
osgooch01,2005,1,DET,2,1,8,2
fernama01,2005,1,MIN,4,2,19,4
masonch02,2011,1,WPG,1,1,8,3
burkese01,2005,1,TBL,2,3,11,5
schneco01,2008,1,VAN,0,1,3,3
smithmi02,2009,1,TBL,1,3,14,5
turcoma01,2006,1,DAL,8,4,46,11
auldal01,2010,1,MTL,0,1,4,1
hardijo01,2006,1,MIN,0,1,3,1
gigueje01,2008,1,AND,2,2,12,4
nabokev01,2005,1,SJS,0,4,13,8
fernama01,2007,1,BOS,1,0,3,0
holtbbr01,2011,1,WAS,0,1,4,2
budajpe01,2005,1,COL,0,5,14,9
tellqmi01,2007,1,PHO,0,2,16,4
rolosdw01,2011,1,TBL,2,2,15,5
wardca01,2009,1,CAR,1,3,13,7
labarja01,2011,1,PHO,0,2,11,7
leclapa01,2009,1,OTT,3,1,10,5
raycran01,2010,1,DAL,2,0,6,1
dubiewa01,2005,1,NYI,1,0,3,0
leighmi01,2009,2,PHI,1,0,2,0
dubnyde01,2011,1,EDM,5,2,27,7
budajpe01,2006,1,COL,3,4,27,11
dipieri01,2005,1,NYI,8,3,41,12
lundqhe01,2009,1,NYR,3,3,22,7
dubiewa01,2006,1,NYI,2,0,6,1
leighmi01,2009,1,CAR,1,0,3,0
halakja01,2007,1,MTL,0,1,3,1
fleurma01,2006,1,PIT,9,5,39,9
brodema01,2009,1,NJD,6,4,31,9
lundqhe01,2008,1,NYR,9,4,40,10
drouije01,2009,1,EDM,4,3,37,11
thibajo01,2007,1,BUF,0,2,10,3
luongro01,2011,1,VAN,6,6,42,17
bishobe01,2010,1,STL,1,0,4,2
labarja01,2007,1,LAK,2,1,10,5
vokouto01,2006,1,NAS,2,3,17,7
dipieri01,2007,1,NYI,3,2,21,6
eschero01,2006,1,PHI,0,1,2,2
conklty01,2011,1,DET,1,0,3,0
cloutda01,2007,1,LAK,1,0,4,1
halakja01,2008,1,MTL,2,1,7,2
bironma01,2008,1,PHI,2,3,17,5
gerbema01,2007,1,OTT,2,2,16,5
valiqst01,2007,1,NYR,2,2,11,3
halakja01,2006,1,MTL,2,0,8,2
howarji01,2009,1,DET,5,7,54,17
khabini01,2008,1,CHI,2,5,19,9
priceca01,2008,1,MTL,5,6,35,13
mclenja01,2005,1,FLO,0,1,4,2
lenevda01,2005,1,PHO,0,1,3,1
kolziol01,2005,1,WAS,4,5,44,15
hedbejo01,2007,1,ATL,5,3,31,7
lundqhe01,2007,1,NYR,6,7,42,13
conklty01,2010,1,STL,0,2,7,6
crawfco01,2005,1,CHI,0,1,3,2
rasktu01,2011,1,BOS,2,2,14,6
priceca01,2007,1,MTL,3,2,22,4
toivoha01,2005,1,BOS,0,1,3,2
lundqhe01,2010,1,NYR,7,3,46,7
leclapa01,2008,1,CBS,0,1,3,2
wardca01,2008,1,CAR,2,4,19,7
leclapa01,2006,1,CBS,1,1,15,4
reimeja01,2011,1,TOR,2,1,8,3
emeryra01,2006,1,OTT,1,4,19,8
bachmri01,2011,1,DAL,0,1,3,1
emeryra01,2007,1,OTT,1,3,15,7
luongro01,2008,1,VAN,3,4,29,8
kolesvi01,2005,1,COL,1,0,7,0
raycran01,2005,1,BOS,0,1,2,1
grahajo01,2005,1,TBL,4,1,16,4
eschero01,2005,1,PHI,1,2,8,4
lehtoka01,2006,1,ATL,7,4,30,10
denisma01,2006,1,TBL,4,1,20,2
hackema01,2011,1,MIN,1,0,5,2
rolosdw01,2005,1,MIN,0,1,8,2
johnsbr02,2008,1,WAS,0,1,2,1
legacma01,2006,1,STL,5,3,25,7
peterju01,2011,1,CAR,0,2,6,3
marksja02,2011,1,FLO,0,1,3,1
rinnepe01,2011,1,NAS,4,5,30,9
millery01,2007,1,BUF,4,7,33,14
hedbejo01,2011,1,NJD,5,2,20,7
