coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
pulfobo01c,1972,LAK,NHL,1,,78,31,36,11,,,,
anderjo01c,2009,ATL,NHL,1,,82,35,34,13,,,,
abelsi01c,1963,DET,NHL,1,,70,30,29,11,14,7,7,0
suthebi01c,1980,WIN,NHL,2,,29,6,20,3,,,,
gallage01c,2005,CBS,NHL,1,,82,35,43,4,,,,
maxnewa01c,1981,DET,NHL,1,,69,18,39,12,,,,
patrimu01c,1953,NYR,NHL,2,,30,15,11,4,,,,
mcvieto01c,1991,NJD,NHL,1,,80,38,31,11,7,3,4,0
nevesst01c,1977,CZE,WHA,1,,8,1,6,1,,,,
tortojo01c,2005,TBL,NHL,1,,82,43,33,6,5,1,4,0
quennjo01c,1996,STL,NHL,3,,40,18,15,7,6,2,4,0
satorte01c,1988,BUF,NHL,1,,80,38,35,7,5,1,4,0
pleaula01c,1987,HAR,NHL,2,,26,13,13,0,6,2,4,0
croziro01c,1981,WAS,NHL,2,,1,0,1,0,,,,
mcvieto01c,1980,WIN,NHL,1,,28,1,20,7,,,,
loughcl01c,1934,CHI,NHL,1,,48,26,17,5,2,0,1,1
francem01c,1972,NYR,NHL,1,,78,47,23,8,10,5,5,0
vigneal01c,2011,VAN,NHL,1,,82,51,22,9,5,1,4,0
ruelcl01c,1970,MTL,NHL,1,,23,11,8,4,,,,
quinnpa01c,2000,TOR,NHL,1,,82,37,34,11,11,7,4,0
perroje01c,1988,QUE,NHL,2,,47,16,26,5,,,,
talboje01c,1975,DOT,WHA,1,,41,14,26,1,,,,
pilouru01c,1974,WIJ,WHA,1,,37,18,17,2,,,,
patrily01c,1950,BOS,NHL,1,,70,22,30,18,6,1,4,1
tocchri01c,2009,TBL,NHL,1,,82,34,36,12,,,,
ivanto01c,1951,DET,NHL,1,,70,44,14,12,8,8,0,0
munrodu01c,1930,MTM,NHL,1,,32,14,13,5,,,,
abelsi01c,1971,STL,NHL,1,,10,3,6,1,,,,
tessior01c,1982,CHI,NHL,1,,80,47,23,10,13,7,6,0
deboepe01c,2008,FLO,NHL,1,,82,41,30,11,,,,
ftorero01c,1987,LAK,NHL,3,,52,23,25,4,5,1,4,0
hitchke01c,1997,DAL,NHL,1,,82,49,22,11,17,10,7,0
lamorlo01c,2005,NJD,NHL,2,,50,32,14,4,9,5,4,0
randake01c,1923,HAM,NHL,2,,14,6,8,0,,,,
stewaro01c,1975,NYR,NHL,1,,39,15,20,4,,,,
duncaar01c,1931,TOR,NHL,1,,5,0,3,2,,,,
dayha01c,1940,TOR,NHL,1,,48,28,14,6,7,3,4,0
pikeal01c,1959,NYR,NHL,3,,53,14,28,11,,,,
lamorlo01c,2006,NJD,NHL,2,,3,2,0,1,11,5,6,0
wilsoro02c,1995,ANA,NHL,1,,82,35,39,8,,,,
gallage01c,2006,CBS,NHL,1,,15,5,9,1,,,,
skinnji01c,1955,DET,NHL,1,,70,30,24,16,10,5,5,0
patrifr01c,1915,VML,PCHA,1,,18,9,9,0,,,,
brookhe01c,1984,NYR,NHL,1,,45,15,22,8,,,,
bowmasc01c,1997,DET,NHL,1,,82,44,23,15,22,16,6,0
krommbo01c,1977,DET,NHL,1,,80,32,34,14,7,3,4,0
keenami01c,2002,FLO,NHL,1,,82,24,45,13,,,,
maclepa01c,2011,OTT,NHL,1,,82,41,31,10,7,3,4,0
manthsy01c,1935,MTL,NHL,1,,48,11,26,11,,,,
neilsro01c,1999,PHI,NHL,1,,82,45,25,12,18,11,7,0
malonda01c,1984,TOR,NHL,1,,80,20,52,8,,,,
lemaija01c,1993,NJD,NHL,1,,84,47,25,12,20,11,9,0
blackdo01c,1979,HAR,NHL,1,,80,27,34,19,3,0,3,0
adamsja01c,1943,DET,NHL,1,,50,26,18,6,5,1,4,0
belisda01c,1978,WAS,NHL,1,,80,24,41,15,,,,
mclelto01c,2011,SJS,NHL,1,,82,43,29,10,5,1,4,0
vigneal01c,2008,VAN,NHL,1,,82,45,27,10,10,6,4,0
schmimi01c,1962,BOS,NHL,2,,56,13,31,12,,,,
mauripa01c,2000,CAR,NHL,1,,82,38,35,9,6,2,4,0
simsal01c,1996,SJS,NHL,1,,82,27,47,8,,,,
dayha01c,1948,TOR,NHL,1,,60,22,25,13,9,8,1,0
delveal01c,1974,DET,NHL,1,,80,23,45,12,,,,
pleaula01c,1981,HAR,NHL,1,,80,21,41,18,,,,
sathegl01c,1977,EDO,WHA,1,,80,38,39,3,5,1,4,0
neilsro01c,1981,VAN,NHL,2,,5,4,0,1,17,11,6,0
patrile01c,1924,VIC,WCHL,1,,28,16,12,0,8,5,1,2
oconnmi01c,2002,BOS,NHL,2,,9,3,3,3,5,1,4,0
clousco01c,2010,OTT,NHL,1,,82,32,40,10,,,,
irvindi01c,1937,TOR,NHL,1,,48,24,15,9,7,4,3,0
blairwr01c,1969,MNS,NHL,1,,32,9,13,10,,,,
greente01c,1993,EDM,NHL,1,,24,3,18,3,,,,
lowro01c,1995,EDM,NHL,1,,82,30,44,8,,,,
murrabr01c,2005,OTT,NHL,1,,82,52,21,9,10,5,5,0
ruffli01c,1998,BUF,NHL,1,,82,37,28,17,21,14,7,0
olczyed01c,2003,PIT,NHL,1,,82,23,51,8,,,,
carlyra01c,2007,AND,NHL,1,,82,47,27,8,6,2,4,0
