playerid,year,stint,tmid,s,g,gdg
royde01,2009,1,BUF,5,1,0
galiatj01,2009,1,COL,2,0,0
whiteto02,2008,1,ATL,2,1,1
fishemi01,2011,1,NAS,0,3,0
ohlunma01,2009,1,TBL,1,0,0
brierda01,2005,1,BUF,4,2,1
svatoma01,2010,2,OTT,2,0,0
weighdo01,2009,1,NYI,1,0,0
sandege01,2006,1,PHI,1,0,0
nedvepe01,2005,1,PHO,1,0,0
downist01,2010,1,TBL,1,0,0
brunnfa01,2008,1,DAL,4,1,0
stlouma01,2007,1,TBL,3,0,0
steenal01,2006,1,TOR,2,1,0
kotalal01,2008,1,BUF,11,6,4
sedinda01,2010,1,VAN,5,1,0
hollwry01,2005,1,NYR,1,0,0
burmial01,2011,1,WPG,0,2,0
eliaspa01,2006,1,NJD,11,2,1
willija01,2006,2,CHI,4,2,0
nedvepe01,2005,2,PHI,3,1,1
zidlima01,2009,1,MIN,7,2,0
giroual01,2010,1,EDM,1,0,0
smythry01,2005,1,EDM,13,4,2
boyddu01,2009,2,NAS,1,0,0
brunean01,2010,1,MIN,1,0,0
clowery01,2008,1,SJS,5,3,2
hudleji01,2011,1,DET,3,12,2
niedero01,2006,1,AND,2,0,0
clowery01,2009,1,SJS,9,3,2
boyddu01,2006,1,CAL,1,0,0
rucinma01,2006,1,STL,6,2,1
maddejo01,2005,1,NJD,2,0,0
salmeto01,2006,1,CHI,1,0,0
pyorami01,2009,1,PHI,1,1,1
hendrma01,2010,1,WAS,4,2,0
upshasc01,2007,1,PHI,1,0,0
gilbeto01,2008,1,EDM,1,0,0
fritsda01,2005,1,CBS,1,0,0
bergepa01,2006,1,BOS,11,6,1
kolankr01,2011,1,CAL,0,1,0
huntetr01,2007,1,NYI,3,0,0
simmowa01,2009,1,LAK,3,1,0
froloal01,2007,1,LAK,2,0,0
boyesbr01,2005,1,BOS,6,2,1
samuemi01,2006,1,DET,2,0,0
spezzja01,2005,1,OTT,2,0,0
bouwmja01,2010,1,CAL,1,0,0
larosch01,2011,1,CAR,0,2,0
letankr01,2011,1,PIT,2,9,1
dagosma01,2011,1,STL,0,1,0
gocma01,2009,1,NAS,5,1,0
shattke01,2011,1,STL,1,5,1
datsypa01,2011,1,DET,5,11,1
gagnesi01,2009,1,PHI,1,0,0
lehtije01,2009,1,DAL,4,1,0
gomezsc01,2009,1,MTL,8,2,1
robitra01,2006,2,NYI,3,2,1
nagyla01,2006,2,DAL,2,1,1
ballake01,2007,1,PHO,2,0,0
shanabr01,2007,1,NYR,15,5,4
selante01,2008,1,AND,7,3,3
strakma01,2006,1,NYR,2,0,0
blakeja01,2007,1,TOR,2,0,0
kotalal01,2007,1,BUF,12,5,1
strakma01,2007,1,NYR,1,0,0
bouwmja01,2007,1,FLO,1,0,0
hossama01,2009,1,CHI,5,2,0
huselkr01,2008,1,CBS,8,2,2
carteje01,2011,1,CBS,0,2,0
stuarbr01,2005,2,BOS,1,0,0
dumonjp01,2006,1,NAS,3,1,1
perroda01,2009,1,STL,5,1,1
tyutife01,2009,1,CBS,6,2,0
clowery01,2010,1,SJS,8,3,2
macarcl01,2006,1,BUF,1,0,0
handzmi01,2005,1,PHI,4,2,1
fedorse01,2006,1,CBS,3,2,1
pohljo01,2006,1,TOR,2,1,1
clarkda03,2011,1,NJD,1,2,1
nedvepe01,2006,1,PHI,2,0,0
moulsma01,2011,1,NYI,2,4,1
suthebr01,2005,1,WAS,1,0,0
vanekth01,2010,1,BUF,6,5,1
gordobo01,2007,1,WAS,3,1,0
lupuljo01,2009,1,AND,2,1,0
boothda01,2008,1,FLO,2,0,0
zuccama01,2010,1,NYR,9,5,3
vasicjo01,2006,1,NAS,1,0,0
markoan01,2007,1,MTL,2,1,1
poulibe01,2011,1,BOS,1,3,1
ritaja01,2005,2,PIT,1,0,0
boyesbr01,2009,1,STL,12,7,3
giontbr01,2005,1,NJD,10,4,1
prongch01,2008,1,AND,1,0,0
tangual01,2010,1,CAL,16,10,4
setogde01,2007,1,SJS,3,1,1
bouwmja01,2006,1,FLO,1,0,0
readma01,2011,1,PHI,4,6,1
gagnesi01,2005,1,PHI,6,2,1
mitchjo02,2011,1,NYR,0,4,0
