year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1921,WCHL,CAT,2,0,1,1,1,2,,,,,,,,
1958,NHL,MTL,11,8,3,0,39,28,133,,,,,,,
1922,NHL,MTL,2,1,1,0,2,3,44,,,,,,,
1968,NHL,OAK,7,3,4,0,25,23,99,,4,,0,4,,1
1989,NHL,EDM,22,16,6,0,93,60,288,0,21,99,2,14,98,4
1987,NHL,WIN,5,1,4,0,17,25,213,0,7,37,,10,35,1
1985,NHL,NYI,3,0,3,0,4,11,84,0,1,11,0,3,13,0
1932,NHL,TOR,9,4,5,0,14,18,99,,,,,,,
1948,NHL,DET,11,4,7,0,22,26,164,,,,,,,
2010,NHL,DET,11,7,4,0,36,28,125,0,8,43,0,11,46,0
1975,NHL,STL,3,1,2,0,8,7,54,0,2,14,1,0,13,1
1975,NHL,LAK,9,5,4,0,17,27,151,2,5,41,2,11,43,0
1994,NHL,BOS,5,1,4,0,5,14,47,2,2,20,1,5,17,0
1941,NHL,MTL,3,1,2,0,8,8,19,,,,,,,
1922,PCHA,VC1,2,1,1,0,3,5,,,,,,,,
1999,NHL,PIT,11,6,5,0,31,23,173,4,8,56,1,7,45,0
2005,NHL,TBL,5,1,4,0,13,23,125,2,4,31,1,8,24,0
1976,NHL,PIT,3,1,2,0,10,13,60,2,3,10,0,4,10,0
1977,WHA,HOU,6,2,4,0,16,29,,,,,,,,
2007,NHL,MIN,6,2,4,0,12,17,141,2,3,21,1,6,30,2
1995,NHL,FLO,22,12,10,0,61,57,401,6,14,109,2,20,103,1
1978,NHL,NYI,10,6,4,0,27,21,144,0,3,31,0,3,27,1
1989,NHL,CAL,6,2,4,0,24,29,149,6,2,33,1,10,46,2
1986,NHL,BOS,4,0,4,0,11,19,86,4,5,19,1,4,18,1
1994,NHL,SJS,11,4,7,0,32,59,135,2,9,48,8,13,46,0
1952,NHL,BOS,11,5,6,0,30,37,109,,,,,,,
1970,NHL,PHI,4,0,4,0,8,20,57,,4,,1,7,,0
1939,NHL,BOS,6,2,4,0,9,15,22,,,,,,,
2011,NHL,LAK,20,16,4,0,57,30,238,6,12,94,0,6,76,5
1922,WCHL,EDE,2,1,0,1,4,3,,,,,,,,
1921,WCHL,REG,6,3,1,2,7,8,,,,,,,,
1972,WHA,NEW,15,12,3,0,70,49,,,14,75,0,13,64,1
2010,NHL,CHI,7,3,4,0,22,16,76,0,6,29,0,4,18,1
1976,NHL,BOS,14,8,6,0,50,48,217,2,8,52,0,16,57,2
1974,NHL,BUF,17,10,7,0,53,58,276,6,13,75,1,15,72,2
1963,NHL,DET,14,7,7,0,41,40,211,,,,,,,
1951,NHL,DET,8,8,0,0,24,5,118,,,,,,,
1996,NHL,PHI,19,12,7,0,67,55,245,4,18,94,5,19,89,3
1986,NHL,EDM,21,16,5,0,87,57,477,4,17,91,1,14,84,5
2007,NHL,OTT,4,0,4,0,5,16,85,0,1,13,0,6,23,0
2002,NHL,DAL,12,6,6,0,34,25,176,8,10,58,2,5,50,1
1996,NHL,CHI,6,2,4,0,14,28,160,0,1,27,0,12,45,2
1950,NHL,MTL,11,5,6,0,23,25,86,,,,,,,
2001,NHL,TOR,20,10,10,0,44,49,389,4,13,90,0,20,99,0
1989,NHL,BOS,21,13,8,0,62,59,421,12,15,93,1,9,88,3
1974,NHL,PHI,17,12,5,0,53,34,335,0,11,65,0,14,89,1
2002,NHL,MIN,18,8,10,0,43,43,193,2,16,73,3,12,63,2
2011,NHL,SJS,5,1,4,0,8,14,97,0,2,17,0,6,18,0
2011,NHL,OTT,7,3,4,0,13,14,107,0,4,26,0,5,32,0
1975,WHA,PHR,5,2,3,0,13,17,,,,,,,,
1930,NHL,CHI,9,5,3,1,15,14,98,,,,,,,
1988,NHL,NYR,4,0,4,0,11,19,214,0,6,29,,6,27,0
1972,NHL,BUF,6,2,4,0,16,21,59,,4,,0,4,,0
1987,NHL,TOR,6,2,4,0,20,32,189,0,6,41,,11,32,2
1963,NHL,MTL,7,3,4,0,14,17,168,,,,,,,
1959,NHL,DET,6,2,4,0,16,20,45,,,,,,,
1973,NHL,ATF,4,0,4,0,6,17,123,,2,,1,5,,0
2005,NHL,NJD,9,5,4,0,27,21,140,2,11,58,0,11,45,4
1941,NHL,CHI,3,1,2,0,7,5,10,,,,,,,
2009,NHL,BOS,13,7,6,0,36,37,175,4,11,45,0,5,50,0
1936,NHL,TOR,2,0,2,0,1,5,21,,,,,,,
1965,NHL,MTL,10,8,2,0,33,20,187,,,,,,,
1981,NHL,CHI,15,8,7,0,50,51,547,4,11,62,1,14,72,2
1925,NHL,OTS,2,0,1,1,1,2,42,,,,,,,
1929,NHL,BOS,6,3,3,0,14,12,90,,,,,,,
1926,NHL,CHI,2,0,1,1,5,10,30,,,,,,,
1988,NHL,LAK,11,4,7,0,36,42,270,2,15,54,,11,57,1
1962,NHL,CHI,6,2,4,0,19,25,104,,,,,,,
1987,NHL,LAK,5,1,4,0,18,30,178,4,8,38,,8,34,0
1986,NHL,LAK,5,1,4,0,20,32,118,0,5,28,1,8,30,0
1990,NHL,DET,7,3,4,0,20,24,272,2,4,33,0,3,39,1
1938,NHL,BOS,12,8,4,0,26,18,98,,,,,,,
1932,NHL,BOS,5,2,3,0,7,9,50,,,,,,,
