playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
belfoed01,2006,1,FLO,NHL,58,3289,27,17,10,2,1,152,1550,,,,,,,,,
dionmi01,1976,1,IND,WHA,42,2286,17,19,3,4,1,128,1179,4,245,2,2,,0,0,17,140
drydeda01,1970,1,BUF,NHL,10,409,3,3,0,2,1,23,,,,,,,,,,
gilbegi01,1974,1,BOS,NHL,53,3029,23,17,11,4,3,158,,3,188,1,2,,0,0,12,
wilkiia01,1973,1,LAS,WHA,23,1257,11,9,0,0,1,82,592,,,,,,,,,
hollake01,1983,1,DET,NHL,3,146,0,1,1,2,0,10,53,,,,,,,,,
hirscco01,2000,1,WAS,NHL,1,20,1,0,0,0,0,0,8,,,,,,,,,
sylvedo01,1984,1,BOS,NHL,3,102,0,0,2,0,0,6,52,,,,,,,,,
laforma01,1989,1,TOR,NHL,27,1343,9,14,0,2,0,87,765,,,,,,,,,
francem01,1950,1,NYR,NHL,5,260,1,1,2,,0,14,,,,,,,,,,
thibajo01,2001,1,CHI,NHL,67,3838,33,23,9,2,6,159,1626,3,159,1,2,,0,0,7,77
masonch02,2005,1,NAS,NHL,23,1227,12,5,1,0,2,52,597,5,296,1,4,,0,0,17,171
johnsbr02,2006,1,WAS,NHL,30,1644,6,15,7,4,0,99,894,,,,,,,,,
snowga01,2002,1,NYI,NHL,43,2390,16,17,5,8,1,92,1120,5,305,1,4,,1,1,12,134
billicr01,1986,1,NJD,NHL,22,1114,4,13,2,0,0,89,569,,,,,,,,,
lozinla01,1980,1,DET,NHL,30,1459,6,11,7,0,0,105,,,,,,,,,,
riggipa01,1982,1,WAS,NHL,38,2161,16,9,9,4,0,121,1015,3,101,0,1,,1,0,8,
thompti01,1932,1,BOS,NHL,48,3000,25,15,8,,11,88,,5,438,2,3,0,,0,9,
hunwish01,2011,1,CBS,NHL,1,3,0,0,0,0,0,0,0,,,,,,,,,
tabarri01,1996,1,CAL,NHL,7,361,2,4,0,0,1,14,155,,,,,,,,,
mcraego01,1977,1,TOR,NHL,18,1040,7,10,1,3,1,57,,,,,,,,,,
riggipa01,1986,1,BOS,NHL,10,513,3,5,1,0,0,29,236,,,,,,,,,
brochma01,1998,1,WAS,NHL,2,120,0,2,0,0,0,6,55,,,,,,,,,
hurmeja01,2002,1,FLO,NHL,28,1376,4,11,6,0,1,66,707,,,,,,,,,
schaejo01,1959,1,NYR,NHL,1,39,0,1,0,,0,5,,,,,,,,,,
healygl01,1997,1,TOR,NHL,21,1068,4,10,2,4,0,53,453,,,,,,,,,
