name,id,award,year,lgid,note
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Cammi Granato,,Patrick,2006,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
John Mayasich,,Patrick,1997,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
John Halligan,,Patrick,2006,NHL,
Bob Fleming,,Patrick,1994,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Peter Karmanos,,Patrick,1997,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Stan Fischler,,Patrick,2006,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Gil Stein,,Patrick,1992,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Jim Devellano,,Patrick,2008,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
George Gund,,Patrick,1995,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
Mike Emrick,,Patrick,2003,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Dave Andrews,,Patrick,2009,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Gary Bettman,,Patrick,2000,NHL,
Ray Miron,,Patrick,2003,NHL,
Brian Burke,,Patrick,2007,NHL,
George Leader,,Patrick,1975,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Lou Vairo,,Patrick,1999,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
David Poile,,Patrick,2000,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Donald Clark,,Patrick,1974,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Bill Cleary,,Patrick,1996,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Robert Ridder,,Patrick,1993,NHL,
Bruce McNall,,Patrick,1992,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Art Berglund,,Patrick,1991,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Bob Naegele,,Patrick,2007,NHL,
