playerid,year,ppa,sha
huntema01,1990,4,
malondo01,1988,2,
wilsoca01,1987,9,3
crossdo01,1990,21,
klimape01,1989,11,
lawtobr01,1988,4,
bassebo01,1988,,1
vaiveri01,1988,15,
krushmi01,1990,3,
erickbr01,1987,6,
laughcr01,1987,3,
foligmi01,1990,1,
ledyagr01,1987,5,
nichobe01,1989,37,1
skrikpe01,1990,5,
dahlqch01,1990,,1
rousebo01,1988,,1
playfla01,1988,,1
ledyagr01,1988,6,
deblolu01,1990,,1
huberwi01,1987,14,
dineego01,1988,2,
maclebr01,1988,8,
tantito01,1989,9,
goulemi01,1989,15,1
adamsgr01,1988,1,
smaildo01,1990,1,1
adamsgr01,1989,1,
kurveto01,1990,15,
johanca01,1988,7,
creigad01,1988,7,
brookbo01,1989,1,2
brownro01,1990,10,
broteaa01,1989,3,
tantito01,1990,5,
iafraal01,1990,11,1
actonke01,1988,,1
fentopa01,1990,2,
sandsto01,1989,20,
hunteda01,1988,,1
jonssto01,1988,24,
lawlepa01,1987,3,
courtge01,1987,7,
grahadi01,1987,7,1
bradlbr01,1990,10,
kennede01,1988,,2
konrost01,1988,1,1
dineego01,1987,2,
momesse01,1990,1,
pederma01,1990,7,
coxecr01,1987,1,
charbjo01,1988,1,
macdepa01,1989,2,
manthmo01,1987,15,1
hardyma01,1988,5,
carpebo01,1988,4,
hardyma01,1987,10,1
linseke01,1989,8,
kontoch01,1987,6,
carsoji01,1989,5,
allismi01,1987,5,
ysebapa01,1990,4,1
bodgedo01,1988,25,1
petitmi01,1990,16,
lemiejo01,1989,1,1
mcbeawa01,1988,1,
wellsja01,1989,3,2
ruotsre01,1989,9,
lawtobr01,1989,1,
archida01,1989,4,
quinnda01,1989,15,1
sanipev01,1989,2,
broteaa01,1990,1,
petitmi01,1987,9,1
kaspest01,1988,6,2
maroima01,1988,3,
stastpe01,1989,23,
cullejo01,1990,29,
tuckejo01,1989,6,
