playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
mcleaki01,1996,1,VAN,NHL,G,44,0,2,2,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,
bitzby01,2009,2,FLO,NHL,R,7,1,1,2,2,1,0,0,0,0,0,,7,,,,,,,,,,,,
bruneed01,1948,1,DET,NHL,R,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
hannigo01,1953,1,TOR,NHL,C,35,4,4,8,18,,,,,,,,,5,2,0,2,4,,,,,,,
krusepa01,1994,1,CAL,NHL,L,45,11,5,16,141,13,0,0,0,0,2,0,52,7,4,2,6,10,2,0,0,1,0,0,18
greggra01,1982,1,EDM,NHL,D,80,6,22,28,54,15,0,,2,,2,0,94,16,2,4,6,13,,0,,1,,1,
petiori01,2010,1,EDM,NHL,D,2,0,0,0,2,1,0,0,0,0,0,,1,,,,,,,,,,,,
biondja01,1958,1,BOS,NHL,D,3,0,1,1,2,,,,,,,,,1,0,0,0,0,,,,,,,
popeila01,1954,1,NYR,NHL,C,70,11,17,28,27,,,,,,,,,,,,,,,,,,,,
crowlte01,1998,1,COL,NHL,D,7,0,1,1,2,-1,0,1,0,0,0,0,10,,,,,,,,,,,,
pitredi01,1915,1,MOC,NHA,,24,24,15,39,42,,,,,,,,,,,,,,,,,,,,
cotesy01,1989,1,HAR,NHL,D,28,4,2,6,14,2,1,0,0,0,1,1,50,5,0,0,0,2,0,0,0,0,0,0,10
berlilo01,1912,1,MOC,NHA,,16,4,0,4,14,,,,,,,,,,,,,,,,,,,,
thurifr01,1940,1,NYA,NHL,C,3,2,1,3,0,,,,,,,,,,,,,,,,,,,,
plantda01,1996,1,NYI,NHL,R,67,4,9,13,75,-6,0,0,2,0,0,0,61,,,,,,,,,,,,
dalpeza01,2011,1,CAR,NHL,C,16,1,2,3,4,-3,0,0,0,0,0,,20,,,,,,,,,,,,
gilbest01,1971,1,CLF,NHL,L,78,16,16,32,47,-6,3,,0,,2,0,141,,,,,,,,,,,,
fetisvi01,1989,1,NJD,NHL,D,72,8,34,42,52,9,2,12,0,1,0,0,108,6,0,2,2,10,-5,0,2,0,0,0,11
hullbr01,2003,1,DET,NHL,R,81,25,43,68,12,-4,10,13,0,0,6,1,200,12,3,2,5,4,0,1,1,0,0,1,39
langeda01,1983,1,NYI,NHL,D,69,3,16,19,53,26,0,,0,,1,0,89,12,0,4,4,18,3,0,,0,,0,12
frigle01,1979,1,STL,NHL,D,7,0,2,2,4,-5,0,,0,,0,0,12,3,0,0,0,0,,0,,0,,0,
burgedo01,1975,1,SDM,WHA,L,73,14,11,25,35,-17,2,,0,,1,,122,11,1,7,8,4,-3,,,,,,
stantpa01,1994,1,NYI,NHL,D,18,0,4,4,9,-6,0,3,0,0,0,0,28,,,,,,,,,,,,
siebeba01,1925,1,MTM,NHL,L,35,16,8,24,108,,,,,,,,,4,1,0,1,4,,,,,,,
kesseri01,1972,1,PIT,NHL,C,67,1,13,14,0,-9,0,,0,,0,0,35,,,,,,,,,,,,
wardaa01,1997,1,DET,NHL,D,52,5,5,10,47,-1,0,0,0,0,1,0,47,,,,,,,,,,,,
duponan01,1982,1,QUE,NHL,D,46,3,12,15,69,11,0,,0,,0,0,42,4,0,0,0,8,,0,,0,,0,
sauvebo01,1976,1,BUF,NHL,G,4,0,0,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,
murphjo01,1986,1,DET,NHL,C,5,0,1,1,2,0,0,,0,,0,0,3,,,,,,,,,,,,
deverbo01,1998,1,EDM,NHL,C,61,6,8,14,23,2,0,0,1,0,4,1,39,1,0,0,0,0,0,0,0,0,0,0,3
depalla01,1987,1,MNS,NHL,L,7,1,1,2,15,-2,0,0,0,0,0,0,8,,,,,,,,,,,,
brennjo01,1965,1,NYR,NHL,L,11,0,0,0,14,,0,,0,,0,0,,,,,,,,,,,,,
schulda01,1978,2,BUF,NHL,L,28,2,3,5,86,-12,0,,0,,0,1,16,3,0,2,2,4,,0,,0,,0,
armstbo01,1957,1,BOS,NHL,D,47,1,4,5,66,,,,,,,,,,,,,,,,,,,,
royan01,2008,1,CAL,NHL,L,44,3,0,3,83,-1,0,0,0,0,1,,26,2,0,0,0,0,-1,0,0,0,0,0,0
richmst01,1985,1,NYR,NHL,D,17,0,2,2,63,2,0,,0,,0,0,8,,,,,,,,,,,,
miettan01,2008,1,MIN,NHL,R,82,15,29,44,32,-1,4,9,2,1,3,,186,,,,,,,,,,,,
