playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
holwaal01,1925,MTM,NHL,D,2,0,0,0,0
rowebo01,1913,VA1,PCHA,D,3,0,0,0,3
cookll01,1920,VML,PCHA,D,5,2,0,2,20
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
cookll01,1921,VML,PCHA,D,5,1,0,1,6
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
cotchch01,1923,VAM,PCHA,L,1,0,0,0,0
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
wilsocu01,1913,TBS,NHA,R,3,3,0,3,15
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
cookll01,1922,VAM,PCHA,D,4,0,1,1,4
manthsy01,1923,MTL,NHL,D,4,0,0,0,0
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
denneco01,1922,VAM,PCHA,C,3,0,0,0,0
dennecy01,1920,OTS,NHL,L,5,2,2,4,10
wilsocu01,1918,SEA,PCHA,R,5,1,3,4,6
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
hartgi01,1925,VIC,WCHL,R,4,0,0,0,2
cleghsp01,1919,OTS,NHL,D,5,0,1,1,4
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
murrato01,1915,PO1,PCHA,G,5,0,0,0,0
mackami01,1914,VML,PCHA,L,3,4,2,6,6
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
parkeer01,1922,VAM,PCHA,R,4,0,2,2,2
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
rowebo01,1916,SEA,PCHA,D,4,0,2,2,0
coutubi01,1918,MTL,NHL,D,5,0,1,1,0
lehmahu01,1922,VAM,PCHA,G,4,0,0,0,0
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
gerared01,1919,OTS,NHL,D,5,2,1,3,3
davidal01,1913,TBS,NHA,R,2,1,0,1,7
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
cleghsp01,1924,MTL,NHL,D,4,0,0,0,2
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
phillme01,1925,MTM,NHL,F,4,1,1,2,0
lehmahu01,1914,VML,PCHA,G,3,0,0,0,0
mackami01,1917,VML,PCHA,C,5,5,5,10,12
nighbfr01,1919,OTS,NHL,C,5,6,1,7,2
morribe01,1919,SEA,PCHA,C,5,0,2,2,0
dundeto01,1912,VA1,PCHA,C,3,3,0,3,8
gerared01,1920,OTS,NHL,D,5,0,0,0,44
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
carpeed01,1916,SEA,PCHA,D,4,0,0,0,3
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
marksja01,1912,QU1,NHA,R,3,2,0,2,2
barboal01,1915,PO1,PCHA,C,5,0,0,0,0
camerha01,1913,TBS,NHA,D,2,1,0,1,4
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
darraja01,1914,OT1,NHA,C,2,3,0,3,6
dyeba01,1921,TRS,NHL,R,5,9,1,10,3
corbebe01,1918,MTL,NHL,D,5,0,1,1,3
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
smithto01,1916,MOC,NHA,C,4,2,0,2,3
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
mummeha01,1916,MOC,NHA,D,4,0,0,0,35
foystfr01,1913,TBS,NHA,C,3,2,0,2,3
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
darraja01,1919,OTS,NHL,R/L,5,5,2,7,3
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
oatmaru01,1925,VIC,WCHL,R,4,0,0,0,10
holmeha01,1913,TBS,NHA,G,3,0,0,0,0
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
mattejo01,1923,VAM,PCHA,D,2,1,0,1,2
morenho01,1923,MTL,NHL,C,4,4,2,6,4
skinnal01,1922,VAM,PCHA,R,3,1,1,2,6
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
malonjo01,1912,QU1,NHA,C,3,2,0,2,2
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
stanlba01,1914,VML,PCHA,R,3,6,0,6,0
skinnal01,1917,TOA,NHL,R,5,8,2,10,0
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
walkeja01,1918,SEA,PCHA,C,5,3,0,3,9
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
