playerid,award,year,lgid,note,pos
durnabi01,Vezina,1946,NHL,,
stewane01,Art Ross,1925,NHL,,
trottbr01,Hart,1978,NHL,,
kariypa01,First Team All-Star,1996,NHL,,LW
huselkr01,All-Rookie,2001,NHL,,F
thomati01,Crozier,2010,NHL,,
brodema01,Vezina,2007,NHL,,
dionnma01,Pearson,1979,NHL,,
sauvebo01,Jennings,1984,NHL,shared,
gretzwa01,Second Team All-Star,1989,NHL,,C
hextaro01,All-Rookie,1986,NHL,,G
bathgan01,First Team All-Star,1961,NHL,,RW
yzermst01,Masterton,2002,NHL,,
shanabr01,First Team All-Star,1993,NHL,,LW
robitlu01,Calder,1986,NHL,,
kerrda01,Second Team All-Star,1937,NHL,,G
marshdo01,Second Team All-Star,1966,NHL,,LW
gareda01,Second Team All-Star,1979,NHL,,RW
sawchte01,Vezina,1952,NHL,,
lilesjo01,All-Rookie,2003,NHL,,D
selante01,All-Rookie,1992,NHL,,RW
delveal01,Second Team All-Star,1952,NHL,,C
hextabr01,Second Team All-Star,1942,NHL,,RW
hallgl01,First Team All-Star,1962,NHL,,G
chevrre01,Second Team All-Star,1956,NHL,,LW
dumarwo01,Second Team All-Star,1940,NHL,,LW
esposph01,First Team All-Star,1971,NHL,,C
richahe01,Masterton,1973,NHL,,
shuttst01,Second Team All-Star,1979,NHL,,LW
nashri01,All-Rookie,2002,NHL,,F
hextabr01,First Team All-Star,1941,NHL,,RW
roypa01,Second Team All-Star,1990,NHL,,G
burchbi01,Hart,1924,NHL,,
weslegl01,All-Rookie,1987,NHL,,D
warwigr01,Calder,1941,NHL,,
sedinda01,Lindsay,2010,NHL,,
toddke01,All-Rookie,1991,NHL,,C
jacksbu01,First Team All-Star,1936,NHL,,LW
salmibo01,Second Team All-Star,1978,NHL,,D
ftorero01,Howe,1976,WHA,MVP,
morrike01,First Team All-Star,1974,WHA,,D
lidstni01,All-Rookie,1991,NHL,,D
savarse01,Conn Smythe,1968,NHL,,
parenbe01,Vezina,1973,NHL,tie,
belfoed01,Jennings,1994,NHL,,
harvedo01,First Team All-Star,1957,NHL,,D
graharo02,Hatskin,1974,WHA,Best Goaltender,
messima01,First Team All-Star,1989,NHL,,C
gretzwa01,Hart,1983,NHL,,
plantja01,Second Team All-Star,1959,NHL,,G
johnsch01,First Team All-Star,1932,NHL,,D
smithsi01,Lady Byng,1951,NHL,,
martiri01,Second Team All-Star,1975,NHL,,LW
prongch01,Second Team All-Star,1997,NHL,,D
meszaan01,All-Rookie,2005,NHL,,D
napiema01,Kaplan,1975,WHA,Rookie,
hejdumi01,Plus-Minus,2002,NHL,tie,
toneljo01,Second Team All-Star,1984,NHL,,LW
gadsbbi01,First Team All-Star,1957,NHL,,D
geoffbe01,Art Ross,1954,NHL,,
charazd01,Second Team All-Star,2005,NHL,,D
kariypa01,Second Team All-Star,1999,NHL,,LW
esposto01,Second Team All-Star,1972,NHL,,G
gardich01,Second Team All-Star,1932,NHL,,G
drillgo01,Second Team All-Star,1941,NHL,,RW
backsni02,All-Rookie,2007,NHL,,F
bouchfr01,Lady Byng,1927,NHL,,
iginlja01,Richard,2003,NHL,shared,
heatlda01,All-Rookie,2001,NHL,,F
elliobr01,Jennings,2011,NHL,shared,
stewaja01,First Team All-Star,1948,NHL,,D
ovechal01,First Team All-Star,2006,NHL,,LW
tardima01,Hunter,1975,WHA,Scoring,
carlewa01,Second Team All-Star,1973,WHA,,C
laflegu01,First Team All-Star,1978,NHL,,RW
richama01,Hart,1946,NHL,,
lumleha01,First Team All-Star,1954,NHL,,G
sittlda01,Second Team All-Star,1977,NHL,,C
reibedu01,Lady Byng,1955,NHL,,
coffepa01,Second Team All-Star,1982,NHL,,D
drapekr01,Selke,2003,NHL,,
roypa01,Vezina,1988,NHL,,
bourqra01,First Team All-Star,2000,NHL,,D
nabokev01,All-Rookie,2000,NHL,,G
drydeda01,Howe,1978,WHA,MVP,
bentlma01,Hart,1945,NHL,,
zhamnal01,Second Team All-Star,1994,NHL,,C
hodgeke01,First Team All-Star,1970,NHL,,RW
conacch01,Art Ross,1933,NHL,,
sakicjo01,Plus-Minus,2000,NHL,tie,
webersh01,First Team All-Star,2011,NHL,,D
