playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
corriyv01,,,Yvon,Corriveau,,Yvon,,73,195,L,10296,1108,corriyv01,1985,1993,,,L,1967,2,8,Canada,ON,Welland,,,,,,
,,haych01h,Charles,Hay,,,,,,,B197401,,,,,,,,1902,6,28,Canada,ON,Kingston,1973,10,24,,,
coxab01,,,Abbie,Cox,,Albert Edward,,66,140,L,18474,21924,coxab01,1929,1935,,,G,1904,7,19,Canada,ON,London,1985,5,10,,,
lambjo01,,,Joe,Lamb,,Joseph Gordon,,70,170,R,13285,2927,lambjo01,1927,1937,,,R,1906,6,18,Canada,NB,Sussex,1982,8,21,,,
hirscco01,,,Corey,Hirsch,,Corey,Hirschey,70,175,L,18291,2295,hirscco01,1992,2002,,,G,1972,8,10,Canada,AB,Medicine Hat,,,,,,
gustape02,,,Per,Gustafsson,,Per,,74,190,L,10347,16603,gustape02,1996,1997,,,D,1970,6,6,Sweden,,Oskarshamn,,,,,,
torgapa01,,,Pavel,Torgaev,,Pavel,,73,187,L,11364,19283,torgapa01,1995,1999,,,C,1966,1,25,USSR,,Gorky,,,,,,
schulda01,,,Dave,Schultz,,David William,The Hammer,73,190,L,14254,4826,schulda01,1971,1979,,,L,1949,10,14,Canada,SK,Waldheim,,,,,,
cullema01,,,Matt,Cullen,,Matt,,73,200,L,11585,23904,cullema01,1997,2011,,,C,1976,11,2,USA,MN,Virginia,,,,,,
treveto01,,,Tom,Trevelyan,,Thomas Arthur,,70,180,L,,8696,treveto01,,,1974,1974,C,1949,4,8,Canada,ON,Toronto,,,,,,
polakvo01,,,Vojtech,Polak,,,,71,180,L,20942,56993,polakvo01,2005,2006,,,R,1985,6,27,Czech Republic,,Ostrov nad Ohri,,,,,,
muellma01,,,Marcel,Mueller,,,,76,214,,,,muellma01,2010,2010,,,C,1988,7,10,Germany,,Berlin,,,,,,
jenseda03,,,David,Jensen,,David Allan,,73,195,L,13097,2532,jenseda03,1984,1987,,,C,1965,8,19,USA,MA,Needham,,,,,,
stastma01,,,Marian,Stastny,,Marian,Mariano,70,195,R,14437,5155,stastma01,1981,1985,,,R,1953,1,8,Slovakia,,Bratislava,,,,,,
pavesji01,,,Jim,Pavese,,James Peter,,74,205,L,13947,4194,pavesji01,1981,1988,,,D,1962,5,8,USA,NY,New York,,,,,,
armstmu01,,,Murray,Armstrong,,Murray Alexander,,70,170,L,11868,107,armstmu01,1937,1945,,,C,1916,1,1,Canada,SK,Manor,2010,12,8,USA,FL,St. Augustine
cammami01,,,Michael,Cammalleri,,,,69,185,L,20170,49660,cammami01,2002,2011,,,C,1982,6,8,Canada,ON,Richmond Hill,,,,,,
